INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT
31000	10307	2	1	0	0	22	0	0	0	0	0	0	47	0
31000	10308	2	1	0	0	22	0	0	0	0	0	0	48	0
31000	10309	2	1	0	0	22	0	0	0	0	0	0	49	0
31000	10310	2	1	0	0	22	0	0	0	0	0	0	50	0
31000	10312	2	1	0	0	21	0	0	0	0	0	0	51	0
31000	10313	2	1	0	0	21	0	0	0	0	0	0	52	0
31000	10314	2	1	0	0	21	0	0	0	0	0	0	53	0
31000	10315	2	1	0	0	21	0	0	0	0	0	0	54	0
31000	10317	2	1	0	0	21	0	0	0	0	0	0	55	0
31000	10318	2	1	0	0	21	0	0	0	0	0	0	56	0
31000	10319	2	1	0	0	21	0	0	0	0	0	0	57	0
31000	10320	2	1	0	0	21	0	0	0	0	0	0	58	0
31000	10322	2	1	0	0	21	0	0	0	0	0	0	59	0
31000	10323	2	1	0	0	21	0	0	0	0	0	0	60	0
31000	10324	2	1	0	0	21	0	0	0	0	0	0	61	0
31000	10325	2	1	0	0	21	0	0	0	0	0	0	62	0
31000	10327	2	1	0	0	21	0	0	0	0	0	0	63	0
31000	10328	2	1	0	0	21	0	0	0	0	0	0	64	0
31000	10329	2	1	0	0	21	0	0	0	0	0	0	65	0
31000	10330	2	1	0	0	21	0	0	0	0	0	0	66	0
31000	10332	2	1	0	0	18	0	0	0	0	0	0	67	0
31000	10333	2	1	0	0	18	0	0	0	0	0	0	68	0
31000	10334	2	1	0	0	18	0	0	0	0	0	0	69	0
31000	10335	2	1	0	0	18	0	0	0	0	0	0	70	0
31000	10337	2	1	0	0	18	0	0	0	0	0	0	71	0
31000	10338	2	1	0	0	18	0	0	0	0	0	0	72	0
31000	10339	2	1	0	0	18	0	0	0	0	0	0	73	0
31000	10340	2	1	0	0	18	0	0	0	0	0	0	74	0
31000	10342	2	1	0	0	18	0	0	0	0	0	0	75	0
31000	10343	2	1	0	0	18	0	0	0	0	0	0	76	0
31000	10344	2	1	0	0	18	0	0	0	0	0	0	77	0
31000	10345	2	1	0	0	18	0	0	0	0	0	0	78	0
31000	10347	2	1	0	0	18	0	0	0	0	0	0	79	0
31000	10348	2	1	0	0	18	0	0	0	0	0	0	80	0
31000	10349	2	1	0	0	18	0	0	0	0	0	0	81	0
31000	10350	2	1	0	0	18	0	0	0	0	0	0	82	0
31000	10352	2	1	0	0	10	0	0	0	0	0	0	83	0
31000	10353	2	1	0	0	10	0	0	0	0	0	0	84	0
31000	10354	2	1	0	0	10	0	0	0	0	0	0	85	0
31000	10355	2	1	0	0	10	0	0	0	0	0	0	86	0
31000	10357	2	1	0	0	10	0	0	0	0	0	0	87	0
31000	10358	2	1	0	0	10	0	0	0	0	0	0	88	0
31000	10359	2	1	0	0	10	0	0	0	0	0	0	89	0
31000	10360	2	1	0	0	10	0	0	0	0	0	0	90	0
31000	10362	2	1	0	0	10	0	0	0	0	0	0	91	0
31000	10363	2	1	0	0	10	0	0	0	0	0	0	92	0
31000	10364	2	1	0	0	10	0	0	0	0	0	0	93	0
31000	10365	2	1	0	0	10	0	0	0	0	0	0	94	0
31000	10367	2	1	0	0	10	0	0	0	0	0	0	95	0
31000	10368	2	1	0	0	10	0	0	0	0	0	0	96	0
31000	10369	2	1	0	0	10	0	0	0	0	0	0	97	0
31000	10370	2	1	0	0	10	0	0	0	0	0	0	98	0
31000	10372	2	1	0	0	5	0	0	0	0	0	0	99	0
31000	10373	2	1	0	0	5	0	0	0	0	0	0	100	0
31000	10374	2	1	0	0	5	0	0	0	0	0	0	101	0
31000	10375	2	1	0	0	5	0	0	0	0	0	0	102	0
31000	10377	2	1	0	0	5	0	0	0	0	0	0	103	0
31000	10378	2	1	0	0	5	0	0	0	0	0	0	104	0
31000	10379	2	1	0	0	5	0	0	0	0	0	0	105	0
31000	10380	2	1	0	0	5	0	0	0	0	0	0	106	0
31001	10302	2	1	0	0	70	0	0	0	0	0	0	43	0
31001	10303	2	1	0	0	62	0	0	0	0	0	0	44	0
31001	10304	2	1	0	0	62	0	0	0	0	0	0	45	0
31001	10305	2	1	0	0	62	0	0	0	0	0	0	46	0
31001	10307	2	1	0	0	62	0	0	0	0	0	0	47	0
31001	10308	2	1	0	0	62	0	0	0	0	0	0	48	0
31001	10309	2	1	0	0	62	0	0	0	0	0	0	49	0
31001	10310	2	1	0	0	62	0	0	0	0	0	0	50	0
31001	10312	2	1	0	0	62	0	0	0	0	0	0	51	0
31001	10313	2	1	0	0	62	0	0	0	0	0	0	52	0
31001	10314	2	1	0	0	62	0	0	0	0	0	0	53	0
31001	10315	2	1	0	0	62	0	0	0	0	0	0	54	0
31001	10317	2	1	0	0	62	0	0	0	0	0	0	55	0
31001	10318	2	1	0	0	62	0	0	0	0	0	0	56	0
31001	10319	2	1	0	0	62	0	0	0	0	0	0	57	0
31001	10320	2	1	0	0	62	0	0	0	0	0	0	58	0
31002	10302	2	1	0	0	41	0	0	0	0	0	0	43	0
31002	10303	2	1	0	0	57	0	0	0	0	0	0	44	0
31002	10304	2	1	0	0	41	0	0	0	0	0	0	45	0
31002	10305	2	1	0	0	41	0	0	0	0	0	0	46	0
31002	10307	2	1	0	0	41	0	0	0	0	0	0	47	0
31002	10308	2	1	0	0	41	0	0	0	0	0	0	48	0
31002	10309	2	1	0	0	41	0	0	0	0	0	0	49	0
31002	10310	2	1	0	0	41	0	0	0	0	0	0	50	0
31002	10312	2	1	0	0	41	0	0	0	0	0	0	51	0
31002	10313	2	1	0	0	41	0	0	0	0	0	0	52	0
31002	10314	2	1	0	0	41	0	0	0	0	0	0	53	0
31002	10315	2	1	0	0	41	0	0	0	0	0	0	54	0
31002	10317	2	1	0	0	41	0	0	0	0	0	0	55	0
31002	10318	2	1	0	0	41	0	0	0	0	0	0	56	0
31002	10319	2	1	0	0	41	0	0	0	0	0	0	57	0
31002	10320	2	1	0	0	41	0	0	0	0	0	0	58	0
31002	10322	2	1	0	0	41	0	0	0	0	0	0	59	0
31002	10323	2	1	0	0	41	0	0	0	0	0	0	60	0
31002	10324	2	1	0	0	41	0	0	0	0	0	0	61	0
31002	10325	2	1	0	0	41	0	0	0	0	0	0	62	0
31002	10327	2	1	0	0	41	0	0	0	0	0	0	63	0
31002	10328	2	1	0	0	41	0	0	0	0	0	0	64	0
31002	10329	2	1	0	0	41	0	0	0	0	0	0	65	0
31002	10330	2	1	0	0	41	0	0	0	0	0	0	66	0
31003	10312	2	1	0	0	41	0	0	0	0	0	0	51	0
31003	10313	2	1	0	0	57	0	0	0	0	0	0	52	0
31003	10314	2	1	0	0	41	0	0	0	0	0	0	53	0
31003	10315	2	1	0	0	41	0	0	0	0	0	0	54	0
31003	10317	2	1	0	0	41	0	0	0	0	0	0	55	0
31003	10318	2	1	0	0	41	0	0	0	0	0	0	56	0
31003	10319	2	1	0	0	41	0	0	0	0	0	0	57	0
31003	10320	2	1	0	0	41	0	0	0	0	0	0	58	0
31003	10322	2	1	0	0	41	0	0	0	0	0	0	59	0
31003	10323	2	1	0	0	41	0	0	0	0	0	0	60	0
31003	10324	2	1	0	0	41	0	0	0	0	0	0	61	0
31003	10325	2	1	0	0	41	0	0	0	0	0	0	62	0
31003	10327	2	1	0	0	41	0	0	0	0	0	0	63	0
31003	10328	2	1	0	0	41	0	0	0	0	0	0	64	0
31003	10329	2	1	0	0	41	0	0	0	0	0	0	65	0
31003	10330	2	1	0	0	41	0	0	0	0	0	0	66	0
31003	10332	2	1	0	0	41	0	0	0	0	0	0	67	0
31003	10333	2	1	0	0	41	0	0	0	0	0	0	68	0
31003	10334	2	1	0	0	41	0	0	0	0	0	0	69	0
31003	10335	2	1	0	0	41	0	0	0	0	0	0	70	0
31003	10337	2	1	0	0	41	0	0	0	0	0	0	71	0
31003	10338	2	1	0	0	41	0	0	0	0	0	0	72	0
31003	10339	2	1	0	0	41	0	0	0	0	0	0	73	0
31003	10340	2	1	0	0	41	0	0	0	0	0	0	74	0
31004	10312	2	1	0	0	31	0	0	0	0	0	0	51	0
31004	10313	2	1	0	0	39	0	0	0	0	0	0	52	0
31004	10314	2	1	0	0	31	0	0	0	0	0	0	53	0
31004	10315	2	1	0	0	31	0	0	0	0	0	0	54	0
31004	10317	2	1	0	0	31	0	0	0	0	0	0	55	0
31004	10318	2	1	0	0	31	0	0	0	0	0	0	56	0
31004	10319	2	1	0	0	31	0	0	0	0	0	0	57	0
31004	10320	2	1	0	0	31	0	0	0	0	0	0	58	0
31004	10322	2	1	0	0	31	0	0	0	0	0	0	59	0
31004	10323	2	1	0	0	31	0	0	0	0	0	0	60	0
31004	10324	2	1	0	0	31	0	0	0	0	0	0	61	0
31004	10325	2	1	0	0	31	0	0	0	0	0	0	62	0
31004	10327	2	1	0	0	31	0	0	0	0	0	0	63	0
31004	10328	2	1	0	0	31	0	0	0	0	0	0	64	0
31004	10329	2	1	0	0	31	0	0	0	0	0	0	65	0
31004	10330	2	1	0	0	31	0	0	0	0	0	0	66	0
31004	10332	2	1	0	0	31	0	0	0	0	0	0	67	0
31004	10333	2	1	0	0	31	0	0	0	0	0	0	68	0
31004	10334	2	1	0	0	31	0	0	0	0	0	0	69	0
31004	10335	2	1	0	0	31	0	0	0	0	0	0	70	0
31004	10337	2	1	0	0	31	0	0	0	0	0	0	71	0
31004	10338	2	1	0	0	31	0	0	0	0	0	0	72	0
31004	10339	2	1	0	0	31	0	0	0	0	0	0	73	0
31004	10340	2	1	0	0	31	0	0	0	0	0	0	74	0
31004	10342	2	1	0	0	31	0	0	0	0	0	0	75	0
31004	10343	2	1	0	0	31	0	0	0	0	0	0	76	0
31004	10344	2	1	0	0	31	0	0	0	0	0	0	77	0
31004	10345	2	1	0	0	31	0	0	0	0	0	0	78	0
31004	10347	2	1	0	0	31	0	0	0	0	0	0	79	0
31004	10348	2	1	0	0	31	0	0	0	0	0	0	80	0
31004	10349	2	1	0	0	31	0	0	0	0	0	0	81	0
31004	10350	2	1	0	0	31	0	0	0	0	0	0	82	0
31005	711	1	1	1	0	1000	0	0	0	0	0	0	711	0
31006	712	1	1	1	0	1000	0	0	0	0	0	0	712	0
31007	713	1	1	1	0	1000	0	0	0	0	0	0	713	0
31008	714	1	1	1	0	1000	0	0	0	0	0	0	714	0
31009	10302	2	1	0	0	107	0	0	0	0	0	0	43	0
31009	10303	2	1	0	0	107	0	0	0	0	0	0	44	0
31009	10304	2	1	0	0	76	0	0	0	0	0	0	45	0
31009	10305	2	1	0	0	92	0	0	0	0	0	0	46	0
31009	10307	2	1	0	0	92	0	0	0	0	0	0	47	0
31009	10308	2	1	0	0	41	0	0	0	0	0	0	48	0
31009	10309	2	1	0	0	41	0	0	0	0	0	0	49	0
31009	10310	2	1	0	0	107	0	0	0	0	0	0	50	0
31009	10312	2	1	0	0	32	0	0	0	0	0	0	51	0
31009	10313	2	1	0	0	32	0	0	0	0	0	0	52	0
31009	10314	2	1	0	0	23	0	0	0	0	0	0	53	0
31009	10315	2	1	0	0	27	0	0	0	0	0	0	54	0
31009	10317	2	1	0	0	27	0	0	0	0	0	0	55	0
31009	10318	2	1	0	0	12	0	0	0	0	0	0	56	0
31009	10319	2	1	0	0	12	0	0	0	0	0	0	57	0
31009	10320	2	1	0	0	32	0	0	0	0	0	0	58	0
31009	10322	2	1	0	0	15	0	0	0	0	0	0	59	0
31009	10323	2	1	0	0	15	0	0	0	0	0	0	60	0
31009	10324	2	1	0	0	11	0	0	0	0	0	0	61	0
31009	10325	2	1	0	0	13	0	0	0	0	0	0	62	0
31009	10327	2	1	0	0	13	0	0	0	0	0	0	63	0
31009	10328	2	1	0	0	6	0	0	0	0	0	0	64	0
31009	10329	2	1	0	0	6	0	0	0	0	0	0	65	0
31009	10330	2	1	0	0	15	0	0	0	0	0	0	66	0
31009	10332	2	1	0	0	5	0	0	0	0	0	0	67	0
31009	10333	2	1	0	0	5	0	0	0	0	0	0	68	0
31009	10334	2	1	0	0	4	0	0	0	0	0	0	69	0
31009	10335	2	1	0	0	4	0	0	0	0	0	0	70	0
31009	10337	2	1	0	0	4	0	0	0	0	0	0	71	0
31009	10338	2	1	0	0	2	0	0	0	0	0	0	72	0
31009	10339	2	1	0	0	2	0	0	0	0	0	0	73	0
31009	10340	2	1	0	0	5	0	0	0	0	0	0	74	0
31009	10342	2	1	0	0	3	0	0	0	0	0	0	75	0
31009	10343	2	1	0	0	3	0	0	0	0	0	0	76	0
31009	10344	2	1	0	0	2	0	0	0	0	0	0	77	0
31009	10345	2	1	0	0	2	0	0	0	0	0	0	78	0
31009	10347	2	1	0	0	2	0	0	0	0	0	0	79	0
31009	10348	2	1	0	0	1	0	0	0	0	0	0	80	0
31009	10349	2	1	0	0	1	0	0	0	0	0	0	81	0
31009	10350	2	1	0	0	3	0	0	0	0	0	0	82	0
31010	10322	2	1	0	0	109	0	0	0	0	0	0	59	0
31010	10323	2	1	0	0	109	0	0	0	0	0	0	60	0
31010	10324	2	1	0	0	78	0	0	0	0	0	0	61	0
31010	10325	2	1	0	0	93	0	0	0	0	0	0	62	0
31010	10327	2	1	0	0	93	0	0	0	0	0	0	63	0
31010	10328	2	1	0	0	41	0	0	0	0	0	0	64	0
31010	10329	2	1	0	0	41	0	0	0	0	0	0	65	0
31010	10330	2	1	0	0	109	0	0	0	0	0	0	66	0
31010	10332	2	1	0	0	32	0	0	0	0	0	0	67	0
31010	10333	2	1	0	0	32	0	0	0	0	0	0	68	0
31010	10334	2	1	0	0	23	0	0	0	0	0	0	69	0
31010	10335	2	1	0	0	28	0	0	0	0	0	0	70	0
31010	10337	2	1	0	0	28	0	0	0	0	0	0	71	0
31010	10338	2	1	0	0	12	0	0	0	0	0	0	72	0
31010	10339	2	1	0	0	12	0	0	0	0	0	0	73	0
31010	10340	2	1	0	0	32	0	0	0	0	0	0	74	0
31010	10342	2	1	0	0	16	0	0	0	0	0	0	75	0
31010	10343	2	1	0	0	16	0	0	0	0	0	0	76	0
31010	10344	2	1	0	0	11	0	0	0	0	0	0	77	0
31010	10345	2	1	0	0	13	0	0	0	0	0	0	78	0
31010	10347	2	1	0	0	13	0	0	0	0	0	0	79	0
31010	10348	2	1	0	0	6	0	0	0	0	0	0	80	0
31010	10349	2	1	0	0	6	0	0	0	0	0	0	81	0
31010	10350	2	1	0	0	16	0	0	0	0	0	0	82	0
31010	10352	2	1	0	0	5	0	0	0	0	0	0	83	0
31010	10353	2	1	0	0	5	0	0	0	0	0	0	84	0
31010	10354	2	1	0	0	4	0	0	0	0	0	0	85	0
31010	10355	2	1	0	0	4	0	0	0	0	0	0	86	0
31010	10357	2	1	0	0	4	0	0	0	0	0	0	87	0
31010	10358	2	1	0	0	2	0	0	0	0	0	0	88	0
31010	10359	2	1	0	0	2	0	0	0	0	0	0	89	0
31010	10360	2	1	0	0	5	0	0	0	0	0	0	90	0
31011	10342	2	1	0	0	109	0	0	0	0	0	0	75	0
31011	10343	2	1	0	0	109	0	0	0	0	0	0	76	0
31011	10344	2	1	0	0	78	0	0	0	0	0	0	77	0
31011	10345	2	1	0	0	93	0	0	0	0	0	0	78	0
31011	10347	2	1	0	0	93	0	0	0	0	0	0	79	0
31011	10348	2	1	0	0	41	0	0	0	0	0	0	80	0
31011	10349	2	1	0	0	41	0	0	0	0	0	0	81	0
31011	10350	2	1	0	0	109	0	0	0	0	0	0	82	0
31011	10352	2	1	0	0	32	0	0	0	0	0	0	83	0
31011	10353	2	1	0	0	32	0	0	0	0	0	0	84	0
31011	10354	2	1	0	0	23	0	0	0	0	0	0	85	0
31011	10355	2	1	0	0	28	0	0	0	0	0	0	86	0
31011	10357	2	1	0	0	28	0	0	0	0	0	0	87	0
31011	10358	2	1	0	0	12	0	0	0	0	0	0	88	0
31011	10359	2	1	0	0	12	0	0	0	0	0	0	89	0
31011	10360	2	1	0	0	32	0	0	0	0	0	0	90	0
31011	10362	2	1	0	0	16	0	0	0	0	0	0	91	0
31011	10363	2	1	0	0	16	0	0	0	0	0	0	92	0
31011	10364	2	1	0	0	11	0	0	0	0	0	0	93	0
31011	10365	2	1	0	0	13	0	0	0	0	0	0	94	0
31011	10367	2	1	0	0	13	0	0	0	0	0	0	95	0
31011	10368	2	1	0	0	6	0	0	0	0	0	0	96	0
31011	10369	2	1	0	0	6	0	0	0	0	0	0	97	0
31011	10370	2	1	0	0	16	0	0	0	0	0	0	98	0
31011	10372	2	1	0	0	5	0	0	0	0	0	0	99	0
31011	10373	2	1	0	0	5	0	0	0	0	0	0	100	0
31011	10374	2	1	0	0	4	0	0	0	0	0	0	101	0
31011	10375	2	1	0	0	4	0	0	0	0	0	0	102	0
31011	10377	2	1	0	0	4	0	0	0	0	0	0	103	0
31011	10378	2	1	0	0	2	0	0	0	0	0	0	104	0
31011	10379	2	1	0	0	2	0	0	0	0	0	0	105	0
31011	10380	2	1	0	0	5	0	0	0	0	0	0	106	0
31012	10362	2	1	0	0	109	0	0	0	0	0	0	91	0
31012	10363	2	1	0	0	109	0	0	0	0	0	0	92	0
31012	10364	2	1	0	0	78	0	0	0	0	0	0	93	0
31012	10365	2	1	0	0	93	0	0	0	0	0	0	94	0
31012	10367	2	1	0	0	93	0	0	0	0	0	0	95	0
31012	10368	2	1	0	0	41	0	0	0	0	0	0	96	0
31012	10369	2	1	0	0	41	0	0	0	0	0	0	97	0
31012	10370	2	1	0	0	109	0	0	0	0	0	0	98	0
31012	10372	2	1	0	0	32	0	0	0	0	0	0	99	0
31012	10373	2	1	0	0	32	0	0	0	0	0	0	100	0
31012	10374	2	1	0	0	23	0	0	0	0	0	0	101	0
31012	10375	2	1	0	0	28	0	0	0	0	0	0	102	0
31012	10377	2	1	0	0	28	0	0	0	0	0	0	103	0
31012	10378	2	1	0	0	12	0	0	0	0	0	0	104	0
31012	10379	2	1	0	0	12	0	0	0	0	0	0	105	0
31012	10380	2	1	0	0	32	0	0	0	0	0	0	106	0
31012	10382	2	1	0	0	16	0	0	0	0	0	0	107	0
31012	10383	2	1	0	0	16	0	0	0	0	0	0	108	0
31012	10384	2	1	0	0	11	0	0	0	0	0	0	109	0
31012	10385	2	1	0	0	13	0	0	0	0	0	0	110	0
31012	10387	2	1	0	0	13	0	0	0	0	0	0	111	0
31012	10388	2	1	0	0	6	0	0	0	0	0	0	112	0
31012	10389	2	1	0	0	6	0	0	0	0	0	0	113	0
31012	10390	2	1	0	0	16	0	0	0	0	0	0	114	0
31012	10392	2	1	0	0	5	0	0	0	0	0	0	115	0
31012	10393	2	1	0	0	5	0	0	0	0	0	0	116	0
31012	10394	2	1	0	0	4	0	0	0	0	0	0	117	0
31012	10395	2	1	0	0	4	0	0	0	0	0	0	118	0
31012	10397	2	1	0	0	4	0	0	0	0	0	0	119	0
31012	10398	2	1	0	0	2	0	0	0	0	0	0	120	0
31012	10399	2	1	0	0	2	0	0	0	0	0	0	121	0
31012	10400	2	1	0	0	5	0	0	0	0	0	0	122	0
31013	52001	2	1	1	0	182	0	0	0	0	0	0	236	0
31013	52101	2	1	1	0	164	0	0	0	0	0	0	237	0
31013	52201	2	1	1	0	73	0	0	0	0	0	0	238	0
31013	52301	2	1	1	0	127	0	0	0	0	0	0	239	0
31013	52401	2	1	1	0	109	0	0	0	0	0	0	240	0
31013	52501	2	1	1	0	55	0	0	0	0	0	0	241	0
31013	52601	2	1	1	0	91	0	0	0	0	0	0	242	0
31013	52701	2	1	1	0	54	0	0	0	0	0	0	243	0
31013	52801	2	1	1	0	145	0	0	0	0	0	0	244	0
31014	52002	2	1	1	0	182	0	0	0	0	0	0	245	0
31014	52102	2	1	1	0	164	0	0	0	0	0	0	246	0
31014	52202	2	1	1	0	73	0	0	0	0	0	0	247	0
31014	52302	2	1	1	0	127	0	0	0	0	0	0	248	0
31014	52402	2	1	1	0	109	0	0	0	0	0	0	249	0
31014	52502	2	1	1	0	55	0	0	0	0	0	0	250	0
31014	52602	2	1	1	0	91	0	0	0	0	0	0	251	0
31014	52702	2	1	1	0	54	0	0	0	0	0	0	252	0
31014	52802	2	1	1	0	145	0	0	0	0	0	0	253	0
31015	52003	2	1	1	0	182	0	0	0	0	0	0	254	0
31015	52103	2	1	1	0	164	0	0	0	0	0	0	255	0
31015	52203	2	1	1	0	73	0	0	0	0	0	0	256	0
31015	52303	2	1	1	0	127	0	0	0	0	0	0	257	0
31015	52403	2	1	1	0	109	0	0	0	0	0	0	258	0
31015	52503	2	1	1	0	55	0	0	0	0	0	0	259	0
31015	52603	2	1	1	0	91	0	0	0	0	0	0	260	0
31015	52703	2	1	1	0	54	0	0	0	0	0	0	261	0
31015	52803	2	1	1	0	145	0	0	0	0	0	0	262	0
31016	52004	2	1	1	0	182	0	0	0	0	0	0	263	0
31016	52104	2	1	1	0	164	0	0	0	0	0	0	264	0
31016	52204	2	1	1	0	73	0	0	0	0	0	0	265	0
31016	52304	2	1	1	0	127	0	0	0	0	0	0	266	0
31016	52404	2	1	1	0	109	0	0	0	0	0	0	267	0
31016	52504	2	1	1	0	55	0	0	0	0	0	0	268	0
31016	52604	2	1	1	0	91	0	0	0	0	0	0	269	0
31016	52704	2	1	1	0	54	0	0	0	0	0	0	270	0
31016	52804	2	1	1	0	145	0	0	0	0	0	0	271	0
31017	52005	2	1	1	0	182	0	0	0	0	0	0	272	0
31017	52105	2	1	1	0	164	0	0	0	0	0	0	273	0
31017	52205	2	1	1	0	73	0	0	0	0	0	0	274	0
31017	52305	2	1	1	0	127	0	0	0	0	0	0	275	0
31017	52405	2	1	1	0	109	0	0	0	0	0	0	276	0
31017	52505	2	1	1	0	55	0	0	0	0	0	0	277	0
31017	52605	2	1	1	0	91	0	0	0	0	0	0	278	0
31017	52705	2	1	1	0	54	0	0	0	0	0	0	279	0
31017	52805	2	1	1	0	145	0	0	0	0	0	0	280	0
31018	52006	2	1	1	0	182	0	0	0	0	0	0	281	0
31018	52106	2	1	1	0	164	0	0	0	0	0	0	282	0
31018	52206	2	1	1	0	73	0	0	0	0	0	0	283	0
31018	52306	2	1	1	0	127	0	0	0	0	0	0	284	0
31018	52406	2	1	1	0	109	0	0	0	0	0	0	285	0
31018	52506	2	1	1	0	55	0	0	0	0	0	0	286	0
31018	52606	2	1	1	0	91	0	0	0	0	0	0	287	0
31018	52706	2	1	1	0	54	0	0	0	0	0	0	288	0
31018	52806	2	1	1	0	145	0	0	0	0	0	0	289	0
31019	52007	2	1	1	0	182	0	0	0	0	0	0	290	0
31019	52107	2	1	1	0	164	0	0	0	0	0	0	291	0
31019	52207	2	1	1	0	73	0	0	0	0	0	0	292	0
31019	52307	2	1	1	0	127	0	0	0	0	0	0	293	0
31019	52407	2	1	1	0	109	0	0	0	0	0	0	294	0
31019	52507	2	1	1	0	55	0	0	0	0	0	0	295	0
31019	52607	2	1	1	0	91	0	0	0	0	0	0	296	0
31019	52707	2	1	1	0	54	0	0	0	0	0	0	297	0
31019	52807	2	1	1	0	145	0	0	0	0	0	0	298	0
31020	52008	2	1	1	0	182	0	0	0	0	0	0	299	0
31020	52108	2	1	1	0	164	0	0	0	0	0	0	300	0
31020	52208	2	1	1	0	73	0	0	0	0	0	0	301	0
31020	52308	2	1	1	0	127	0	0	0	0	0	0	302	0
31020	52408	2	1	1	0	109	0	0	0	0	0	0	303	0
31020	52508	2	1	1	0	55	0	0	0	0	0	0	304	0
31020	52608	2	1	1	0	91	0	0	0	0	0	0	305	0
31020	52708	2	1	1	0	54	0	0	0	0	0	0	306	0
31020	52808	2	1	1	0	145	0	0	0	0	0	0	307	0
31021	52009	2	1	1	0	182	0	0	0	0	0	0	308	0
31021	52109	2	1	1	0	164	0	0	0	0	0	0	309	0
31021	52209	2	1	1	0	73	0	0	0	0	0	0	310	0
31021	52309	2	1	1	0	127	0	0	0	0	0	0	311	0
31021	52409	2	1	1	0	109	0	0	0	0	0	0	312	0
31021	52509	2	1	1	0	55	0	0	0	0	0	0	313	0
31021	52609	2	1	1	0	91	0	0	0	0	0	0	314	0
31021	52709	2	1	1	0	54	0	0	0	0	0	0	315	0
31021	52809	2	1	1	0	145	0	0	0	0	0	0	316	0
31022	776	1	1	1	0	1000	0	0	0	0	0	0	317	0
31023	930	1	1	1	0	1000	0	0	0	0	0	0	318	0
31024	769	1	1	1	0	1000	0	0	0	0	0	0	0	0
31025	793	1	1	1	0	1000	0	0	0	0	0	0	0	0
31026	794	1	1	1	0	1000	0	0	0	0	0	0	0	0
31027	795	1	1	1	0	1000	0	0	0	0	0	0	0	0
31028	53001	2	1	0	0	285	0	0	0	0	0	0	323	0
31028	53002	2	1	0	0	259	0	0	0	0	0	0	324	0
31028	53003	2	1	0	0	143	0	0	0	0	0	0	325	0
31028	53004	2	1	0	0	130	0	0	0	0	0	0	326	0
31028	53005	2	1	0	0	102	0	0	0	0	0	0	327	0
31028	53006	2	1	0	0	81	0	0	0	0	0	0	328	0
31029	798	1	1	1	0	1000	0	0	0	0	0	0	329	0
31030	797	1	1	0	0	1000	0	0	0	0	0	0	330	0
31101	932	1	1	1	0	1000	0	0	0	0	0	0	0	0
31102	933	1	1	1	0	1000	0	0	3	0	0	0	0	0
31103	60001	2	1	0	0	24	0	0	0	0	0	0	0	0
31103	60002	2	1	0	0	174	0	0	0	0	0	0	0	0
31103	60003	2	1	0	0	85	0	0	0	0	0	0	0	0
31103	60004	2	1	0	0	91	0	0	0	0	0	0	0	0
31103	60005	2	1	0	0	129	0	0	0	0	0	0	0	0
31103	60006	2	1	0	0	28	0	0	0	0	0	0	0	0
31103	60007	2	1	0	0	85	0	0	0	0	0	0	0	0
31103	60008	2	1	0	0	129	0	0	0	0	0	0	0	0
31103	60009	2	1	0	0	85	0	0	0	0	0	0	0	0
31103	60010	2	1	0	0	170	0	0	0	0	0	0	0	0
31104	60111	2	1	0	0	24	0	0	0	0	0	0	0	0
31104	60112	2	1	0	0	174	0	0	0	0	0	0	0	0
31104	60113	2	1	0	0	85	0	0	0	0	0	0	0	0
31104	60114	2	1	0	0	91	0	0	0	0	0	0	0	0
31104	60115	2	1	0	0	129	0	0	0	0	0	0	0	0
31104	60116	2	1	0	0	28	0	0	0	0	0	0	0	0
31104	60117	2	1	0	0	85	0	0	0	0	0	0	0	0
31104	60118	2	1	0	0	129	0	0	0	0	0	0	0	0
31104	60119	2	1	0	0	85	0	0	0	0	0	0	0	0
31104	60120	2	1	0	0	170	0	0	0	0	0	0	0	0
31105	60221	2	1	0	0	24	0	0	0	0	0	0	0	0
31105	60222	2	1	0	0	174	0	0	0	0	0	0	0	0
31105	60223	2	1	0	0	85	0	0	0	0	0	0	0	0
31105	60224	2	1	0	0	91	0	0	0	0	0	0	0	0
31105	60225	2	1	0	0	129	0	0	0	0	0	0	0	0
31105	60226	2	1	0	0	28	0	0	0	0	0	0	0	0
31105	60227	2	1	0	0	85	0	0	0	0	0	0	0	0
31105	60228	2	1	0	0	129	0	0	0	0	0	0	0	0
31105	60229	2	1	0	0	85	0	0	0	0	0	0	0	0
31105	60230	2	1	0	0	170	0	0	0	0	0	0	0	0
31106	60331	2	1	0	0	24	0	0	0	0	0	0	0	0
31106	60332	2	1	0	0	174	0	0	0	0	0	0	0	0
31106	60333	2	1	0	0	85	0	0	0	0	0	0	0	0
31106	60334	2	1	0	0	91	0	0	0	0	0	0	0	0
31106	60335	2	1	0	0	129	0	0	0	0	0	0	0	0
31106	60336	2	1	0	0	28	0	0	0	0	0	0	0	0
31106	60337	2	1	0	0	85	0	0	0	0	0	0	0	0
31106	60338	2	1	0	0	129	0	0	0	0	0	0	0	0
31106	60339	2	1	0	0	85	0	0	0	0	0	0	0	0
31106	60340	2	1	0	0	170	0	0	0	0	0	0	0	0
31107	60441	2	1	0	0	24	0	0	0	0	0	0	0	0
31107	60442	2	1	0	0	174	0	0	0	0	0	0	0	0
31107	60443	2	1	0	0	85	0	0	0	0	0	0	0	0
