INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
50055	10:28787	8	0	5	7	10620	0	12755	50056	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 28787	红色命格，可提取到命格背包内镶嵌。
50056	10:45343	8	0	6	7	23375	0	27550	50057	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 45343	红色命格，可提取到命格背包内镶嵌。
50057	10:68521	8	0	7	7	50925	0	58955	50058	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 68521	红色命格，可提取到命格背包内镶嵌。
50058	10:100970	8	0	8	7	109880	0	124985	50059	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 100970	红色命格，可提取到命格背包内镶嵌。
50059	10:146399	8	0	9	7	234865	0	262470	50060	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 146399	红色命格，可提取到命格背包内镶嵌。
50060	10:210000	8	0	10	7	497335	0	-1	-1	0	鲁莽恨意	baotu_hong	#f7ab00|命格属性|n暴伤: 210000	红色命格，可提取到命格背包内镶嵌。
50061	33:3846	9	0	1	7	350	0	550	50062	18	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 3846	红色命格，可提取到命格背包内镶嵌。
50062	33:6541	9	0	2	7	900	0	1210	50063	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 6541	红色命格，可提取到命格背包内镶嵌。
50063	33:10852	9	0	3	7	2110	0	2660	50064	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 10852	红色命格，可提取到命格背包内镶嵌。
50064	33:17750	9	0	4	7	4770	0	5850	50065	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 17750	红色命格，可提取到命格背包内镶嵌。
50065	33:28787	9	0	5	7	10620	0	12755	50066	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 28787	红色命格，可提取到命格背包内镶嵌。
50066	33:45343	9	0	6	7	23375	0	27550	50067	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 45343	红色命格，可提取到命格背包内镶嵌。
50067	33:68521	9	0	7	7	50925	0	58955	50068	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 68521	红色命格，可提取到命格背包内镶嵌。
50068	33:100970	9	0	8	7	109880	0	124985	50069	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 100970	红色命格，可提取到命格背包内镶嵌。
50069	33:146399	9	0	9	7	234865	0	262470	50070	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 146399	红色命格，可提取到命格背包内镶嵌。
50070	33:210000	9	0	10	7	497335	0	-1	-1	0	超凡意志	manteng_hong	#f7ab00|命格属性|n韧性: 210000	红色命格，可提取到命格背包内镶嵌。
50071	3:38076	10	0	1	7	350	0	550	50072	18	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 38076	红色命格，可提取到命格背包内镶嵌。
50072	3:76152	10	0	2	7	900	0	1210	50073	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 76152	红色命格，可提取到命格背包内镶嵌。
50073	3:114228	10	0	3	7	2110	0	2660	50074	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 114228	红色命格，可提取到命格背包内镶嵌。
50074	3:161723	10	0	4	7	4770	0	5850	50075	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 161723	红色命格，可提取到命格背包内镶嵌。
50075	3:211623	10	0	5	7	10620	0	12755	50076	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 211623	红色命格，可提取到命格背包内镶嵌。
50076	3:263928	10	0	6	7	23375	0	27550	50077	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 263928	红色命格，可提取到命格背包内镶嵌。
50077	3:318637	10	0	7	7	50925	0	58955	50078	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 318637	红色命格，可提取到命格背包内镶嵌。
50078	3:375751	10	0	8	7	109880	0	124985	50079	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 375751	红色命格，可提取到命格背包内镶嵌。
50079	3:437875	10	0	9	7	234865	0	262470	50080	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 437875	红色命格，可提取到命格背包内镶嵌。
50080	3:499999	10	0	10	7	497335	0	-1	-1	0	自然守护	ziran_hong	#f7ab00|命格属性|n生命恢复: 499999	红色命格，可提取到命格背包内镶嵌。
50081	13:15	11	0	1	7	350	0	550	50082	18	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 1.5%	红色命格，可提取到命格背包内镶嵌。
50082	13:30	11	0	2	7	900	0	1210	50083	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 3%	红色命格，可提取到命格背包内镶嵌。
50083	13:45	11	0	3	7	2110	0	2660	50084	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 4.5%	红色命格，可提取到命格背包内镶嵌。
50084	13:64	11	0	4	7	4770	0	5850	50085	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 6.4%	红色命格，可提取到命格背包内镶嵌。
50085	13:84	11	0	5	7	10620	0	12755	50086	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 8.4%	红色命格，可提取到命格背包内镶嵌。
50086	13:105	11	0	6	7	23375	0	27550	50087	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 10.5%	红色命格，可提取到命格背包内镶嵌。
50087	13:127	11	0	7	7	50925	0	58955	50088	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 12.7%	红色命格，可提取到命格背包内镶嵌。
50088	13:150	11	0	8	7	109880	0	124985	50089	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 15%	红色命格，可提取到命格背包内镶嵌。
50089	13:175	11	0	9	7	234865	0	262470	50090	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 17.5%	红色命格，可提取到命格背包内镶嵌。
50090	13:200	11	0	10	7	497335	0	-1	-1	0	魔暴之痕	mobao_hong	#f7ab00|命格属性|n暴击几率: 20%	红色命格，可提取到命格背包内镶嵌。
50091	14:15	12	0	1	7	350	0	550	50092	18	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 1.5%	红色命格，可提取到命格背包内镶嵌。
50092	14:30	12	0	2	7	900	0	1210	50093	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 3%	红色命格，可提取到命格背包内镶嵌。
50093	14:45	12	0	3	7	2110	0	2660	50094	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 4.5%	红色命格，可提取到命格背包内镶嵌。
50094	14:64	12	0	4	7	4770	0	5850	50095	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 6.4%	红色命格，可提取到命格背包内镶嵌。
50095	14:84	12	0	5	7	10620	0	12755	50096	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 8.4%	红色命格，可提取到命格背包内镶嵌。
50096	14:105	12	0	6	7	23375	0	27550	50097	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 10.5%	红色命格，可提取到命格背包内镶嵌。
50097	14:127	12	0	7	7	50925	0	58955	50098	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 12.7%	红色命格，可提取到命格背包内镶嵌。
50098	14:150	12	0	8	7	109880	0	124985	50099	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 15%	红色命格，可提取到命格背包内镶嵌。
50099	14:175	12	0	9	7	234865	0	262470	50100	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 17.5%	红色命格，可提取到命格背包内镶嵌。
50100	14:200	12	0	10	7	497335	0	-1	-1	0	意念之志	yinian_hong	#f7ab00|命格属性|n防爆几率: 20%	红色命格，可提取到命格背包内镶嵌。
50101	20:15	13	0	1	7	350	0	550	50102	18	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 1.5%	红色命格，可提取到命格背包内镶嵌。
50102	20:30	13	0	2	7	900	0	1210	50103	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 3%	红色命格，可提取到命格背包内镶嵌。
50103	20:45	13	0	3	7	2110	0	2660	50104	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 4.5%	红色命格，可提取到命格背包内镶嵌。
50104	20:64	13	0	4	7	4770	0	5850	50105	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 6.4%	红色命格，可提取到命格背包内镶嵌。
50105	20:84	13	0	5	7	10620	0	12755	50106	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 8.4%	红色命格，可提取到命格背包内镶嵌。
50106	20:105	13	0	6	7	23375	0	27550	50107	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 10.5%	红色命格，可提取到命格背包内镶嵌。
50107	20:127	13	0	7	7	50925	0	58955	50108	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 12.7%	红色命格，可提取到命格背包内镶嵌。
50108	20:150	13	0	8	7	109880	0	124985	50109	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 15%	红色命格，可提取到命格背包内镶嵌。
50109	20:175	13	0	9	7	234865	0	262470	50110	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 17.5%	红色命格，可提取到命格背包内镶嵌。
50110	20:200	13	0	10	7	497335	0	-1	-1	0	行刑者之力	xingxin_hong	#f7ab00|命格属性|n攻击加成: 20%	红色命格，可提取到命格背包内镶嵌。
50111	18:15	14	0	1	7	350	0	550	50112	18	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 1.5%	红色命格，可提取到命格背包内镶嵌。
50112	18:30	14	0	2	7	900	0	1210	50113	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 3%	红色命格，可提取到命格背包内镶嵌。
50113	18:45	14	0	3	7	2110	0	2660	50114	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 4.5%	红色命格，可提取到命格背包内镶嵌。
50114	18:64	14	0	4	7	4770	0	5850	50115	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 6.4%	红色命格，可提取到命格背包内镶嵌。
50115	18:84	14	0	5	7	10620	0	12755	50116	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 8.4%	红色命格，可提取到命格背包内镶嵌。
50116	18:105	14	0	6	7	23375	0	27550	50117	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 10.5%	红色命格，可提取到命格背包内镶嵌。
50117	18:127	14	0	7	7	50925	0	58955	50118	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 12.7%	红色命格，可提取到命格背包内镶嵌。
50118	18:150	14	0	8	7	109880	0	124985	50119	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 15%	红色命格，可提取到命格背包内镶嵌。
50119	18:175	14	0	9	7	234865	0	262470	50120	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 17.5%	红色命格，可提取到命格背包内镶嵌。
50120	18:200	14	0	10	7	497335	0	-1	-1	0	亡者之永生	wangzheyongsheng_hong	#f7ab00|命格属性|n生命加成: 20%	红色命格，可提取到命格背包内镶嵌。
50121	21:15	15	0	1	7	350	0	550	50122	18	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 1.5%	红色命格，可提取到命格背包内镶嵌。
50122	21:30	15	0	2	7	900	0	1210	50123	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 3%	红色命格，可提取到命格背包内镶嵌。
50123	21:45	15	0	3	7	2110	0	2660	50124	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 4.5%	红色命格，可提取到命格背包内镶嵌。
50124	21:64	15	0	4	7	4770	0	5850	50125	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 6.4%	红色命格，可提取到命格背包内镶嵌。
50125	21:84	15	0	5	7	10620	0	12755	50126	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 8.4%	红色命格，可提取到命格背包内镶嵌。
50126	21:105	15	0	6	7	23375	0	27550	50127	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 10.5%	红色命格，可提取到命格背包内镶嵌。
50127	21:127	15	0	7	7	50925	0	58955	50128	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 12.7%	红色命格，可提取到命格背包内镶嵌。
50128	21:150	15	0	8	7	109880	0	124985	50129	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 15%	红色命格，可提取到命格背包内镶嵌。
50129	21:175	15	0	9	7	234865	0	262470	50130	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 17.5%	红色命格，可提取到命格背包内镶嵌。
50130	21:200	15	0	10	7	497335	0	-1	-1	0	先祖之守护	xianzushouhu_hong	#f7ab00|命格属性|n防御加成: 20%	红色命格，可提取到命格背包内镶嵌。
50131	15:15	16	0	1	7	1500	0	1200	50132	28	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 1.5%	红色命格，可提取到命格背包内镶嵌。
50132	15:30	16	0	2	7	2700	0	2640	50133	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 3%	红色命格，可提取到命格背包内镶嵌。
50133	15:45	16	0	3	7	5340	0	5810	50134	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 4.5%	红色命格，可提取到命格背包内镶嵌。
50134	15:64	16	0	4	7	11150	0	12780	50135	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 6.4%	红色命格，可提取到命格背包内镶嵌。
50135	15:84	16	0	5	7	23930	0	27860	50136	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 8.4%	红色命格，可提取到命格背包内镶嵌。
50136	15:105	16	0	6	7	51790	0	60180	50137	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 10.5%	红色命格，可提取到命格背包内镶嵌。
50137	15:127	16	0	7	7	111970	0	128785	50138	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 12.7%	红色命格，可提取到命格背包内镶嵌。
50138	15:150	16	0	8	7	240755	0	273025	50139	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 15%	红色命格，可提取到命格背包内镶嵌。
50139	15:175	16	0	9	7	513780	0	573355	50140	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 17.5%	红色命格，可提取到命格背包内镶嵌。
50140	15:200	16	0	10	7	1087135	0	-1	-1	0	传奇·魔鬼之凝望	mogui_chuanqi	#f7ab00|命格属性|n伤害加成: 20%	红色命格，可提取到命格背包内镶嵌。
50141	16:15	17	0	1	7	1500	0	1200	50142	28	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 1.5%	红色命格，可提取到命格背包内镶嵌。
50142	16:30	17	0	2	7	2700	0	2640	50143	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 3%	红色命格，可提取到命格背包内镶嵌。
50143	16:45	17	0	3	7	5340	0	5810	50144	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 4.5%	红色命格，可提取到命格背包内镶嵌。
50144	16:64	17	0	4	7	11150	0	12780	50145	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 6.4%	红色命格，可提取到命格背包内镶嵌。
50145	16:84	17	0	5	7	23930	0	27860	50146	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 8.4%	红色命格，可提取到命格背包内镶嵌。
50146	16:105	17	0	6	7	51790	0	60180	50147	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 10.5%	红色命格，可提取到命格背包内镶嵌。
50147	16:127	17	0	7	7	111970	0	128785	50148	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 12.7%	红色命格，可提取到命格背包内镶嵌。
50148	16:150	17	0	8	7	240755	0	273025	50149	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 15%	红色命格，可提取到命格背包内镶嵌。
50149	16:175	17	0	9	7	513780	0	573355	50150	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 17.5%	红色命格，可提取到命格背包内镶嵌。
50150	16:200	17	0	10	7	1087135	0	-1	-1	0	传奇·诸神之庇佑	zhushen_chuanqi	#f7ab00|命格属性|n伤害减免: 20%	红色命格，可提取到命格背包内镶嵌。
50151	34:15	18	0	1	7	1500	0	1200	50152	28	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 1.5%	红色命格，可提取到命格背包内镶嵌。
50152	34:30	18	0	2	7	2700	0	2640	50153	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 3%	红色命格，可提取到命格背包内镶嵌。
50153	34:45	18	0	3	7	5340	0	5810	50154	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 4.5%	红色命格，可提取到命格背包内镶嵌。
50154	34:64	18	0	4	7	11150	0	12780	50155	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 6.4%	红色命格，可提取到命格背包内镶嵌。
50155	34:84	18	0	5	7	23930	0	27860	50156	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 8.4%	红色命格，可提取到命格背包内镶嵌。
50156	34:105	18	0	6	7	51790	0	60180	50157	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 10.5%	红色命格，可提取到命格背包内镶嵌。
50157	34:127	18	0	7	7	111970	0	128785	50158	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 12.7%	红色命格，可提取到命格背包内镶嵌。
50158	34:150	18	0	8	7	240755	0	273025	50159	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 15%	红色命格，可提取到命格背包内镶嵌。
50159	34:175	18	0	9	7	513780	0	573355	50160	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 17.5%	红色命格，可提取到命格背包内镶嵌。
50160	34:200	18	0	10	7	1087135	0	-1	-1	0	传奇·死神之蔑视	sishen_chuanqi	#f7ab00|命格属性|nPK加成: 20%	红色命格，可提取到命格背包内镶嵌。
50161	35:15	19	0	1	7	1500	0	1200	50162	28	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 1.5%	红色命格，可提取到命格背包内镶嵌。
50162	35:30	19	0	2	7	2700	0	2640	50163	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 3%	红色命格，可提取到命格背包内镶嵌。
50163	35:45	19	0	3	7	5340	0	5810	50164	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 4.5%	红色命格，可提取到命格背包内镶嵌。
50164	35:64	19	0	4	7	11150	0	12780	50165	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 6.4%	红色命格，可提取到命格背包内镶嵌。
50165	35:84	19	0	5	7	23930	0	27860	50166	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 8.4%	红色命格，可提取到命格背包内镶嵌。
50166	35:105	19	0	6	7	51790	0	60180	50167	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 10.5%	红色命格，可提取到命格背包内镶嵌。
50167	35:127	19	0	7	7	111970	0	128785	50168	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 12.7%	红色命格，可提取到命格背包内镶嵌。
50168	35:150	19	0	8	7	240755	0	273025	50169	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 15%	红色命格，可提取到命格背包内镶嵌。
50169	35:175	19	0	9	7	513780	0	573355	50170	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 17.5%	红色命格，可提取到命格背包内镶嵌。
50170	35:200	19	0	10	7	1087135	0	-1	-1	0	传奇·远古之护身	yuangu_chuanqi	#f7ab00|命格属性|nPK减免: 20%	红色命格，可提取到命格背包内镶嵌。
