INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	STRING
26003	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10105\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10107\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10108\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26004	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10109\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10110\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10102\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26005	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10112\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10113\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10114\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26006	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10115\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10117\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10118\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26007	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10119\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10120\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10112\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26008	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10122\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10123\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10124\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26009	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10125\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10127\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10128\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26010	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10129\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10130\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10122\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26011	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10132\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10133\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10134\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26012	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10135\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10137\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10138\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26013	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10139\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10140\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10132\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26014	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10142\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10143\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10144\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26015	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10145\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10147\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10148\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26016	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10149\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10150\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10142\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26017	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10152\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10153\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10154\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26018	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10155\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10157\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10158\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26019	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10159\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10160\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10152\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26020	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10162\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10163\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10164\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26021	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10165\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10167\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10168\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26022	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10169\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10170\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10162\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26023	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10172\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10173\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10174\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26024	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10175\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10177\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10178\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26025	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10179\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10180\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10172\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26026	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10182\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10183\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10184\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26027	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10185\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10187\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10188\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26028	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10189\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10190\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10182\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
26029	回收任务	6	0	0	0	0	0	0	200	299	0	1034	1034	0	-1	0	0	0	0	0	0	0	-1	-1	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	任务接取：<l><n>1034</n></l>\n<l><i ItemType=\"2\" ItemId=\"10192\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10193\">装备名称</i> </l><c/>\n<l><i ItemType=\"2\" ItemId=\"10194\">装备名称</i> </l><c/>	任务回复：<l><n>1034</n></l>	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	外面的世界充斥着各种妖魔鬼怪，但是打败他们可以掉落各种极品装备。\n我最近在收集下面的装备(3选1)	-1	-1	-1	0	0	41	1	1	-1	0	0	-1	-1	-1	0	107	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	1	0	0	1	0	0	0	-1	0	0	0	-1	98	0	-1	-1
