INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6301056	10301:2:1	1	63	200	1	1	414	7	6	15	30	0
6301057	10306:2:1	1	95	200	1	1	414	10	6	15	30	0
6302001	10202:2:1	2	1820	0	1	0	0	0	6	15	30	0
6302002	10203:2:1	2	1820	0	1	0	0	0	6	15	30	0
6302003	10204:2:1	2	1820	0	1	0	0	0	6	15	30	0
6302004	10205:2:1	2	1560	0	1	0	0	0	6	15	30	0
6302005	10207:2:1	2	1560	0	1	0	0	0	6	15	30	0
6302006	10208:2:1	2	1300	0	1	0	0	0	6	15	30	0
6302007	10209:2:1	2	1300	0	1	0	0	0	6	15	30	0
6302008	10210:2:1	2	1820	0	1	0	0	0	6	15	30	0
6301058	10212:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301059	10213:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301060	10214:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301061	10215:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301062	10217:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301063	10218:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301064	10219:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301065	10220:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301066	10222:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301067	10223:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301068	10224:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301069	10225:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301070	10227:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301071	10228:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301072	10229:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301073	10230:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301074	10232:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301075	10233:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301076	10234:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301077	10235:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301078	10237:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301079	10238:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301080	10239:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301081	10240:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301082	10242:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301083	10243:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301084	10244:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301085	10245:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301086	10247:2:1	1	1560	0	1	0	0	0	6	15	30	0
6301087	10248:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301088	10249:2:1	1	1300	0	1	0	0	0	6	15	30	0
6301089	10250:2:1	1	1820	0	1	0	0	0	6	15	30	0
6301090	10252:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301091	10253:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301092	10254:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301093	10255:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301094	10257:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301095	10258:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301096	10259:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301097	10260:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301098	10262:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301099	10263:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301100	10264:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301101	10265:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301102	10267:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301103	10268:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301104	10269:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301105	10270:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301106	10272:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301107	10273:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301108	10274:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301109	10275:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301110	10277:2:1	1	1320	0	1	1	0	0	6	15	30	0
6301111	10278:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301112	10279:2:1	1	1100	0	1	1	0	0	6	15	30	0
6301113	10280:2:1	1	1540	0	1	1	0	0	6	15	30	0
6301114	10282:2:1	1	980	0	1	1	0	0	6	15	30	0
6301115	10283:2:1	1	980	0	1	1	0	0	6	15	30	0
6301116	10284:2:1	1	980	0	1	1	0	0	6	15	30	0
6301117	10285:2:1	1	840	0	1	1	0	0	6	15	30	0
6301118	10287:2:1	1	840	0	1	1	0	0	6	15	30	0
6301119	10288:2:1	1	700	0	1	1	0	0	6	15	30	0
6301120	10289:2:1	1	700	0	1	1	0	0	6	15	30	0
6301121	10290:2:1	1	980	0	1	1	0	0	6	15	30	0
6301122	10292:2:1	1	700	0	1	1	0	0	6	15	30	0
6301123	10293:2:1	1	700	0	1	1	0	0	6	15	30	0
6301124	10294:2:1	1	700	0	1	1	0	0	6	15	30	0
6301125	10295:2:1	1	600	0	1	1	0	0	6	15	30	0
6301126	10297:2:1	1	600	0	1	1	0	0	6	15	30	0
6301127	10298:2:1	1	500	0	1	1	0	0	6	15	30	0
6301128	10299:2:1	1	500	0	1	1	0	0	6	15	30	0
6301129	10300:2:1	1	700	0	1	1	0	0	6	15	30	0
6301130	10302:2:1	1	503	0	1	1	414	0	6	15	30	0
6301131	10303:2:1	1	503	0	1	1	414	0	6	15	30	0
6301132	10304:2:1	1	503	0	1	1	414	0	6	15	30	0
6301133	10305:2:1	1	430	0	1	1	414	0	6	15	30	0
6301134	10307:2:1	1	430	0	1	1	414	0	6	15	30	0
6301135	10308:2:1	1	360	0	1	1	414	0	6	15	30	0
6301136	10309:2:1	1	360	0	1	1	414	0	6	15	30	0
6301137	10310:2:1	1	503	0	1	1	414	0	6	15	30	0
6301138	10312:2:1	1	447	0	1	1	414	0	6	15	30	0
6301139	10313:2:1	1	447	0	1	1	414	0	6	15	30	0
6301140	10314:2:1	1	447	0	1	1	414	0	6	15	30	0
6301141	10315:2:1	1	383	0	1	1	414	0	6	15	30	0
6301142	10317:2:1	1	383	0	1	1	414	0	6	15	30	0
6301143	10318:2:1	1	320	0	1	1	414	0	6	15	30	0
6301144	10319:2:1	1	320	0	1	1	414	0	6	15	30	0
6301145	10320:2:1	1	447	0	1	1	414	0	6	15	30	0
6301146	10322:2:1	1	390	0	1	1	414	0	6	15	30	0
6301147	10323:2:1	1	390	0	1	1	414	0	6	15	30	0
6301148	10324:2:1	1	390	0	1	1	414	0	6	15	30	0
6301149	10325:2:1	1	335	0	1	1	414	0	6	15	30	0
6301150	10327:2:1	1	335	0	1	1	414	0	6	15	30	0
6301151	10328:2:1	1	280	0	1	1	414	0	6	15	30	0
6301152	10329:2:1	1	280	0	1	1	414	0	6	15	30	0
6301153	10330:2:1	1	390	0	1	1	414	0	6	15	30	0
6301154	10332:2:1	1	335	50	1	1	414	0	6	15	30	0
6301155	10333:2:1	1	335	50	1	1	414	0	6	15	30	0
6301156	10334:2:1	1	335	50	1	1	414	0	6	15	30	0
6301157	10335:2:1	1	287	50	1	1	414	0	6	15	30	0
6301158	10337:2:1	1	287	50	1	1	414	0	6	15	30	0
6301159	10338:2:1	1	240	50	1	1	414	0	6	15	30	0
6301160	10339:2:1	1	240	50	1	1	414	0	6	15	30	0
6301161	10340:2:1	1	335	50	1	1	414	0	6	15	30	0
6301162	10342:2:1	1	280	100	1	1	414	0	6	15	30	0
6301163	10343:2:1	1	280	100	1	1	414	0	6	15	30	0
6301164	10344:2:1	1	280	100	1	1	414	0	6	15	30	0
6301165	10345:2:1	1	240	100	1	1	414	0	6	15	30	0
6301166	10347:2:1	1	240	100	1	1	414	0	6	15	30	0
6301167	10348:2:1	1	200	100	1	1	414	0	6	15	30	0
6301168	10349:2:1	1	200	100	1	1	414	0	6	15	30	0
6301169	10350:2:1	1	280	100	1	1	414	0	6	15	30	0
6301170	10352:2:1	1	223	150	1	1	414	0	6	15	30	0
6301171	10353:2:1	1	223	150	1	1	414	0	6	15	30	0
6301172	10354:2:1	1	223	150	1	1	414	0	6	15	30	0
6301173	10355:2:1	1	190	150	1	1	414	0	6	15	30	0
6301174	10357:2:1	1	190	150	1	1	414	0	6	15	30	0
6301175	10358:2:1	1	160	150	1	1	414	0	6	15	30	0
6301176	10359:2:1	1	160	150	1	1	414	0	6	15	30	0
6301177	10360:2:1	1	223	150	1	1	414	0	6	15	30	0
6301178	10362:2:1	1	110	200	1	1	414	0	6	15	30	0
6301179	10363:2:1	1	110	200	1	1	414	0	6	15	30	0
6301180	10364:2:1	1	110	200	1	1	414	0	6	15	30	0
6301181	10365:2:1	1	95	200	1	1	414	0	6	15	30	0
6301182	10367:2:1	1	95	200	1	1	414	0	6	15	30	0
6301183	10368:2:1	1	80	200	1	1	414	0	6	15	30	0
6301184	10369:2:1	1	80	200	1	1	414	0	6	15	30	0
6301185	10370:2:1	1	110	200	1	1	414	0	6	15	30	0
6301186	10372:2:1	1	83	200	1	1	414	0	6	15	30	0
6301187	10373:2:1	1	83	200	1	1	414	0	6	15	30	0
6301188	10374:2:1	1	83	200	1	1	414	0	6	15	30	0
6301189	10375:2:1	1	70	200	1	1	414	0	6	15	30	0
6301190	10377:2:1	1	70	200	1	1	414	0	6	15	30	0
6301191	10378:2:1	1	60	200	1	1	414	8	6	15	30	0
6301192	10379:2:1	1	60	200	1	1	414	11	6	15	30	0
6301193	10380:2:1	1	83	200	1	1	414	0	6	15	30	0
6310001	20002:2:1	10	1	70	1	1	414	0	6	15	30	0
6310002	20003:2:1	10	1	70	1	1	414	0	6	15	30	0
6310003	20004:2:1	10	1	70	1	1	414	0	6	15	30	0
6310004	20006:2:1	10	1	70	1	1	414	0	6	15	30	0
6310005	20007:2:1	10	1	70	1	1	414	0	6	15	30	0
6310006	20008:2:1	10	1	70	1	1	414	0	6	15	30	0
6310007	10272:2:1	10	2	0	1	0	0	0	6	15	30	0
6310008	10273:2:1	10	2	0	1	0	0	0	6	15	30	0
6310009	10274:2:1	10	2	0	1	0	0	0	6	15	30	0
6310010	10275:2:1	10	2	0	1	0	0	0	6	15	30	0
6310011	10277:2:1	10	2	0	1	0	0	0	6	15	30	0
6310012	10278:2:1	10	2	0	1	0	0	0	6	15	30	0
6310013	10279:2:1	10	2	0	1	0	0	0	6	15	30	0
6310014	10280:2:1	10	2	0	1	0	0	0	6	15	30	0
6301194	735:1:1	1	50	100	1	1	414	13	6	15	30	1
6301195	736:1:1	1	50	100	1	1	414	14	6	15	30	1
6301196	737:1:1	1	400	100	1	1	414	9	6	15	30	1
6301197	738:1:1	1	400	100	1	1	414	12	6	15	30	1
6301198	739:1:1	1	400	100	1	1	414	2	6	15	30	1
6301199	740:1:1	1	300	100	1	1	414	5	6	15	30	1
6301200	741:1:1	1	150	100	1	1	414	3	6	15	30	1
6301201	742:1:1	1	200	100	1	1	414	6	6	15	30	1
6401001	100:1:1	1	300000	0	1	0	0	0	6	31	60	0
6401002	101:1:1	1	400000	0	1	0	0	0	6	31	60	0
6401003	102:1:1	1	200000	0	1	0	0	0	6	31	60	0
6401004	103:1:1	1	40000	0	1	0	0	0	6	31	60	0
6401005	104:1:1	1	8000	0	1	0	0	0	6	31	60	0
6401006	105:1:1	1	2000	0	1	1	0	0	6	31	60	0
6401007	106:1:1	1	600	0	1	1	414	0	6	31	60	0
6401008	107:1:1	1	300	0	1	1	414	0	6	31	60	0
6401009	150:1:1	1	300000	0	1	0	0	0	6	31	60	0
6401010	151:1:1	1	400000	0	1	0	0	0	6	31	60	0
6401011	152:1:1	1	150000	0	1	0	0	0	6	31	60	0
6401012	153:1:1	1	60000	0	1	0	0	0	6	31	60	0
6401013	154:1:1	1	15000	0	1	0	0	0	6	31	60	0
6401014	155:1:1	1	3000	0	1	1	0	0	6	31	60	0
6401015	156:1:1	1	900	0	1	1	414	0	6	31	60	0
6401016	157:1:1	1	450	0	1	1	414	0	6	31	60	0
6401017	565:1:1	1	41400	0	1	0	0	0	6	31	60	0
6401018	20001:2:1	1	200	200	1	1	414	1	6	31	60	0
6401019	20002:2:1	1	600	70	1	1	414	0	6	31	60	0
6401020	20003:2:1	1	600	70	1	1	414	0	6	31	60	0
6401021	20004:2:1	1	600	70	1	1	414	0	6	31	60	0
6401022	20005:2:1	1	200	200	1	1	414	4	6	31	60	0
6401023	20006:2:1	1	600	70	1	1	414	0	6	31	60	0
6401024	20007:2:1	1	600	70	1	1	414	0	6	31	60	0
6401025	20008:2:1	1	600	70	1	1	414	0	6	31	60	0
6401026	10151:2:1	1	4000	0	1	0	0	0	6	31	60	0
6401027	10156:2:1	1	6000	0	1	0	0	0	6	31	60	0
6401028	10161:2:1	1	4000	0	1	0	0	0	6	31	60	0
6401029	10166:2:1	1	6000	0	1	0	0	0	6	31	60	0
6401030	10171:2:1	1	4000	0	1	1	0	0	6	31	60	0
6401031	10176:2:1	1	6000	0	1	1	0	0	6	31	60	0
6401032	10181:2:1	1	1600	0	1	1	0	0	6	31	60	0
6401033	10186:2:1	1	2400	0	1	1	0	0	6	31	60	0
6401034	10191:2:1	1	1200	0	1	1	0	0	6	31	60	0
6401035	10196:2:1	1	1800	0	1	1	0	0	6	31	60	0
6401036	10201:2:1	1	1520	0	1	1	414	0	6	31	60	0
6401037	10206:2:1	1	2280	0	1	1	414	0	6	31	60	0
6401038	10211:2:1	1	1280	0	1	1	414	0	6	31	60	0
6401039	10216:2:1	1	1920	0	1	1	414	0	6	31	60	0
6401040	10221:2:1	1	1040	0	1	1	414	0	6	31	60	0
6401041	10226:2:1	1	1560	0	1	1	414	0	6	31	60	0
6401042	10231:2:1	1	800	0	1	1	414	0	6	31	60	0
6401043	10236:2:1	1	1200	0	1	1	414	0	6	31	60	0
6401044	10241:2:1	1	560	0	1	1	414	0	6	31	60	0
6401045	10246:2:1	1	840	0	1	1	414	0	6	31	60	0
6401046	10251:2:1	1	400	50	1	1	414	0	6	31	60	0
6401047	10256:2:1	1	600	50	1	1	414	0	6	31	60	0
6401048	10261:2:1	1	240	100	1	1	414	0	6	31	60	0
6401049	10266:2:1	1	360	100	1	1	414	0	6	31	60	0
6401050	10271:2:1	1	120	150	1	1	414	0	6	31	60	0
6401051	10276:2:1	1	180	150	1	1	414	0	6	31	60	0
6401052	10281:2:1	1	95	200	1	1	414	0	6	31	60	0
6401053	10286:2:1	1	143	200	1	1	414	0	6	31	60	0
6401054	10291:2:1	1	80	200	1	1	414	0	6	31	60	0
6401055	10296:2:1	1	120	200	1	1	414	0	6	31	60	0
6401056	10301:2:1	1	63	200	1	1	414	0	6	31	60	0
6401057	10306:2:1	1	95	200	1	1	414	0	6	31	60	0
6401058	10311:2:1	1	47	200	1	1	414	7	6	31	60	0
6401059	10316:2:1	1	70	200	1	1	414	10	6	31	60	0
6402001	10202:2:1	2	1820	0	1	0	0	0	6	31	60	0
6402002	10203:2:1	2	1820	0	1	0	0	0	6	31	60	0
6402003	10204:2:1	2	1820	0	1	0	0	0	6	31	60	0
6402004	10205:2:1	2	1560	0	1	0	0	0	6	31	60	0
6402005	10207:2:1	2	1560	0	1	0	0	0	6	31	60	0
6402006	10208:2:1	2	1300	0	1	0	0	0	6	31	60	0
6402007	10209:2:1	2	1300	0	1	0	0	0	6	31	60	0
6402008	10210:2:1	2	1820	0	1	0	0	0	6	31	60	0
6401060	10212:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401061	10213:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401062	10214:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401063	10215:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401064	10217:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401065	10218:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401066	10219:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401067	10220:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401068	10222:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401069	10223:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401070	10224:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401071	10225:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401072	10227:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401073	10228:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401074	10229:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401075	10230:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401076	10232:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401077	10233:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401078	10234:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401079	10235:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401080	10237:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401081	10238:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401082	10239:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401083	10240:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401084	10242:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401085	10243:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401086	10244:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401087	10245:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401088	10247:2:1	1	1560	0	1	0	0	0	6	31	60	0
6401089	10248:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401090	10249:2:1	1	1300	0	1	0	0	0	6	31	60	0
6401091	10250:2:1	1	1820	0	1	0	0	0	6	31	60	0
6401092	10252:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401093	10253:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401094	10254:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401095	10255:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401096	10257:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401097	10258:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401098	10259:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401099	10260:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401100	10262:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401101	10263:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401102	10264:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401103	10265:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401104	10267:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401105	10268:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401106	10269:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401107	10270:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401108	10272:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401109	10273:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401110	10274:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401111	10275:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401112	10277:2:1	1	1320	0	1	1	0	0	6	31	60	0
6401113	10278:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401114	10279:2:1	1	1100	0	1	1	0	0	6	31	60	0
6401115	10280:2:1	1	1540	0	1	1	0	0	6	31	60	0
6401116	10282:2:1	1	980	0	1	1	0	0	6	31	60	0
6401117	10283:2:1	1	980	0	1	1	0	0	6	31	60	0
6401118	10284:2:1	1	980	0	1	1	0	0	6	31	60	0
6401119	10285:2:1	1	840	0	1	1	0	0	6	31	60	0
6401120	10287:2:1	1	840	0	1	1	0	0	6	31	60	0
6401121	10288:2:1	1	700	0	1	1	0	0	6	31	60	0
6401122	10289:2:1	1	700	0	1	1	0	0	6	31	60	0
6401123	10290:2:1	1	980	0	1	1	0	0	6	31	60	0
6401124	10292:2:1	1	700	0	1	1	0	0	6	31	60	0
6401125	10293:2:1	1	700	0	1	1	0	0	6	31	60	0
6401126	10294:2:1	1	700	0	1	1	0	0	6	31	60	0
6401127	10295:2:1	1	600	0	1	1	0	0	6	31	60	0
6401128	10297:2:1	1	600	0	1	1	0	0	6	31	60	0
6401129	10298:2:1	1	500	0	1	1	0	0	6	31	60	0
6401130	10299:2:1	1	500	0	1	1	0	0	6	31	60	0
6401131	10300:2:1	1	700	0	1	1	0	0	6	31	60	0
6401132	10302:2:1	1	503	0	1	1	414	0	6	31	60	0
6401133	10303:2:1	1	503	0	1	1	414	0	6	31	60	0
6401134	10304:2:1	1	503	0	1	1	414	0	6	31	60	0
6401135	10305:2:1	1	430	0	1	1	414	0	6	31	60	0
6401136	10307:2:1	1	430	0	1	1	414	0	6	31	60	0
6401137	10308:2:1	1	360	0	1	1	414	0	6	31	60	0
6401138	10309:2:1	1	360	0	1	1	414	0	6	31	60	0
6401139	10310:2:1	1	503	0	1	1	414	0	6	31	60	0
6401140	10312:2:1	1	447	0	1	1	414	0	6	31	60	0
6401141	10313:2:1	1	447	0	1	1	414	0	6	31	60	0
6401142	10314:2:1	1	447	0	1	1	414	0	6	31	60	0
6401143	10315:2:1	1	383	0	1	1	414	0	6	31	60	0
6401144	10317:2:1	1	383	0	1	1	414	0	6	31	60	0
6401145	10318:2:1	1	320	0	1	1	414	0	6	31	60	0
6401146	10319:2:1	1	320	0	1	1	414	0	6	31	60	0
6401147	10320:2:1	1	447	0	1	1	414	0	6	31	60	0
6401148	10322:2:1	1	390	0	1	1	414	0	6	31	60	0
6401149	10323:2:1	1	390	0	1	1	414	0	6	31	60	0
6401150	10324:2:1	1	390	0	1	1	414	0	6	31	60	0
6401151	10325:2:1	1	335	0	1	1	414	0	6	31	60	0
6401152	10327:2:1	1	335	0	1	1	414	0	6	31	60	0
6401153	10328:2:1	1	280	0	1	1	414	0	6	31	60	0
6401154	10329:2:1	1	280	0	1	1	414	0	6	31	60	0
6401155	10330:2:1	1	390	0	1	1	414	0	6	31	60	0
6401156	10332:2:1	1	335	30	1	1	414	0	6	31	60	0
6401157	10333:2:1	1	335	30	1	1	414	0	6	31	60	0
6401158	10334:2:1	1	335	30	1	1	414	0	6	31	60	0
6401159	10335:2:1	1	287	30	1	1	414	0	6	31	60	0
6401160	10337:2:1	1	287	30	1	1	414	0	6	31	60	0
6401161	10338:2:1	1	240	30	1	1	414	0	6	31	60	0
6401162	10339:2:1	1	240	30	1	1	414	0	6	31	60	0
6401163	10340:2:1	1	335	30	1	1	414	0	6	31	60	0
6401164	10342:2:1	1	280	50	1	1	414	0	6	31	60	0
6401165	10343:2:1	1	280	50	1	1	414	0	6	31	60	0
6401166	10344:2:1	1	280	50	1	1	414	0	6	31	60	0
6401167	10345:2:1	1	240	50	1	1	414	0	6	31	60	0
6401168	10347:2:1	1	240	50	1	1	414	0	6	31	60	0
6401169	10348:2:1	1	200	50	1	1	414	0	6	31	60	0
6401170	10349:2:1	1	200	50	1	1	414	0	6	31	60	0
6401171	10350:2:1	1	280	50	1	1	414	0	6	31	60	0
6401172	10352:2:1	1	223	100	1	1	414	0	6	31	60	0
6401173	10353:2:1	1	223	100	1	1	414	0	6	31	60	0
6401174	10354:2:1	1	223	100	1	1	414	0	6	31	60	0
6401175	10355:2:1	1	190	100	1	1	414	0	6	31	60	0
6401176	10357:2:1	1	190	100	1	1	414	0	6	31	60	0
6401177	10358:2:1	1	160	100	1	1	414	0	6	31	60	0
6401178	10359:2:1	1	160	100	1	1	414	0	6	31	60	0
6401179	10360:2:1	1	223	100	1	1	414	0	6	31	60	0
6401180	10362:2:1	1	110	150	1	1	414	0	6	31	60	0
6401181	10363:2:1	1	110	150	1	1	414	0	6	31	60	0
6401182	10364:2:1	1	110	150	1	1	414	0	6	31	60	0
6401183	10365:2:1	1	95	150	1	1	414	0	6	31	60	0
6401184	10367:2:1	1	95	150	1	1	414	0	6	31	60	0
6401185	10368:2:1	1	80	150	1	1	414	0	6	31	60	0
6401186	10369:2:1	1	80	150	1	1	414	0	6	31	60	0
6401187	10370:2:1	1	110	150	1	1	414	0	6	31	60	0
6401188	10372:2:1	1	83	200	1	1	414	0	6	31	60	0
6401189	10373:2:1	1	83	200	1	1	414	0	6	31	60	0
6401190	10374:2:1	1	83	200	1	1	414	0	6	31	60	0
6401191	10375:2:1	1	70	200	1	1	414	0	6	31	60	0
6401192	10377:2:1	1	70	200	1	1	414	0	6	31	60	0
6401193	10378:2:1	1	60	200	1	1	414	0	6	31	60	0
6401194	10379:2:1	1	60	200	1	1	414	0	6	31	60	0
6401195	10380:2:1	1	83	200	1	1	414	0	6	31	60	0
6401196	10382:2:1	1	55	250	1	1	414	0	6	31	60	0
6401197	10383:2:1	1	55	250	1	1	414	0	6	31	60	0
6401198	10384:2:1	1	55	250	1	1	414	0	6	31	60	0
6401199	10385:2:1	1	47	250	1	1	414	0	6	31	60	0
6401200	10387:2:1	1	47	250	1	1	414	0	6	31	60	0
6401201	10388:2:1	1	40	250	1	1	414	8	6	31	60	0
6401202	10389:2:1	1	40	250	1	1	414	11	6	31	60	0
6401203	10390:2:1	1	55	250	1	1	414	0	6	31	60	0
6410001	20002:2:1	10	1	70	1	1	414	0	6	31	60	0
6410002	20003:2:1	10	1	70	1	1	414	0	6	31	60	0
6410003	20004:2:1	10	1	70	1	1	414	0	6	31	60	0
6410004	20006:2:1	10	1	70	1	1	414	0	6	31	60	0
6410005	20007:2:1	10	1	70	1	1	414	0	6	31	60	0
6410006	20008:2:1	10	1	70	1	1	414	0	6	31	60	0
6410007	10282:2:1	10	2	0	1	0	0	0	6	31	60	0
6410008	10283:2:1	10	2	0	1	0	0	0	6	31	60	0
6410009	10284:2:1	10	2	0	1	0	0	0	6	31	60	0
6410010	10285:2:1	10	2	0	1	0	0	0	6	31	60	0
6410011	10287:2:1	10	2	0	1	0	0	0	6	31	60	0
6410012	10288:2:1	10	2	0	1	0	0	0	6	31	60	0
6410013	10289:2:1	10	2	0	1	0	0	0	6	31	60	0
6410014	10290:2:1	10	2	0	1	0	0	0	6	31	60	0
6401204	735:1:1	1	50	100	1	1	414	13	6	31	60	1
6401205	736:1:1	1	50	100	1	1	414	14	6	31	60	1
6401206	737:1:1	1	400	100	1	1	414	9	6	31	60	1
6401207	738:1:1	1	400	100	1	1	414	12	6	31	60	1
6401208	739:1:1	1	400	100	1	1	414	2	6	31	60	1
6401209	740:1:1	1	300	100	1	1	414	5	6	31	60	1
6401210	741:1:1	1	150	100	1	1	414	3	6	31	60	1
6401211	742:1:1	1	200	100	1	1	414	6	6	31	60	1
6501001	100:1:1	1	300000	0	1	0	0	0	6	61	90	0
6501002	101:1:1	1	400000	0	1	0	0	0	6	61	90	0
6501003	102:1:1	1	200000	0	1	0	0	0	6	61	90	0
6501004	103:1:1	1	40000	0	1	0	0	0	6	61	90	0
6501005	104:1:1	1	8000	0	1	0	0	0	6	61	90	0
6501006	105:1:1	1	2000	0	1	1	0	0	6	61	90	0
6501007	106:1:1	1	600	0	1	1	414	0	6	61	90	0
6501008	107:1:1	1	300	0	1	1	414	0	6	61	90	0
6501009	150:1:1	1	300000	0	1	0	0	0	6	61	90	0
6501010	151:1:1	1	400000	0	1	0	0	0	6	61	90	0
6501011	152:1:1	1	150000	0	1	0	0	0	6	61	90	0
6501012	153:1:1	1	60000	0	1	0	0	0	6	61	90	0
6501013	154:1:1	1	15000	0	1	0	0	0	6	61	90	0
6501014	155:1:1	1	3000	0	1	1	0	0	6	61	90	0
6501015	156:1:1	1	900	0	1	1	414	0	6	61	90	0
6501016	157:1:1	1	450	0	1	1	414	0	6	61	90	0
6501017	565:1:1	1	41400	0	1	0	0	0	6	61	90	0
6501018	20001:2:1	1	200	200	1	1	414	1	6	61	90	0
