INT	INT	STRING	STRING
603	1	1:240202|4:3205|5:8013|6:1923|7:4808|8:302|9:302|12:220|45:1000	0
604	1	1:240796|4:3213|5:8033|6:1927|7:4819|8:303|9:302|12:220|45:1000	0
605	1	1:241390|4:3221|5:8052|6:1932|7:4831|8:303|9:303|12:220|45:1000	0
606	1	1:241984|4:3229|5:8072|6:1937|7:4843|8:304|9:303|12:220|45:1000	0
607	1	1:242579|4:3236|5:8092|6:1942|7:4855|8:304|9:304|12:220|45:1000	0
608	1	1:243175|4:3244|5:8112|6:1946|7:4867|8:305|9:304|12:220|45:1000	0
609	1	1:243771|4:3252|5:8131|6:1951|7:4879|8:305|9:305|12:220|45:1000	0
610	1	1:244367|4:3260|5:8151|6:1956|7:4891|8:306|9:305|12:220|45:1000	0
611	1	1:244964|4:3268|5:8171|6:1961|7:4902|8:306|9:306|12:220|45:1000	0
612	1	1:245562|4:3276|5:8191|6:1965|7:4914|8:307|9:306|12:220|45:1000	0
613	1	1:246160|4:3284|5:8211|6:1970|7:4926|8:307|9:307|12:220|45:1000	0
614	1	1:246758|4:3292|5:8231|6:1975|7:4938|8:308|9:307|12:220|45:1000	0
615	1	1:247357|4:3300|5:8251|6:1980|7:4950|8:308|9:308|12:220|45:1000	0
616	1	1:247957|4:3308|5:8271|6:1985|7:4962|8:309|9:308|12:220|45:1000	0
617	1	1:248556|4:3316|5:8290|6:1989|7:4974|8:309|9:309|12:220|45:1000	0
618	1	1:249157|4:3324|5:8310|6:1994|7:4986|8:310|9:309|12:220|45:1000	0
619	1	1:249758|4:3332|5:8330|6:1999|7:4998|8:310|9:310|12:220|45:1000	0
620	1	1:250359|4:3340|5:8350|6:2004|7:5010|8:311|9:310|12:220|45:1000	0
621	1	1:250961|4:3348|5:8370|6:2009|7:5022|8:311|9:311|12:220|45:1000	0
622	1	1:251563|4:3356|5:8390|6:2013|7:5034|8:312|9:311|12:220|45:1000	0
623	1	1:252166|4:3364|5:8410|6:2018|7:5046|8:312|9:312|12:220|45:1000	0
624	1	1:252769|4:3372|5:8430|6:2023|7:5058|8:313|9:312|12:220|45:1000	0
625	1	1:253373|4:3380|5:8450|6:2028|7:5070|8:313|9:313|12:220|45:1000	0
626	1	1:253977|4:3388|5:8471|6:2033|7:5082|8:314|9:313|12:220|45:1000	0
627	1	1:254582|4:3396|5:8491|6:2037|7:5094|8:314|9:314|12:220|45:1000	0
628	1	1:255187|4:3404|5:8511|6:2042|7:5106|8:315|9:314|12:220|45:1000	0
629	1	1:255793|4:3412|5:8531|6:2047|7:5118|8:315|9:315|12:220|45:1000	0
630	1	1:256399|4:3420|5:8551|6:2052|7:5130|8:316|9:315|12:220|45:1000	0
631	1	1:257006|4:3428|5:8571|6:2057|7:5142|8:316|9:316|12:220|45:1000	0
632	1	1:257613|4:3436|5:8591|6:2062|7:5155|8:317|9:316|12:220|45:1000	0
633	1	1:258220|4:3444|5:8612|6:2066|7:5167|8:317|9:317|12:220|45:1000	0
634	1	1:258828|4:3452|5:8632|6:2071|7:5179|8:318|9:317|12:220|45:1000	0
635	1	1:259437|4:3460|5:8652|6:2076|7:5191|8:318|9:318|12:220|45:1000	0
636	1	1:260046|4:3469|5:8672|6:2081|7:5203|8:319|9:318|12:220|45:1000	0
637	1	1:260655|4:3477|5:8692|6:2086|7:5215|8:319|9:319|12:220|45:1000	0
638	1	1:261265|4:3485|5:8713|6:2091|7:5227|8:320|9:319|12:220|45:1000	0
639	1	1:261876|4:3493|5:8733|6:2096|7:5240|8:320|9:320|12:220|45:1000	0
640	1	1:262487|4:3501|5:8753|6:2100|7:5252|8:321|9:320|12:220|45:1000	0
641	1	1:263098|4:3509|5:8774|6:2105|7:5264|8:321|9:321|12:220|45:1000	0
642	1	1:263710|4:3517|5:8794|6:2110|7:5276|8:322|9:321|12:220|45:1000	0
643	1	1:264322|4:3525|5:8814|6:2115|7:5288|8:322|9:322|12:220|45:1000	0
644	1	1:264935|4:3534|5:8835|6:2120|7:5301|8:323|9:322|12:220|45:1000	0
645	1	1:265549|4:3542|5:8855|6:2125|7:5313|8:323|9:323|12:220|45:1000	0
646	1	1:266162|4:3550|5:8875|6:2130|7:5325|8:324|9:323|12:220|45:1000	0
647	1	1:266777|4:3558|5:8896|6:2135|7:5337|8:324|9:324|12:220|45:1000	0
648	1	1:267391|4:3566|5:8916|6:2140|7:5350|8:325|9:324|12:220|45:1000	0
649	1	1:268007|4:3574|5:8937|6:2144|7:5362|8:325|9:325|12:220|45:1000	0
650	1	1:268622|4:3583|5:8957|6:2149|7:5374|8:326|9:325|12:220|45:1000	0
651	1	1:269238|4:3591|5:8978|6:2154|7:5386|8:326|9:326|12:220|45:1000	0
652	1	1:269855|4:3599|5:8998|6:2159|7:5399|8:327|9:326|12:220|45:1000	0
653	1	1:270472|4:3607|5:9019|6:2164|7:5411|8:327|9:327|12:220|45:1000	0
654	1	1:271090|4:3615|5:9039|6:2169|7:5423|8:328|9:327|12:220|45:1000	0
655	1	1:271708|4:3624|5:9060|6:2174|7:5436|8:328|9:328|12:220|45:1000	0
656	1	1:272326|4:3632|5:9080|6:2179|7:5448|8:329|9:328|12:220|45:1000	0
657	1	1:272945|4:3640|5:9101|6:2184|7:5460|8:329|9:329|12:220|45:1000	0
658	1	1:273564|4:3648|5:9121|6:2189|7:5473|8:330|9:329|12:220|45:1000	0
659	1	1:274184|4:3656|5:9142|6:2194|7:5485|8:330|9:330|12:220|45:1000	0
660	1	1:274805|4:3665|5:9162|6:2199|7:5497|8:331|9:330|12:220|45:1000	0
661	1	1:275426|4:3673|5:9183|6:2204|7:5510|8:331|9:331|12:220|45:1000	0
662	1	1:276047|4:3681|5:9204|6:2209|7:5522|8:332|9:331|12:220|45:1000	0
663	1	1:276669|4:3689|5:9224|6:2213|7:5534|8:332|9:332|12:220|45:1000	0
664	1	1:277291|4:3698|5:9245|6:2218|7:5547|8:333|9:332|12:220|45:1000	0
665	1	1:277914|4:3706|5:9266|6:2223|7:5559|8:333|9:333|12:220|45:1000	0
666	1	1:278537|4:3714|5:9286|6:2228|7:5572|8:334|9:333|12:220|45:1000	0
667	1	1:279160|4:3723|5:9307|6:2233|7:5584|8:334|9:334|12:220|45:1000	0
668	1	1:279785|4:3731|5:9328|6:2238|7:5597|8:335|9:334|12:220|45:1000	0
669	1	1:280409|4:3739|5:9349|6:2243|7:5609|8:335|9:335|12:220|45:1000	0
670	1	1:281034|4:3747|5:9369|6:2248|7:5621|8:336|9:335|12:220|45:1000	0
671	1	1:281660|4:3756|5:9390|6:2253|7:5634|8:336|9:336|12:220|45:1000	0
672	1	1:282286|4:3764|5:9411|6:2258|7:5646|8:337|9:336|12:220|45:1000	0
673	1	1:282912|4:3772|5:9432|6:2263|7:5659|8:337|9:337|12:220|45:1000	0
674	1	1:283539|4:3781|5:9453|6:2268|7:5671|8:338|9:337|12:220|45:1000	0
675	1	1:284166|4:3789|5:9473|6:2273|7:5684|8:338|9:338|12:220|45:1000	0
676	1	1:284794|4:3797|5:9494|6:2278|7:5696|8:339|9:338|12:220|45:1000	0
677	1	1:285422|4:3806|5:9515|6:2283|7:5709|8:339|9:339|12:220|45:1000	0
678	1	1:286051|4:3814|5:9536|6:2288|7:5721|8:340|9:339|12:220|45:1000	0
679	1	1:286680|4:3823|5:9557|6:2293|7:5734|8:340|9:340|12:220|45:1000	0
680	1	1:287310|4:3831|5:9578|6:2298|7:5747|8:341|9:340|12:220|45:1000	0
681	1	1:287940|4:3839|5:9599|6:2303|7:5759|8:341|9:341|12:220|45:1000	0
682	1	1:288571|4:3848|5:9620|6:2308|7:5772|8:342|9:341|12:220|45:1000	0
683	1	1:289202|4:3856|5:9641|6:2313|7:5784|8:342|9:342|12:220|45:1000	0
684	1	1:289833|4:3864|5:9662|6:2318|7:5797|8:343|9:342|12:220|45:1000	0
685	1	1:290465|4:3873|5:9683|6:2323|7:5809|8:343|9:343|12:220|45:1000	0
686	1	1:291098|4:3881|5:9704|6:2329|7:5822|8:344|9:343|12:220|45:1000	0
687	1	1:291730|4:3890|5:9725|6:2334|7:5835|8:344|9:344|12:220|45:1000	0
688	1	1:292364|4:3898|5:9746|6:2339|7:5847|8:345|9:344|12:220|45:1000	0
689	1	1:292998|4:3906|5:9767|6:2344|7:5860|8:345|9:345|12:220|45:1000	0
690	1	1:293632|4:3915|5:9788|6:2349|7:5873|8:346|9:345|12:220|45:1000	0
691	1	1:294267|4:3923|5:9809|6:2354|7:5885|8:346|9:346|12:220|45:1000	0
692	1	1:294902|4:3932|5:9830|6:2359|7:5898|8:347|9:346|12:220|45:1000	0
693	1	1:295537|4:3940|5:9851|6:2364|7:5911|8:347|9:347|12:220|45:1000	0
694	1	1:296173|4:3949|5:9872|6:2369|7:5923|8:348|9:347|12:220|45:1000	0
695	1	1:296810|4:3957|5:9894|6:2374|7:5936|8:348|9:348|12:220|45:1000	0
696	1	1:297447|4:3966|5:9915|6:2379|7:5949|8:349|9:348|12:220|45:1000	0
697	1	1:298084|4:3974|5:9936|6:2384|7:5961|8:349|9:349|12:220|45:1000	0
698	1	1:298722|4:3983|5:9957|6:2389|7:5974|8:350|9:349|12:220|45:1000	0
699	1	1:299361|4:3991|5:9978|6:2394|7:5987|8:350|9:350|12:220|45:1000	0
700	1	1:300000|4:4000|5:10000|6:2400|7:6000|8:351|9:350|12:220|45:1000	0
701	1	1:300639|4:4008|5:10021|6:2405|7:6012|8:352|9:351|12:220|45:1000	0
702	1	1:301279|4:4016|5:10042|6:2410|7:6025|8:352|9:352|12:220|45:1000	0
703	1	1:301919|4:4025|5:10063|6:2415|7:6038|8:353|9:352|12:220|45:1000	0
704	1	1:302559|4:4034|5:10085|6:2420|7:6051|8:353|9:353|12:220|45:1000	0
705	1	1:303200|4:4042|5:10106|6:2425|7:6063|8:354|9:353|12:220|45:1000	0
706	1	1:303842|4:4051|5:10127|6:2430|7:6076|8:354|9:354|12:220|45:1000	0
707	1	1:304484|4:4059|5:10148|6:2435|7:6089|8:355|9:354|12:220|45:1000	0
708	1	1:305126|4:4068|5:10170|6:2440|7:6102|8:355|9:355|12:220|45:1000	0
709	1	1:305769|4:4076|5:10191|6:2446|7:6115|8:356|9:355|12:220|45:1000	0
710	1	1:306413|4:4085|5:10213|6:2451|7:6127|8:356|9:356|12:220|45:1000	0
711	1	1:307056|4:4093|5:10234|6:2456|7:6140|8:357|9:356|12:220|45:1000	0
712	1	1:307701|4:4102|5:10255|6:2461|7:6153|8:357|9:357|12:220|45:1000	0
713	1	1:308345|4:4110|5:10277|6:2466|7:6166|8:358|9:357|12:220|45:1000	0
714	1	1:308991|4:4119|5:10298|6:2471|7:6179|8:358|9:358|12:220|45:1000	0
715	1	1:309636|4:4128|5:10320|6:2476|7:6192|8:359|9:358|12:220|45:1000	0
716	1	1:310282|4:4136|5:10341|6:2481|7:6204|8:359|9:359|12:220|45:1000	0
717	1	1:310929|4:4145|5:10363|6:2487|7:6217|8:360|9:359|12:220|45:1000	0
718	1	1:311576|4:4153|5:10384|6:2492|7:6230|8:360|9:360|12:220|45:1000	0
719	1	1:312223|4:4162|5:10406|6:2497|7:6243|8:361|9:360|12:220|45:1000	0
720	1	1:312871|4:4171|5:10427|6:2502|7:6256|8:361|9:361|12:220|45:1000	0
721	1	1:313519|4:4179|5:10449|6:2507|7:6269|8:362|9:361|12:220|45:1000	0
722	1	1:314168|4:4188|5:10470|6:2512|7:6282|8:362|9:362|12:220|45:1000	0
723	1	1:314817|4:4196|5:10492|6:2518|7:6295|8:363|9:362|12:220|45:1000	0
724	1	1:315467|4:4205|5:10513|6:2523|7:6308|8:363|9:363|12:220|45:1000	0
725	1	1:316117|4:4214|5:10535|6:2528|7:6321|8:364|9:363|12:220|45:1000	0
726	1	1:316767|4:4222|5:10557|6:2533|7:6334|8:364|9:364|12:220|45:1000	0
727	1	1:317418|4:4231|5:10578|6:2538|7:6347|8:365|9:364|12:220|45:1000	0
728	1	1:318070|4:4240|5:10600|6:2544|7:6360|8:365|9:365|12:220|45:1000	0
729	1	1:318722|4:4248|5:10621|6:2549|7:6373|8:366|9:365|12:220|45:1000	0
730	1	1:319374|4:4257|5:10643|6:2554|7:6386|8:366|9:366|12:220|45:1000	0
731	1	1:320027|4:4266|5:10665|6:2559|7:6399|8:367|9:366|12:220|45:1000	0
732	1	1:320680|4:4274|5:10687|6:2564|7:6412|8:367|9:367|12:220|45:1000	0
733	1	1:321334|4:4283|5:10708|6:2570|7:6425|8:368|9:367|12:220|45:1000	0
734	1	1:321988|4:4292|5:10730|6:2575|7:6438|8:368|9:368|12:220|45:1000	0
735	1	1:322642|4:4300|5:10752|6:2580|7:6451|8:369|9:368|12:220|45:1000	0
736	1	1:323297|4:4309|5:10773|6:2585|7:6464|8:369|9:369|12:220|45:1000	0
737	1	1:323953|4:4318|5:10795|6:2590|7:6477|8:370|9:369|12:220|45:1000	0
738	1	1:324609|4:4327|5:10817|6:2596|7:6490|8:370|9:370|12:220|45:1000	0
739	1	1:325265|4:4335|5:10839|6:2601|7:6503|8:371|9:370|12:220|45:1000	0
740	1	1:325922|4:4344|5:10861|6:2606|7:6516|8:371|9:371|12:220|45:1000	0
741	1	1:326579|4:4353|5:10883|6:2611|7:6529|8:372|9:371|12:220|45:1000	0
742	1	1:327236|4:4361|5:10904|6:2617|7:6542|8:372|9:372|12:220|45:1000	0
743	1	1:327895|4:4370|5:10926|6:2622|7:6556|8:373|9:372|12:220|45:1000	0
744	1	1:328553|4:4379|5:10948|6:2627|7:6569|8:373|9:373|12:220|45:1000	0
745	1	1:329212|4:4388|5:10970|6:2632|7:6582|8:374|9:373|12:220|45:1000	0
746	1	1:329871|4:4396|5:10992|6:2638|7:6595|8:374|9:374|12:220|45:1000	0
747	1	1:330531|4:4405|5:11014|6:2643|7:6608|8:375|9:374|12:220|45:1000	0
748	1	1:331192|4:4414|5:11036|6:2648|7:6621|8:375|9:375|12:220|45:1000	0
749	1	1:331852|4:4423|5:11058|6:2653|7:6634|8:376|9:375|12:220|45:1000	0
750	1	1:332513|4:4432|5:11080|6:2659|7:6648|8:376|9:376|12:220|45:1000	0
751	1	1:333175|4:4440|5:11102|6:2664|7:6661|8:377|9:376|12:220|45:1000	0
752	1	1:333837|4:4449|5:11124|6:2669|7:6674|8:377|9:377|12:220|45:1000	0
753	1	1:334500|4:4458|5:11146|6:2675|7:6687|8:378|9:377|12:220|45:1000	0
754	1	1:335162|4:4467|5:11168|6:2680|7:6700|8:378|9:378|12:220|45:1000	0
755	1	1:335826|4:4476|5:11190|6:2685|7:6714|8:379|9:378|12:220|45:1000	0
756	1	1:336490|4:4484|5:11212|6:2690|7:6727|8:379|9:379|12:220|45:1000	0
757	1	1:337154|4:4493|5:11234|6:2696|7:6740|8:380|9:379|12:220|45:1000	0
758	1	1:337819|4:4502|5:11256|6:2701|7:6753|8:380|9:380|12:220|45:1000	0
759	1	1:338484|4:4511|5:11278|6:2706|7:6767|8:381|9:380|12:220|45:1000	0
760	1	1:339149|4:4520|5:11300|6:2712|7:6780|8:381|9:381|12:220|45:1000	0
761	1	1:339815|4:4529|5:11322|6:2717|7:6793|8:382|9:381|12:220|45:1000	0
762	1	1:340482|4:4537|5:11344|6:2722|7:6806|8:382|9:382|12:220|45:1000	0
763	1	1:341148|4:4546|5:11367|6:2728|7:6820|8:383|9:382|12:220|45:1000	0
764	1	1:341816|4:4555|5:11389|6:2733|7:6833|8:383|9:383|12:220|45:1000	0
765	1	1:342483|4:4564|5:11411|6:2738|7:6846|8:384|9:383|12:220|45:1000	0
766	1	1:343152|4:4573|5:11433|6:2744|7:6860|8:384|9:384|12:220|45:1000	0
767	1	1:343820|4:4582|5:11455|6:2749|7:6873|8:385|9:384|12:220|45:1000	0
768	1	1:344489|4:4591|5:11478|6:2754|7:6886|8:385|9:385|12:220|45:1000	0
769	1	1:345159|4:4600|5:11500|6:2760|7:6900|8:386|9:385|12:220|45:1000	0
770	1	1:345829|4:4609|5:11522|6:2765|7:6913|8:386|9:386|12:220|45:1000	0
771	1	1:346499|4:4617|5:11544|6:2770|7:6926|8:387|9:386|12:220|45:1000	0
772	1	1:347170|4:4626|5:11567|6:2776|7:6940|8:387|9:387|12:220|45:1000	0
773	1	1:347841|4:4635|5:11589|6:2781|7:6953|8:388|9:387|12:220|45:1000	0
774	1	1:348512|4:4644|5:11611|6:2786|7:6967|8:388|9:388|12:220|45:1000	0
775	1	1:349184|4:4653|5:11634|6:2792|7:6980|8:389|9:388|12:220|45:1000	0
776	1	1:349857|4:4662|5:11656|6:2797|7:6993|8:389|9:389|12:220|45:1000	0
777	1	1:350530|4:4671|5:11678|6:2802|7:7007|8:390|9:389|12:220|45:1000	0
778	1	1:351203|4:4680|5:11701|6:2808|7:7020|8:390|9:390|12:220|45:1000	0
779	1	1:351877|4:4689|5:11723|6:2813|7:7034|8:391|9:390|12:220|45:1000	0
780	1	1:352551|4:4698|5:11745|6:2819|7:7047|8:391|9:391|12:220|45:1000	0
781	1	1:353226|4:4707|5:11768|6:2824|7:7060|8:392|9:391|12:220|45:1000	0
782	1	1:353901|4:4716|5:11790|6:2829|7:7074|8:392|9:392|12:220|45:1000	0
783	1	1:354576|4:4725|5:11813|6:2835|7:7087|8:393|9:392|12:220|45:1000	0
784	1	1:355252|4:4734|5:11835|6:2840|7:7101|8:393|9:393|12:220|45:1000	0
785	1	1:355929|4:4743|5:11858|6:2845|7:7114|8:394|9:393|12:220|45:1000	0
786	1	1:356606|4:4752|5:11880|6:2851|7:7128|8:394|9:394|12:220|45:1000	0
787	1	1:357283|4:4761|5:11903|6:2856|7:7141|8:395|9:394|12:220|45:1000	0
788	1	1:357960|4:4770|5:11925|6:2862|7:7155|8:395|9:395|12:220|45:1000	0
789	1	1:358638|4:4779|5:11948|6:2867|7:7168|8:396|9:395|12:220|45:1000	0
790	1	1:359317|4:4788|5:11970|6:2872|7:7182|8:396|9:396|12:220|45:1000	0
791	1	1:359996|4:4797|5:11993|6:2878|7:7195|8:397|9:396|12:220|45:1000	0
792	1	1:360675|4:4806|5:12015|6:2883|7:7209|8:397|9:397|12:220|45:1000	0
793	1	1:361355|4:4815|5:12038|6:2889|7:7223|8:398|9:397|12:220|45:1000	0
794	1	1:362035|4:4824|5:12060|6:2894|7:7236|8:398|9:398|12:220|45:1000	0
795	1	1:362716|4:4833|5:12083|6:2900|7:7250|8:399|9:398|12:220|45:1000	0
796	1	1:363397|4:4842|5:12106|6:2905|7:7263|8:399|9:399|12:220|45:1000	0
797	1	1:364079|4:4851|5:12128|6:2910|7:7277|8:400|9:399|12:220|45:1000	0
798	1	1:364760|4:4860|5:12151|6:2916|7:7290|8:400|9:400|12:220|45:1000	0
799	1	1:365443|4:4869|5:12174|6:2921|7:7304|8:401|9:400|12:220|45:1000	0
800	1	1:366126|4:4878|5:12196|6:2927|7:7318|8:401|9:401|12:220|45:1000	0
