INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT
3150	轮回守护者	-1	-1	99	0	51071	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3151	轮回守护者	-1	-1	99	0	51072	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3152	轮回守护者	-1	-1	99	0	51073	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3153	轮回守护者	-1	-1	99	0	51074	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3154	轮回守护者	-1	-1	99	0	51076	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3155	轮回守护者	-1	-1	99	0	51078	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3156	轮回守护者	-1	-1	99	0	51079	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3157	轮回守护者	-1	-1	99	0	51081	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3158	轮回守护者	-1	-1	99	0	51082	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3159	轮回守护者	-1	-1	99	0	51083	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3160	轮回守护者	-1	-1	99	0	51084	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3161	轮回守护者	-1	-1	99	0	51086	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3162	轮回守护者	-1	-1	99	0	51088	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3163	轮回守护者	-1	-1	99	0	51089	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3164	轮回守护者	-1	-1	99	0	51091	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3165	轮回守护者	-1	-1	99	0	51092	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3166	轮回守护者	-1	-1	99	0	51093	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3167	轮回守护者	-1	-1	99	0	51094	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3168	轮回守护者	-1	-1	99	0	51096	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3169	轮回守护者	-1	-1	99	0	51098	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
3170	轮回守护者	-1	-1	99	0	51099	31	35	1	1109	1	0	刀呢，我的开山大砍刀呢。等下又可以做一票了！	-1	336	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
4000	医师	-1	NpcTitle_2	99	0	60018	87	306	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
4001	医师	-1	NpcTitle_2	99	0	60018	34	317	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
4002	医师	-1	NpcTitle_2	99	0	60018	216	247	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
4003	医师	-1	NpcTitle_2	99	0	60018	13	83	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
4004	医师	-1	NpcTitle_2	99	0	60018	183	19	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
4005	医师	-1	NpcTitle_2	99	0	60018	80	16	1	1082	1	0	伟大的勇士，你又受伤了。|n来我这里治疗一发，保证你生龙又活虎！|n|n游戏中的BOSS会爆一切装备。|n只要你努力，一切皆有可能。	-1	316	npc106	gwdx01	1	回血医师	回血	-1	3	0	45	0	-1	-1	0	-1	-1	4
5001	白显	-1	NpcTitle_64	99	0	80001	28	35	1	1112	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	217	npc106	gwdx01	1	公会总理事	公会升级	-1	3	0	20	0	-1	-1	0	-1	-1	4
5002	商权	-1	NpcTitle_65	99	0	80001	35	39	1	1113	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	102	npc106	gwdx01	1	库房总管	公会捐赠	-1	3	0	20	0	-1	-1	0	-1	-1	4
5003	百晓	-1	NpcTitle_66	99	0	80001	26	47	1	1114	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	207	npc106	gwdx01	1	书房总管	公会技能	-1	3	0	20	0	-1	-1	0	-1	-1	4
5005	牧场小哥	-1	-1	99	0	80001	35	97	1	1117	1	0	程序猿哥哥正在下猪仔，敬请期待！	-1	317	npc106	gwdx01	1	牧场小哥	公会小猪	-1	3	0	20	0	-1	-1	0	-1	-1	4
5006	矿洞工人	-1	-1	99	0	80001	110	25	1	1115	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	346	npc106	gwdx01	1	矿洞仵作	公会矿洞	-1	3	0	20	0	-1	-1	0	-1	-1	4
5007	青龙堂吊刀	-1	-1	99	0	80001	27	42	1	0	0	0	俺这砂包大的拳头可不是吃素的，看什么看，走走走~	-1	341	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5008	青龙堂吊刀	-1	-1	99	0	80001	33	36	1	0	0	0	俺这砂包大的拳头可不是吃素的，看什么看，走走走~	-1	341	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5009	青龙堂吊刀	-1	-1	99	0	80001	16	49	1	0	0	0	俺这砂包大的拳头可不是吃素的，看什么看，走走走~	-1	341	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5010	青龙堂吊刀	-1	-1	99	0	80001	8	46	1	0	0	0	俺这砂包大的拳头可不是吃素的，看什么看，走走走~	-1	341	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5011	青龙堂吊刀	-1	-1	99	0	80001	3	41	1	0	0	0	俺这砂包大的拳头可不是吃素的，看什么看，走走走~	-1	341	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5012	矿洞仵作	-1	-1	99	0	80002	66	11	1	1111	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	346	npc106	gwdx01	1	公会领地	传送	-1	3	0	20	0	-1	-1	0	0	-1	4
5013	神秘人	-1	NpcTitle_71	99	0	80001	44	38	1	1122	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	111	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5014	副本传送门	-1	NpcTitle_72	99	0	-1	39	41	1	1123	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5015	宝库传送门	-1	NpcTitle_73	99	0	-1	43	45	1	1124	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5016	副本传送门	-1	NpcTitle_72	99	0	-1	39	41	1	1123	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5017	副本传送门	-1	NpcTitle_72	99	0	-1	39	41	1	1123	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5018	副本传送门	-1	NpcTitle_72	99	0	-1	39	41	1	1123	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5019	副本传送门	-1	NpcTitle_72	99	0	-1	39	41	1	1123	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	350	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5020	兽神殿	-1	NpcTitle_74	99	0	50097	31	46	1	1125	0	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	342	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5021	兽神祭坛	-1	NpcTitle_75	99	0	50173	145	13	1	1126	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	342	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
5022	通天池	-1	NpcTitle_76	99	0	50097	25	46	1	1127	1	0	那是一个风雨交加的夜晚，而我却只能屈居第二。悲哉悲哉！！！	-1	351	npc106	gwdx01	1	-1	-1	-1	3	0	20	0	-1	-1	0	-1	-1	4
