INT	STRING	INT	INT	INT	INT	INT	INT
1387	温迪	81	3	1	354	353	75
1388	温妮	81	2	2	346	345	75
1389	赛薇亚拉	81	2	1	346	345	75
1390	芝妮雅	81	3	2	354	353	75
1391	依耶塔	81	1	1	338	337	75
1392	耶达	81	2	2	346	345	75
1393	依耶芙特	81	1	1	338	337	75
1394	伊芳	81	1	2	338	337	75
1395	莎拉	81	3	1	354	353	75
1396	丽诺比丽	81	2	2	346	345	75
1397	若伊	81	2	1	346	345	75
1398	若娜	81	3	2	354	353	75
1399	若拉	81	1	1	338	337	75
1400	黑骑	81	2	2	346	345	75
1401	旗木	81	1	1	338	337	74
1402	漩涡	80	1	2	338	337	74
1403	孙	80	3	1	354	353	74
1404	专属	80	2	2	346	345	74
1405	非主流	80	2	1	346	345	74
1406	宇智波	80	3	2	354	353	74
1407	完美	80	1	1	338	337	74
1408	经典	80	2	2	346	345	74
1409	巅峰	80	1	1	338	337	74
1410	回忆	80	1	2	338	337	74
1411	独恋	80	3	1	354	353	74
1412	传说	80	2	2	346	345	74
1413	单身	80	2	1	346	345	74
1414	恋	80	3	2	354	353	74
1415	午夜	80	1	1	338	337	74
1416	大和	80	2	2	346	345	74
1417	慕容	80	1	1	338	337	74
1418	欧阳	80	1	2	338	337	74
1419	西门	80	3	1	354	353	74
1420	南宫	80	2	2	346	345	74
1421	夏侯	80	2	1	346	345	74
1422	诸葛	79	3	2	354	353	74
1423	哈利	79	1	1	338	337	74
1424	演绎	79	2	2	346	345	74
1425	司马	79	1	1	338	337	74
1426	纳兰	79	1	2	338	337	73
1427	自由	79	3	1	354	353	73
1428	浪漫	79	2	2	346	345	73
1429	守护	79	2	1	346	345	73
1430	华丽	79	3	2	354	353	73
1431	王者	79	1	1	338	337	73
1432	龙之	79	2	2	346	345	73
1433	左岸	79	1	1	338	337	73
1434	阿尔	79	1	2	338	337	73
1435	挚爱	79	3	1	354	353	73
1436	天道	79	2	2	346	345	73
1437	红人	79	2	1	346	345	73
1438	star	79	3	2	354	353	73
1439	笑傲	79	1	1	338	337	73
1440	神圣	79	2	2	346	345	73
1441	大爱	79	1	1	338	337	73
1442	天使	78	1	2	338	337	73
1443	温柔	78	3	1	354	353	73
1444	灵魂	78	2	2	346	345	73
1445	无情	78	2	1	346	345	73
1446	潇洒	78	3	2	354	353	73
1447	无忧	78	1	1	338	337	73
1448	繁华	78	2	2	346	345	73
1449	柔情	78	1	1	338	337	73
1450	绝版	78	1	2	338	337	73
1451	寂寞	78	3	1	354	353	72
1452	幻想	78	2	2	346	345	72
1453	旋律	78	2	1	346	345	72
1454	优雅	78	3	2	354	353	72
1455	精彩	78	1	1	338	337	72
1456	辉煌	78	2	2	346	345	72
1457	荣耀	78	1	1	338	337	72
1458	梦之	78	1	2	338	337	72
1459	寻梦	78	3	1	354	353	72
1460	精英	78	2	2	346	345	72
1461	supper	78	2	1	346	345	72
1462	记忆	77	3	2	354	353	72
1463	伤心	77	1	1	338	337	72
1464	迷糊	77	2	2	346	345	72
1465	善良	77	1	1	338	337	72
1466	安	77	1	2	338	337	72
1467	比利	77	3	1	354	353	72
1468	琼斯	77	2	2	346	345	72
1469	卡尔	77	2	1	346	345	72
1470	查理	77	3	2	354	353	72
1471	嘉利	77	1	1	338	337	72
1472	丘奇	77	2	2	346	345	72
1473	丹	77	1	1	338	337	72
1474	杜威	77	1	2	338	337	72
1475	迪克	77	3	1	354	353	72
1476	道尔	77	2	2	346	345	71
1477	盖伊	77	2	1	346	345	71
1478	娜	77	3	2	354	353	71
1479	休	77	1	1	338	337	71
1480	伊凡	77	2	2	346	345	71
1481	乔	77	1	1	338	337	71
1482	梅	76	1	2	338	337	71
1483	永恒	76	3	1	354	353	71
1484	萌	76	2	2	346	345	71
1485	冷	76	2	1	346	345	71
1486	皇族	76	3	2	354	353	71
1487	古墓	76	1	1	338	337	71
1488	莎	76	2	2	346	345	71
1489	洛	76	1	1	338	337	71
1490	专属	76	1	2	338	337	71
1491	非主流	76	3	1	354	353	71
1492	完美	76	2	2	346	345	71
1493	冰激凌	76	2	1	346	345	71
1494	经典	76	3	2	354	353	71
1495	红尘	76	1	1	338	337	71
1496	经典	76	2	2	346	345	71
1497	回忆	76	1	1	338	337	71
1498	独恋	76	1	2	338	337	71
1499	传说	76	3	1	354	353	71
1500	可爱	76	2	2	346	345	71
1501	单身	76	2	1	346	345	70
1502	恋	75	3	2	354	353	70
1503	千语	75	1	1	338	337	70
1504	午夜	75	2	2	346	345	70
1505	倾城	75	1	1	338	337	70
1506	慕容	75	1	2	338	337	70
1507	欧阳	75	3	1	354	353	70
1508	南宫	75	2	2	346	345	70
1509	夏侯	75	2	1	346	345	70
1510	春野	75	3	2	354	353	70
1511	哈利	75	1	1	338	337	70
1512	卑弥呼	75	2	2	346	345	70
1513	彩虹	75	1	1	338	337	70
1514	演绎	75	1	2	338	337	70
1515	司马	75	3	1	354	353	70
1516	纳兰	75	2	2	346	345	70
1517	自由	75	2	1	346	345	70
1518	浪漫	75	3	2	354	353	70
1519	守护	75	1	1	338	337	70
1520	华丽	75	2	2	346	345	70
1521	王者	75	1	1	338	337	70
1522	左岸	74	1	2	338	337	70
1523	阿尔	74	3	1	354	353	70
1524	挚爱	74	2	2	346	345	70
1525	妖娆	74	2	1	346	345	70
1526	天道	74	3	2	354	353	69
1527	红人	74	1	1	338	337	69
1528	star	74	2	2	346	345	69
1529	笑傲	74	1	1	338	337	69
1530	神圣	74	1	2	338	337	69
1531	大爱	74	3	1	354	353	69
1532	天使	74	2	2	346	345	69
1533	温柔	74	2	1	346	345	69
1534	灵魂	74	3	2	354	353	69
1535	无情	74	1	1	338	337	69
1536	潇洒	74	2	2	346	345	69
1537	无忧	74	1	1	338	337	69
1538	繁华	74	1	2	338	337	69
1539	柔情	74	3	1	354	353	69
1540	绝版	74	2	2	346	345	69
1541	寂寞	74	2	1	346	345	69
1542	幻想	73	3	2	354	353	69
1543	旋律	73	1	1	338	337	69
1544	优雅	73	2	2	346	345	69
1545	精彩	73	1	1	338	337	69
1546	辉煌	73	1	2	338	337	69
1547	荣耀	73	3	1	354	353	69
1548	梦之	73	2	2	346	345	69
1549	寻梦	73	2	1	346	345	69
1550	精英	73	3	2	354	353	69
1551	supper	73	1	1	338	337	68
1552	记忆	73	2	2	346	345	68
1553	伤心	73	1	1	338	337	68
1554	迷糊	73	1	2	338	337	68
1555	善良	73	3	1	354	353	68
1556	安	73	2	2	346	345	68
1557	比利	73	2	1	346	345	68
1558	琼斯	73	3	2	354	353	68
1559	卡尔	73	1	1	338	337	68
1560	查理	73	2	2	346	345	68
1561	嘉利	73	1	1	338	337	68
1562	丘奇	72	1	2	338	337	68
1563	丹	72	3	1	354	353	68
1564	杜威	72	2	2	346	345	68
1565	迪克	72	2	1	346	345	68
1566	道尔	72	3	2	354	353	68
1567	盖伊	72	1	1	338	337	68
1568	娜	72	2	2	346	345	68
1569	休	72	1	1	338	337	68
1570	伊凡	72	1	2	338	337	68
1571	乔	72	3	1	354	353	68
1572	梅	72	2	2	346	345	68
1573	永恒	72	2	1	346	345	68
1574	小乖	72	3	2	354	353	68
1575	香远	72	1	1	338	337	68
1576	丽影	72	2	2	346	345	67
1577	莎	72	1	1	338	337	67
1578	丫头	72	1	2	338	337	67
1579	阿木	72	3	1	354	353	67
1580	银铃	72	2	2	346	345	67
1581	小芳	72	2	1	346	345	67
1582	芳芳	71	3	2	354	353	67
1583	小八	71	1	1	338	337	67
1584	八酱	71	2	2	346	345	67
1585	喵酱	71	1	1	338	337	67
1586	小笨蛋	71	1	2	338	337	67
1587	coco	71	3	1	354	353	67
1588	燕尾蝶	71	2	2	346	345	67
1589	姑娘	71	2	1	346	345	67
1590	小妞	71	3	2	354	353	67
1591	小小	71	1	1	338	337	67
1592	玲玲	71	2	2	346	345	67
1593	啊绫	71	1	1	338	337	67
1594	美人	71	1	2	338	337	67
1595	妖精	71	3	1	354	353	67
1596	娜娜	71	2	2	346	345	67
1597	小娜	71	2	1	346	345	67
1598	莎	71	3	2	354	353	67
1599	小鱼	71	1	1	338	337	67
1600	潇雨	71	2	2	346	345	67
1601	猫猫	71	1	1	338	337	66
1602	玄子	70	1	2	338	337	66
1603	国宝	70	3	1	354	353	66
1604	熊猫	70	2	2	346	345	66
1605	蕊	70	2	1	346	345	66
1606	小蕊	70	3	2	354	353	66
1607	七夜	70	1	1	338	337	66
1608	笑笑	70	2	2	346	345	66
1609	泪	70	1	1	338	337	66
1610	星星	70	1	2	338	337	66
1611	淑女	70	3	1	354	353	66
1612	梦	70	2	2	346	345	66
1613	小梦	70	2	1	346	345	66
1614	晓梦	70	3	2	354	353	66
1615	茉莉	70	1	1	338	337	66
1616	牡丹	70	2	2	346	345	66
1617	姗姗	70	1	1	338	337	66
1618	小珊	70	1	2	338	337	66
1619	天使	70	3	1	354	353	66
1620	咪咪	70	2	2	346	345	66
1621	蜜蜜	70	2	1	346	345	66
1622	小蜜	69	3	2	354	353	66
1623	小秘	69	1	1	338	337	66
1624	莫莫	69	2	2	346	345	66
1625	沫沫	69	1	1	338	337	66
1626	么么	69	1	2	338	337	65
1627	猫猫	69	3	1	354	353	65
1628	美子	69	2	2	346	345	65
1629	雯雯	69	2	1	346	345	65
1630	小雯	69	3	2	354	353	65
1631	晓雯	69	1	1	338	337	65
1632	乐乐	69	2	2	346	345	65
1633	小仙	69	1	1	338	337	65
1634	仙儿	69	1	2	338	337	65
1635	格格	69	3	1	354	353	65
1636	小倩	69	2	2	346	345	65
1637	倩倩	69	2	1	346	345	65
1638	小茜	69	3	2	354	353	65
1639	小倩	69	1	1	338	337	65
1640	公主	69	2	2	346	345	65
1641	小诺	69	1	1	338	337	65
1642	小	68	1	2	338	337	65
1643	多多	68	3	1	354	353	65
1644	汐	68	2	2	346	345	65
1645	羊羊	68	2	1	346	345	65
1646	鬼鬼	68	3	2	354	353	65
1647	小鬼	68	1	1	338	337	65
1648	雪舞	68	2	2	346	345	65
1649	琪琪	68	1	1	338	337	65
1650	温柔	68	1	2	338	337	65
1651	小姐	68	3	1	354	353	64
1652	雪舞	68	2	2	346	345	64
1653	心儿	68	2	1	346	345	64
1654	欣儿	68	3	2	354	353	64
1655	馨儿	68	1	1	338	337	64
1656	小静	68	2	2	346	345	64
1657	虹虹	68	1	1	338	337	64
1658	傲雪	68	1	2	338	337	64
1659	扶子	68	3	1	354	353	64
1660	素素	68	2	2	346	345	64
1661	雨滴	68	2	1	346	345	64
1662	momo	67	3	2	354	353	64
1663	诺拉	67	1	1	338	337	64
1664	yoyo	67	2	2	346	345	64
1665	小夏	67	1	1	338	337	64
1666	小嫣	67	1	2	338	337	64
1667	语嫣	67	3	1	354	353	64
1668	天涯	67	2	2	346	345	64
1669	阿欣	67	2	1	346	345	64
1670	青青	67	3	2	354	353	64
1671	大白	67	1	1	338	337	64
1672	小白	67	2	2	346	345	64
1673	白白	67	1	1	338	337	64
1674	樱花	67	1	2	338	337	64
1675	梧桐	67	3	1	354	353	64
1676	月影	67	2	2	346	345	63
1677	小花	67	2	1	346	345	63
1678	小兔	67	3	2	354	353	63
1679	蘑菇	67	1	1	338	337	63
1680	小丫	67	2	2	346	345	63
1681	晨曦	67	1	1	338	337	63
1682	如梦	66	1	2	338	337	63
1683	囡囡	66	3	1	354	353	63
1684	海棠	66	2	2	346	345	63
1685	婷婷	66	2	1	346	345	63
1686	嘟嘟	66	3	2	354	353	63
1687	兔兔	66	1	1	338	337	63
1688	糖糖	66	2	2	346	345	63
1689	三月	66	1	1	338	337	63
1690	风铃	66	1	2	338	337	63
1691	落落	66	3	1	354	353	63
1692	薇薇安	66	2	2	346	345	63
1693	罂粟	66	2	1	346	345	63
1694	妮子	66	3	2	354	353	63
1695	丹丹	66	1	1	338	337	63
1696	一一	66	2	2	346	345	63
1697	糖果	66	1	1	338	337	63
1698	菲菲	66	1	2	338	337	63
1699	羽毛	66	3	1	354	353	63
1700	萝莉	66	2	2	346	345	63
1701	落雪	66	2	1	346	345	62
1702	花飞	65	3	2	354	353	62
1703	暗香	65	1	1	338	337	62
1704	夏天	65	2	2	346	345	62
1705	小妖	65	1	1	338	337	62
1706	淡淡	65	1	2	338	337	62
1707	浅浅	65	3	1	354	353	62
1708	小可	65	2	2	346	345	62
1709	桃子	65	2	1	346	345	62
1710	香香	65	3	2	354	353	62
1711	小七	65	1	1	338	337	62
1712	漫漫	65	2	2	346	345	62
1713	华莉丝	65	1	1	338	337	62
1714	旺妲	65	1	2	338	337	62
1715	温妮	65	3	1	354	353	62
1716	芝妮雅	65	2	2	346	345	62
1717	伊芳	65	2	1	346	345	62
1718	莎拉	65	3	2	354	353	62
1719	若娜	65	1	1	338	337	62
1720	席梦娜	65	2	2	346	345	62
1721	苏菲亚	65	1	1	338	337	62
1722	丝柏凌	64	1	2	338	337	62
1723	苏珊	64	3	1	354	353	62
1724	苏珊娜	64	2	2	346	345	62
1725	苏西	64	2	1	346	345	62
1726	苏珊	64	3	2	354	353	61
1727	泰贝莎	64	1	1	338	337	61
1728	泰蜜	64	2	2	346	345	61
1729	特莉萨	64	1	1	338	337	61
1730	泰丝	64	1	2	338	337	61
1731	席拉	64	3	1	354	353	61
1732	泰莉萨	64	2	2	346	345	61
1733	蒂法尼	64	2	1	346	345	61
1734	翠西	64	3	2	354	353	61
1735	翠丝特	64	1	1	338	337	61
1736	杜达	64	2	2	346	345	61
1737	优拉	64	1	1	338	337	61
1738	优娜	64	1	2	338	337	61
1739	厄休拉	64	3	1	354	353	61
1740	瓦勒莉	64	2	2	346	345	61
1741	维娜	64	2	1	346	345	61
1742	潘妮	63	3	2	354	353	61
1743	菲莉帕	63	1	1	338	337	61
1744	菲碧	63	2	2	346	345	61
1745	菲丽丝	63	1	1	338	337	61
1746	珀莉	63	1	2	338	337	61
1747	波比	63	3	1	354	353	61
1748	普莉玛	63	2	2	346	345	61
1749	昆娜	63	2	1	346	345	61
1750	昆蒂娜	63	3	2	354	353	61
1751	瑞琪儿	63	1	1	338	337	60
1752	瑞伊	63	2	2	346	345	60
1753	蕾娜塔	63	1	1	338	337	60
1754	蕾妮	63	1	2	338	337	60
1755	莉达	63	3	1	354	353	60
1756	莉娃	63	2	2	346	345	60
1757	罗丝	63	2	1	346	345	60
1758	罗克珊	63	3	2	354	353	60
1759	露比	63	1	1	338	337	60
1760	莎莉	63	2	2	346	345	60
1761	莎洛姆	63	1	1	338	337	60
1762	莎曼撤	62	1	2	338	337	60
1763	珊多拉	62	3	1	354	353	60
1764	仙蒂	62	2	2	346	345	60
1765	莎拉	62	2	1	346	345	60
1766	赛拉	62	3	2	354	353	60
1767	萨琳娜	62	1	1	338	337	60
1768	沙伦	62	2	2	346	345	60
1769	希拉	62	1	1	338	337	60
1770	雪莉	62	1	2	338	337	60
1771	希贝儿	62	3	1	354	353	60
1772	玛拉	62	2	2	346	345	60
1773	蜜尔娜	62	2	1	346	345	60
1774	南希	62	3	2	354	353	60
1775	娜娥迷	62	1	1	338	337	60
1776	纳塔利	62	2	2	226	225	59
1777	内丽	62	1	1	218	217	59
1778	妮可	62	1	2	218	217	59
1779	妮可拉	62	3	1	234	233	59
1780	妮娜	62	2	2	226	225	59
1781	诺拉	62	2	1	226	225	59
1782	诺维雅	61	3	2	234	233	59
1783	妮蒂亚	61	1	1	218	217	59
1784	欧尔佳	61	2	2	226	225	59
1785	奥丽芙	61	1	1	218	217	59
1786	佩格	61	1	2	218	217	59
1787	蓓姬	61	3	1	234	233	59
1788	帕梅拉	61	2	2	226	225	59
1789	潘多拉	61	2	1	226	225	59
1790	赛拉	61	3	2	234	233	59
1791	佩儿	61	1	1	218	217	59
1792	玛丽	61	2	2	226	225	59
1793	穆琳	61	1	1	218	217	59
1794	梅薇思	61	1	2	218	217	59
1795	玛可欣	61	3	1	234	233	59
1796	梅	61	2	2	226	225	59
1797	蒙莉萨	61	2	1	226	225	59
1798	玛希	61	3	2	234	233	59
1799	梅莉	61	1	1	218	217	59
1800	米歇尔	61	2	2	226	225	59
1801	蜜妮安	61	1	1	218	217	58
1802	穆得莉	60	1	2	218	217	58
1803	米兰达	60	3	1	234	233	58
1804	蜜莉恩	60	2	2	226	225	58
1805	茉伊拉	60	2	1	226	225	58
1806	茉莉	60	3	2	234	233	58
1807	梦娜	60	1	1	218	217	58
1808	莫妮卡	60	2	2	226	225	58
1809	穆丽儿	60	1	1	218	217	58
1810	朱蒂	60	1	2	218	217	58
1811	朱莉娅	60	3	1	234	233	58
1812	朱莉	60	2	2	226	225	58
1813	朱丽叶	60	2	1	226	225	58
1814	卡玛	60	3	2	234	233	58
1815	凯伦	60	1	1	218	217	58
1816	凯瑟琳	60	2	2	226	225	58
1817	凯莉	60	1	1	218	217	58
1818	金百莉	60	1	2	218	217	58
1819	吉蒂	60	3	1	234	233	58
1820	莉娜	60	2	2	226	225	58
1821	丽莲	60	2	1	226	225	58
1822	莉萨	59	3	2	234	233	58
1823	莉斯	59	1	1	218	217	58
1824	洛兰	59	2	2	226	225	58
1825	琳	59	1	1	218	217	58
1826	玛佩尔	59	1	2	218	217	57
1827	玛琪	59	3	1	234	233	57
1828	玛吉	59	2	2	226	225	57
1829	梅蜜	59	2	1	226	225	57
1830	曼蒂	59	3	2	234	233	57
1831	玛西亚	59	1	1	218	217	57
1832	玛丽安	59	2	2	226	225	57
1833	玛丽亚	59	1	1	218	217	57
1834	马丽娜	59	1	2	218	217	57
1835	玛乔丽	59	3	1	234	233	57
1836	马莎	59	2	2	226	225	57
1837	玛蒂娜	59	2	1	226	225	57
1838	汉纳	59	3	2	234	233	57
1839	哈莉特	59	1	1	218	217	57
1840	赫瑟尔	59	2	2	226	225	57
1841	赫蒂	59	1	1	218	217	57
1842	海伦	58	1	2	218	217	57
1843	希尔达	58	3	1	234	233	57
1844	汉妮	58	2	2	226	225	57
1845	艾娜	58	2	1	226	225	57
1846	艾琳	58	3	2	234	233	57
1847	爱莉丝	58	1	1	218	217	57
1848	艾尔玛	58	2	2	226	225	57
1849	艾薇	58	1	1	218	217	57
1850	杰奎琳	58	1	2	218	217	57
1851	婕咪	58	3	1	234	233	56
1852	珍	58	2	2	226	225	56
1853	珍妮特	58	2	1	226	225	56
1854	珍尼丝	58	3	2	234	233	56
1855	琴	58	1	1	218	217	56
1856	姬儿	58	2	2	226	225	56
1857	乔	58	1	1	218	217	56
1858	琼	58	1	2	218	217	56
1859	阿芙拉	58	3	1	234	233	56
1860	阿加莎	58	2	2	226	225	56
1861	艾丽斯	58	2	1	226	225	56
1862	爱玛	57	3	2	234	233	56
1863	阿尔娃	57	1	1	218	217	56
1864	艾咪	57	2	2	226	225	56
1865	安妮	57	1	1	218	217	56
1866	安娜	57	1	2	218	217	56
1867	艾谱莉	57	3	1	234	233	56
1868	艾琳娜	57	2	2	226	225	56
1869	阿西娜	57	2	1	226	225	56
1870	奥德丽	57	3	2	234	233	56
1871	芭芭拉	57	1	1	218	217	56
1872	贝琳达	57	2	2	226	225	56
1873	贝拉	57	1	1	218	217	56
1874	柏莎	57	1	2	218	217	56
1875	百丽儿	57	3	1	234	233	56
1876	贝丝	57	2	2	226	225	56
1877	贝芙	57	2	1	226	225	56
1878	布兰琪	57	3	2	234	233	56
1879	卡米拉	57	1	1	218	217	56
1880	坎蒂丝	57	2	2	226	225	56
1881	卡拉	57	1	1	218	217	56
1882	卡萝	56	1	2	218	217	56
1883	卡罗琳	56	3	1	234	233	56
1884	凯瑟琳	56	2	2	226	225	56
1885	凯丝	56	2	1	226	225	56
1886	夏洛特	56	3	2	234	233	56
1887	绮莉	56	1	1	218	217	56
1888	克洛怡	56	2	2	226	225	56
1889	克莱儿	56	1	1	218	217	56
1890	克莱拉	56	1	2	218	217	56
1891	卡洛儿	56	3	1	234	233	56
1892	黛西	56	2	2	226	225	56
1893	黛儿	56	2	1	226	225	56
1894	黛娜	56	3	2	234	233	56
1895	黛芙妮	56	1	1	218	217	56
1896	达莲娜	56	2	2	226	225	56
1897	潼恩	56	1	1	218	217	56
1898	黛碧	56	1	2	218	217	56
1899	迪得莉	56	3	1	234	233	56
1900	迪丽雅	56	2	2	226	225	56
1901	丹尼丝	56	2	1	226	225	56
1902	小强	56	3	2	234	233	56
1903	头领	56	1	1	218	217	56
1904	王子	56	2	2	226	225	56
1905	骑士	56	1	1	218	217	56
1906	帅帅	56	1	2	218	217	56
1907	小帅	56	3	1	234	233	56
1908	绅士	56	2	2	226	225	56
1909	佐助	56	2	1	226	225	56
1910	鸣人	56	3	2	234	233	56
1911	卡卡西	56	1	1	218	217	56
1912	一户	56	2	2	226	225	56
1913	小墨	56	1	1	218	217	56
1914	墨尘	56	1	2	218	217	56
1915	小林	56	3	1	234	233	56
1916	悟空	56	2	2	226	225	56
1917	小傻瓜	56	2	1	226	225	56
1918	小雨	56	3	2	234	233	56
1919	小宇	56	1	1	218	217	56
1920	小羽	56	2	2	226	225	56
1921	小渔	56	1	1	218	217	56
1922	小煜	56	1	2	218	217	56
1923	潇雨	56	3	1	234	233	56
1924	小瑜	56	2	2	226	225	56
1925	晓宇	56	2	1	226	225	56
1926	小禹	56	3	2	234	233	56
1927	豆包	56	1	1	218	217	56
1928	包子	56	2	2	226	225	56
1929	豆浆	56	1	1	218	217	56
1930	志伟	56	1	2	218	217	56
1931	小辉	56	3	1	234	233	56
1932	小二	56	2	2	226	225	56
1933	瑞	56	2	1	226	225	56
1934	小瑞	56	3	2	234	233	56
1935	墨墨	56	1	1	218	217	56
1936	阿修罗	56	2	2	226	225	56
1937	匪徒	56	1	1	218	217	56
1938	汏少爺	56	1	2	218	217	56
1939	花满楼	56	3	1	234	233	56
1940	榮耀	56	2	2	226	225	56
1941	誑磝	56	2	1	226	225	56
1942	輝煌	56	3	2	234	233	56
1943	神气	56	1	1	218	217	56
1944	先生	56	2	2	226	225	56
1945	浪子	56	1	1	218	217	56
1946	空空	56	1	2	218	217	56
1947	卡卡	56	3	1	234	233	56
1948	清景	56	2	2	226	225	56
1949	晓林	56	2	1	226	225	56
1950	庆	56	3	2	234	233	56
1951	阿信	56	1	1	218	217	56
1952	波特	56	2	2	226	225	56
1953	草雉	56	1	1	218	217	56
1954	巴神	56	1	2	218	217	56
1955	笨笨	56	3	1	234	233	56
1956	飞飞	56	2	2	226	225	56
1957	浮云	56	2	1	226	225	56
1958	仙人	56	3	2	234	233	56
1959	东东	56	1	1	218	217	56
1960	天宇	56	2	2	226	225	56
1961	灰狼	56	1	1	218	217	56
1962	光光	56	1	2	218	217	56
1963	阳阳	56	3	1	234	233	56
1964	冷风	56	2	2	226	225	56
1965	竹子	56	2	1	226	225	56
1966	牙牙	56	3	2	234	233	56
1967	小神	56	1	1	218	217	56
1968	泡泡	56	2	2	226	225	56
1969	战神	56	1	1	218	217	56
1970	使者	56	1	2	218	217	56
1971	小龙	56	3	1	234	233	56
1972	胖胖	56	2	2	226	225	56
1973	闹闹	56	2	1	226	225	56
1974	毛毛	56	3	2	234	233	56
1975	大飞	56	1	1	218	217	56
1976	皇帝	56	2	2	226	225	56
1977	春哥	56	1	1	218	217	56
1978	酷酷	56	1	2	218	217	56
1979	圈圈	56	3	1	234	233	56
1980	麦兜	56	2	2	226	225	56
1981	熊熊	56	2	1	226	225	56
1982	夜夜	56	3	2	234	233	56
1983	麒麟	56	1	1	218	217	56
1984	苍穹	56	2	2	226	225	56
1985	阿萨	56	1	1	218	217	56
1986	贝齐	56	1	2	218	217	56
1987	贝蒂	56	3	1	234	233	56
1988	布莱兹	56	2	2	226	225	56
1989	布鲁克	56	2	1	226	225	56
1990	夏洛特	56	3	2	234	233	56
1991	谢里尔	56	1	1	218	217	56
1992	克莱拉	56	2	2	226	225	56
1993	德博拉	56	1	1	218	217	56
1994	多拉	56	1	2	218	217	56
1995	伊甸	56	3	1	234	233	56
1996	伊迪丝	56	2	2	226	225	56
1997	艾伦	56	2	1	226	225	56
1998	费滋	56	3	2	234	233	56
1999	弗莉达	56	1	1	218	217	56
2000	盖尔	56	2	2	226	225	56
2001	乔治亚	56	2	1	226	225	56
2050	吉榭尔	56	2	2	226	225	56
2089	汉纳	56	1	1	218	217	56
2134	赫达	56	1	2	218	217	56
2179	海伦	56	3	1	234	233	56
2224	埃达	56	2	2	226	225	56
2269	艾尔玛	56	2	1	226	225	56
2314	希伯来	56	3	2	234	233	56
2359	乔伊	56	1	1	218	217	56
2404	乔伊斯	56	2	2	226	225	56
