INT	STRING
6064	#00ff00|挑战副本是对您角色的各项属性的终极测试，成功通过后可以获得成就点奖励！|n|#F6be71|副本目标|n|#F6be71|1.检测技能伤害！在限定时间内击败Boss！
6071	#00ff00|挑战副本是对您角色的各项属性的终极测试，成功通过后可以获得成就点奖励！|n|#F6be71|副本目标|n|#F6be71|1.检测攻击力！在限定时间内击败Boss！
6072	#00ff00|挑战副本是对您角色的各项属性的终极测试，成功通过后可以获得成就点奖励！|n|#F6be71|副本目标|n|#F6be71|1.检测物防！在Boss攻击下生存下来！
6073	#00ff00|挑战副本是对您角色的各项属性的终极测试，成功通过后可以获得成就点奖励！|n|#F6be71|副本目标|n|#F6be71|1.检测法防！在Boss攻击下生存下来！
6074	#00ff00|挑战副本是对您角色的各项属性的终极测试，成功通过后可以获得成就点奖励！|n|#F6be71|副本目标|n|#F6be71|1.检测技能伤害！在限定时间内击败Boss！
7001	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|独眼夏侯惇|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7002	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|独眼夏侯惇|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7003	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|兵魂司马懿|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7004	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|兵魂司马懿|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7005	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|幽冥魔蛛|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7006	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|幽冥魔蛛|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7007	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|暴君之魂|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7008	#00ff00|组队伐魏是多人组队副本，可以和亲友一起组队挑战高难度BOSS。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|暴君之魂|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
7033	#00ff00|可以和亲友一起组队挑战高难度BOSS，通关可获得丰富奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|强盗头子|n|#fff000|小贴士：最多可以3人一起挑战！
7034	#00ff00|可以和亲友一起组队挑战高难度BOSS，通关可获得丰富奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|不良奸商|n|#fff000|小贴士：最多可以3人一起挑战！
7035	#00ff00|可以和亲友一起组队挑战高难度BOSS，通关可获得丰富奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|江洋大盗|n|#fff000|小贴士：最多可以3人一起挑战！
7036	#00ff00|可以和亲友一起组队挑战高难度BOSS，通关可获得丰富奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|马王神|n|#fff000|小贴士：最多可以3人一起挑战！
7037	#00ff00|可以和亲友一起组队挑战高难度BOSS，通关可获得丰富奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|武将统领|n|#fff000|小贴士：最多可以3人一起挑战！
7050	#00ff00|可以和亲友一起组队挂机刷怪，波数越后面的怪物经验越高。|n|#F6be71|副本目标|n|#F6be71|1.击败副本|#FF0000|200波怪物或坚持30分钟|n|#fff000|小贴士：最多可以3人一起挑战！
7051	#00ff00|可以和亲友一起组队挂机刷怪，波数越后面的怪物经验越高。|n|#F6be71|副本目标|n|#F6be71|1.击败副本|#FF0000|200波怪物或坚持30分钟|n|#fff000|小贴士：最多可以3人一起挑战！
7052	#00ff00|可以和亲友一起组队挂机刷怪，波数越后面的怪物物品掉率越高。|n|#F6be71|副本目标|n|#F6be71|1.击败副本|#FF0000|200波怪物或坚持30分钟|n|#fff000|小贴士：最多可以3人一起挑战！
7053	#00ff00|可以和亲友一起组队挂机刷怪，波数越后面的怪物物品掉率越高。|n|#F6be71|副本目标|n|#F6be71|1.击败副本|#FF0000|200波怪物或坚持30分钟|n|#fff000|小贴士：最多可以3人一起挑战！
7201	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地魁星！
7202	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地煞星！
7203	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地勇星！
7204	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地杰星！
7205	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地雄星！
7206	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地英星！
7207	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地奇星！
7208	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地猛星！
7209	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地文星！
7210	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地正星！
7211	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地辟星！
7212	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地阖星！
7213	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地强星！
7214	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地暗星！
7215	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地辅星！
7216	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地会星！
7217	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地佐星！
7218	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地佑星！
7219	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地灵星！
7220	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地兽星！
7221	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地微星！
7222	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地慧星！
7223	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地暴星！
7224	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地默星！
7225	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地猖星！
7226	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地狂星！
7227	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地飞星！
7228	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地走星！
7229	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地巧星！
7230	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地明星！
7231	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地进星！
7232	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地退星！
7233	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地满星！
7234	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地遂星！
7235	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地周星！
7236	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地隐星！
7237	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地异星！
7238	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地理星！
7239	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地俊星！
7240	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地乐星！
7241	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地捷星！
7242	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地速星！
7243	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地镇星！
7244	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地羁星！
7245	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地魔星！
7246	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地妖星！
7247	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地幽星！
7248	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地伏星！
7249	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地僻星！
7250	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地空星！
7251	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地孤星！
7252	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地全星！
7253	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地短星！
7254	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地角星！
7255	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地囚星！
7256	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地藏星！
7257	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地平星！
7258	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地损星！
7259	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地奴星！
7260	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地察星！
7261	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地恶星！
7262	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地魂星！
7263	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地数星！
7264	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地阴星！
7265	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地刑星！
7266	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地壮星！
7267	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地劣星！
7268	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地健星！
7269	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地耗星！
7270	#00ff00|破龙门是高难度挑战副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击败龙门阵的守卫者地贼星！
7501	|1.消灭副本中的全部怪物
7502	|1.消灭副本中的全部怪物
7503	|1.消灭副本中的全部怪物
7504	|1.消灭副本中的全部怪物
7505	|1.消灭副本中的全部怪物
7506	|1.消灭副本中的全部怪物
7507	|1.消灭副本中的全部怪物
7508	|1.消灭副本中的全部怪物
7509	|1.消灭副本中的全部怪物
7510	|1.消灭副本中的全部怪物
7511	|1.消灭副本中的全部怪物
7512	|1.消灭副本中的全部怪物
7513	|1.消灭副本中的全部怪物
7514	|1.消灭副本中的全部怪物
7515	|1.消灭副本中的全部怪物
7516	|1.消灭副本中的全部怪物
7517	|1.消灭副本中的全部怪物
7518	|1.消灭副本中的全部怪物
7519	|1.消灭副本中的全部怪物
7520	|1.消灭副本中的全部怪物
7521	|1.消灭副本中的全部怪物
7522	|1.消灭副本中的全部怪物
7523	|1.消灭副本中的全部怪物
7524	|1.消灭副本中的全部怪物
7525	|1.消灭副本中的全部怪物
7526	|1.消灭副本中的全部怪物
7527	|1.消灭副本中的全部怪物
7528	|1.消灭副本中的全部怪物
7529	|1.消灭副本中的全部怪物
7530	|1.消灭副本中的全部怪物
7531	|1.消灭副本中的全部怪物
7532	|1.消灭副本中的全部怪物
7533	|1.消灭副本中的全部怪物
7534	|1.消灭副本中的全部怪物
7535	|1.消灭副本中的全部怪物
7536	|1.消灭副本中的全部怪物
7537	|1.消灭副本中的全部怪物
7538	|1.消灭副本中的全部怪物
7539	|1.消灭副本中的全部怪物
7540	|1.消灭副本中的全部怪物
7541	|1.消灭副本中的全部怪物
7542	|1.消灭副本中的全部怪物
7543	|1.消灭副本中的全部怪物
7544	|1.消灭副本中的全部怪物
7545	|1.消灭副本中的全部怪物
7801	|1.消灭副本中的全部怪物
7802	|1.消灭副本中的全部怪物
7803	|1.消灭副本中的全部怪物
7804	|1.消灭副本中的全部怪物
7805	|1.消灭副本中的全部怪物
2200	#F6be71|副本目标|n|#F6be71|1.消灭副本中的全部怪物|n|#FF0000|挂机模式|#F6be71|可以使主线剧情更流畅！
2201	#F6be71|副本目标|n|#F6be71|1.消灭副本中的全部怪物|n|#FF0000|挂机模式|#F6be71|可以使主线剧情更流畅！
2202	#F6be71|副本目标|n|#F6be71|1.消灭副本中的全部怪物|n|#FF0000|挂机模式|#F6be71|可以使主线剧情更流畅！
2203	#F6be71|副本目标|n|#F6be71|1.消灭副本中的全部怪物|n|#FF0000|挂机模式|#F6be71|可以使主线剧情更流畅！
2204	#00ff00|机枢九宫是高难度英雄副本，通关后您可以获得坐骑洗髓丹奖励！|n|#F6be71|副本目标|n|#F6be71|1.消灭机枢九宫一的所有守卫|n|#F6be71|2.打败机枢九宫一BOSS文聘
2004	|1.消灭副本中的全部怪物
2005	|1.消灭副本中的全部怪物
3102	|1.消灭副本中的全部怪物
3103	|1.消灭副本中的全部怪物
3104	|1.消灭副本中的全部怪物
3105	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3106	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|小傻傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3107	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|大傻傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3108	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻逗傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3109	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻傻逗周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3110	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|逗傻傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3111	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|二货傻傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3112	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻傻周二货|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3113	#00ff00|星等副本是多人组队副本，可以和亲友一起组队挑战高难度星等。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻二傻周|n|#fff000|小贴士：单人可挑战，建议队伍人数至少2名！
3114	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|逗超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
3115	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|小超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
3116	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|中超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
3117	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|大超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
3118	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|二超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
3119	#00ff00|个人BOSS是Boss挑战型副本，击败Boss后您可以获得稀有的道具奖励。|n|#F6be71|副本目标|n|#F6be71|1.击败副本Boss|#FF0000|傻超毛|n|#fff000|小贴士：提升自身的战斗力可以快速击杀BOSS！
2120	#00ff00|VIP副本是VIP玩家的专属副本，通关后您可以获得大量经验和稀有材料|n|#F6be71|副本目标|n|#F6be71|击败守卫者小马哥！
2121	#00ff00|VIP副本是VIP玩家的专属副本，通关后您可以获得大量经验和稀有材料|n|#F6be71|副本目标|n|#F6be71|击败守卫者春马哥！
2122	#00ff00|VIP副本是VIP玩家的专属副本，通关后您可以获得大量经验和稀有材料|n|#F6be71|副本目标|n|#F6be71|击败守卫者马春哥！
3123	#00ff00|经验副本是无难度福利副本，通关后您可以获得大量经验|n|#F6be71|副本目标|n|#F6be71|击杀200只怪物！
3124	击杀30个小怪后会魔灵首领将会暴怒现身，击杀魔灵首领副本通过。注意：魔灵首领力量很强大，请小心应付
