INT	INT	STRING	STRING	INT	STRING	STRING
25	88	731:1:874|734:1:19	1:146946|6:3770|7:9455	6	ÉäÊÖ¹¬	8¶Î8ÐÇ
25	89	731:1:898|734:1:20	1:150689|6:3866|7:9696	6	ÉäÊÖ¹¬	8¶Î9ÐÇ
25	90	731:1:925|734:1:21	1:154470|6:3963|7:9939	6	ÉäÊÖ¹¬	8¶Î10ÐÇ
25	91	731:1:953|734:1:22	1:158289|6:4061|7:10185	7	ÉäÊÖ¹¬	9¶Î1ÐÇ
25	92	731:1:983|734:1:23	1:162146|6:4160|7:10433	7	ÉäÊÖ¹¬	9¶Î2ÐÇ
25	93	731:1:1049|734:1:23	1:166041|6:4260|7:10684	7	ÉäÊÖ¹¬	9¶Î3ÐÇ
25	94	731:1:1084|734:1:24	1:169974|6:4361|7:10937	7	ÉäÊÖ¹¬	9¶Î4ÐÇ
25	95	731:1:1121|734:1:25	1:173945|6:4463|7:11193	7	ÉäÊÖ¹¬	9¶Î5ÐÇ
25	96	731:1:1160|734:1:26	1:177954|6:4566|7:11451	7	ÉäÊÖ¹¬	9¶Î6ÐÇ
25	97	731:1:1202|734:1:27	1:182001|6:4670|7:11711	7	ÉäÊÖ¹¬	9¶Î7ÐÇ
25	98	731:1:1247|734:1:28	1:186086|6:4775|7:11974	7	ÉäÊÖ¹¬	9¶Î8ÐÇ
25	99	731:1:1295|734:1:29	1:190209|6:4881|7:12239	7	ÉäÊÖ¹¬	9¶Î9ÐÇ
25	100	731:1:1345|734:1:30	1:194370|6:4988|7:12507	8	ÉäÊÖ¹¬	9¶Î10ÐÇ
24	0	-1	-1	0	ÌìÐ«¹¬	0¶Î0ÐÇ
24	1	731:1:15	1:380|6:10|7:24	0	ÌìÐ«¹¬	0¶Î1ÐÇ
24	2	731:1:16	1:779|6:20|7:50	0	ÌìÐ«¹¬	0¶Î2ÐÇ
24	3	731:1:17	1:1197|6:31|7:77	0	ÌìÐ«¹¬	0¶Î3ÐÇ
24	4	731:1:18	1:1634|6:42|7:105	0	ÌìÐ«¹¬	0¶Î4ÐÇ
24	5	731:1:20	1:2090|6:54|7:134	0	ÌìÐ«¹¬	0¶Î5ÐÇ
24	6	731:1:21	1:2565|6:66|7:165	0	ÌìÐ«¹¬	0¶Î6ÐÇ
24	7	731:1:22	1:3059|6:79|7:197	0	ÌìÐ«¹¬	0¶Î7ÐÇ
24	8	731:1:24	1:3572|6:92|7:230	0	ÌìÐ«¹¬	0¶Î8ÐÇ
24	9	731:1:25	1:4104|6:106|7:264	0	ÌìÐ«¹¬	0¶Î9ÐÇ
24	10	731:1:27	1:4655|6:120|7:299	0	ÌìÐ«¹¬	0¶Î10ÐÇ
24	11	731:1:29	1:5225|6:135|7:336	0	ÌìÐ«¹¬	1¶Î1ÐÇ
24	12	731:1:30	1:5814|6:150|7:374	0	ÌìÐ«¹¬	1¶Î2ÐÇ
24	13	731:1:32	1:6422|6:166|7:413	0	ÌìÐ«¹¬	1¶Î3ÐÇ
24	14	731:1:34	1:7049|6:182|7:453	0	ÌìÐ«¹¬	1¶Î4ÐÇ
24	15	731:1:36	1:7695|6:199|7:495	0	ÌìÐ«¹¬	1¶Î5ÐÇ
24	16	731:1:38	1:8360|6:216|7:538	0	ÌìÐ«¹¬	1¶Î6ÐÇ
24	17	731:1:41	1:9044|6:234|7:582	0	ÌìÐ«¹¬	1¶Î7ÐÇ
24	18	731:1:43	1:9747|6:252|7:627	0	ÌìÐ«¹¬	1¶Î8ÐÇ
24	19	731:1:45	1:10469|6:271|7:673	0	ÌìÐ«¹¬	1¶Î9ÐÇ
24	20	731:1:48	1:11210|6:290|7:721	0	ÌìÐ«¹¬	1¶Î10ÐÇ
24	21	731:1:50	1:11970|6:309|7:770	0	ÌìÐ«¹¬	2¶Î1ÐÇ
24	22	731:1:53	1:12749|6:329|7:820	0	ÌìÐ«¹¬	2¶Î2ÐÇ
24	23	731:1:56	1:13547|6:349|7:871	0	ÌìÐ«¹¬	2¶Î3ÐÇ
24	24	731:1:59	1:14364|6:370|7:924	0	ÌìÐ«¹¬	2¶Î4ÐÇ
24	25	731:1:62	1:15200|6:391|7:978	0	ÌìÐ«¹¬	2¶Î5ÐÇ
24	26	731:1:65	1:16055|6:413|7:1033	0	ÌìÐ«¹¬	2¶Î6ÐÇ
24	27	731:1:68	1:16929|6:435|7:1089	0	ÌìÐ«¹¬	2¶Î7ÐÇ
24	28	731:1:71	1:17822|6:458|7:1146	0	ÌìÐ«¹¬	2¶Î8ÐÇ
24	29	731:1:75	1:18734|6:481|7:1205	0	ÌìÐ«¹¬	2¶Î9ÐÇ
24	30	731:1:79	1:19665|6:505|7:1265	0	ÌìÐ«¹¬	2¶Î10ÐÇ
24	31	731:1:82	1:20615|6:529|7:1326	1	ÌìÐ«¹¬	3¶Î1ÐÇ
24	32	731:1:86	1:21584|6:554|7:1388	1	ÌìÐ«¹¬	3¶Î2ÐÇ
24	33	731:1:90	1:22572|6:579|7:1452	1	ÌìÐ«¹¬	3¶Î3ÐÇ
24	34	731:1:95	1:23579|6:605|7:1517	1	ÌìÐ«¹¬	3¶Î4ÐÇ
24	35	731:1:99	1:24605|6:631|7:1583	1	ÌìÐ«¹¬	3¶Î5ÐÇ
24	36	731:1:104	1:25650|6:658|7:1650	1	ÌìÐ«¹¬	3¶Î6ÐÇ
24	37	731:1:109	1:26714|6:685|7:1718	1	ÌìÐ«¹¬	3¶Î7ÐÇ
24	38	731:1:114	1:27797|6:713|7:1788	1	ÌìÐ«¹¬	3¶Î8ÐÇ
24	39	731:1:119	1:28899|6:741|7:1859	1	ÌìÐ«¹¬	3¶Î9ÐÇ
24	40	731:1:124	1:30020|6:770|7:1931	1	ÌìÐ«¹¬	3¶Î10ÐÇ
24	41	731:1:130	1:31160|6:799|7:2004	2	ÌìÐ«¹¬	4¶Î1ÐÇ
24	42	731:1:135	1:32319|6:829|7:2079	2	ÌìÐ«¹¬	4¶Î2ÐÇ
24	43	731:1:141	1:33497|6:859|7:2155	2	ÌìÐ«¹¬	4¶Î3ÐÇ
24	44	731:1:148	1:34694|6:890|7:2232	2	ÌìÐ«¹¬	4¶Î4ÐÇ
24	45	731:1:154	1:35910|6:921|7:2310	2	ÌìÐ«¹¬	4¶Î5ÐÇ
24	46	731:1:161	1:37145|6:953|7:2389	2	ÌìÐ«¹¬	4¶Î6ÐÇ
24	47	731:1:168	1:38399|6:985|7:2470	2	ÌìÐ«¹¬	4¶Î7ÐÇ
24	48	731:1:175	1:39672|6:1018|7:2552	2	ÌìÐ«¹¬	4¶Î8ÐÇ
24	49	731:1:183	1:40964|6:1051|7:2635	2	ÌìÐ«¹¬	4¶Î9ÐÇ
24	50	731:1:190	1:42275|6:1085|7:2719	2	ÌìÐ«¹¬	4¶Î10ÐÇ
24	51	731:1:198	1:43605|6:1119|7:2805	3	ÌìÐ«¹¬	5¶Î1ÐÇ
24	52	731:1:207	1:44954|6:1154|7:2892	3	ÌìÐ«¹¬	5¶Î2ÐÇ
24	53	731:1:215	1:46322|6:1189|7:2980	3	ÌìÐ«¹¬	5¶Î3ÐÇ
24	54	731:1:224	1:47709|6:1225|7:3069	3	ÌìÐ«¹¬	5¶Î4ÐÇ
24	55	731:1:234	1:49115|6:1261|7:3159	3	ÌìÐ«¹¬	5¶Î5ÐÇ
24	56	731:1:243	1:50540|6:1298|7:3251	3	ÌìÐ«¹¬	5¶Î6ÐÇ
24	57	731:1:253	1:51984|6:1335|7:3344	3	ÌìÐ«¹¬	5¶Î7ÐÇ
24	58	731:1:264	1:53447|6:1373|7:3438	3	ÌìÐ«¹¬	5¶Î8ÐÇ
24	59	731:1:275	1:54929|6:1411|7:3533	3	ÌìÐ«¹¬	5¶Î9ÐÇ
24	60	731:1:303	1:57570|6:1479|7:3703	3	ÌìÐ«¹¬	5¶Î10ÐÇ
24	61	731:1:291|734:1:7	1:60249|6:1548|7:3875	4	ÌìÐ«¹¬	6¶Î1ÐÇ
24	62	731:1:313|734:1:7	1:62966|6:1618|7:4050	4	ÌìÐ«¹¬	6¶Î2ÐÇ
24	63	731:1:336|734:1:7	1:65721|6:1689|7:4227	4	ÌìÐ«¹¬	6¶Î3ÐÇ
24	64	731:1:326|734:1:8	1:68514|6:1761|7:4407	4	ÌìÐ«¹¬	6¶Î4ÐÇ
24	65	731:1:351|734:1:8	1:71345|6:1834|7:4589	4	ÌìÐ«¹¬	6¶Î5ÐÇ
24	66	731:1:376|734:1:8	1:74214|6:1908|7:4774	4	ÌìÐ«¹¬	6¶Î6ÐÇ
24	67	731:1:369|734:1:9	1:77121|6:1983|7:4961	4	ÌìÐ«¹¬	6¶Î7ÐÇ
24	68	731:1:397|734:1:9	1:80066|6:2059|7:5151	4	ÌìÐ«¹¬	6¶Î8ÐÇ
24	69	731:1:425|734:1:9	1:83049|6:2136|7:5343	4	ÌìÐ«¹¬	6¶Î9ÐÇ
24	70	731:1:421|734:1:10	1:86070|6:2213|7:5537	4	ÌìÐ«¹¬	6¶Î10ÐÇ
24	71	731:1:452|734:1:10	1:89129|6:2291|7:5734	5	ÌìÐ«¹¬	7¶Î1ÐÇ
24	72	731:1:450|734:1:11	1:92226|6:2370|7:5933	5	ÌìÐ«¹¬	7¶Î2ÐÇ
24	73	731:1:483|734:1:11	1:95361|6:2450|7:6135	5	ÌìÐ«¹¬	7¶Î3ÐÇ
24	74	731:1:517|734:1:11	1:98534|6:2531|7:6339	5	ÌìÐ«¹¬	7¶Î4ÐÇ
24	75	731:1:518|734:1:12	1:101745|6:2613|7:6546	5	ÌìÐ«¹¬	7¶Î5ÐÇ
24	76	731:1:555|734:1:12	1:104994|6:2696|7:6755	5	ÌìÐ«¹¬	7¶Î6ÐÇ
24	77	731:1:559|734:1:13	1:108281|6:2780|7:6967	5	ÌìÐ«¹¬	7¶Î7ÐÇ
24	78	731:1:598|734:1:13	1:111606|6:2865|7:7181	5	ÌìÐ«¹¬	7¶Î8ÐÇ
24	79	731:1:605|734:1:14	1:114969|6:2951|7:7397	5	ÌìÐ«¹¬	7¶Î9ÐÇ
24	80	731:1:647|734:1:14	1:118370|6:3038|7:7616	5	ÌìÐ«¹¬	7¶Î10ÐÇ
24	81	731:1:657|734:1:15	1:121809|6:3126|7:7837	6	ÌìÐ«¹¬	8¶Î1ÐÇ
24	82	731:1:669|734:1:16	1:125286|6:3215|7:8061	6	ÌìÐ«¹¬	8¶Î2ÐÇ
24	83	731:1:716|734:1:16	1:128801|6:3305|7:8287	6	ÌìÐ«¹¬	8¶Î3ÐÇ
24	84	731:1:731|734:1:17	1:132354|6:3396|7:8516	6	ÌìÐ«¹¬	8¶Î4ÐÇ
24	85	731:1:781|734:1:17	1:135945|6:3488|7:8747	6	ÌìÐ«¹¬	8¶Î5ÐÇ
24	86	731:1:799|734:1:18	1:139574|6:3581|7:8981	6	ÌìÐ«¹¬	8¶Î6ÐÇ
24	87	731:1:819|734:1:19	1:143241|6:3675|7:9217	6	ÌìÐ«¹¬	8¶Î7ÐÇ
24	88	731:1:874|734:1:19	1:146946|6:3770|7:9455	6	ÌìÐ«¹¬	8¶Î8ÐÇ
24	89	731:1:898|734:1:20	1:150689|6:3866|7:9696	6	ÌìÐ«¹¬	8¶Î9ÐÇ
24	90	731:1:925|734:1:21	1:154470|6:3963|7:9939	6	ÌìÐ«¹¬	8¶Î10ÐÇ
24	91	731:1:953|734:1:22	1:158289|6:4061|7:10185	7	ÌìÐ«¹¬	9¶Î1ÐÇ
24	92	731:1:983|734:1:23	1:162146|6:4160|7:10433	7	ÌìÐ«¹¬	9¶Î2ÐÇ
24	93	731:1:1049|734:1:23	1:166041|6:4260|7:10684	7	ÌìÐ«¹¬	9¶Î3ÐÇ
24	94	731:1:1084|734:1:24	1:169974|6:4361|7:10937	7	ÌìÐ«¹¬	9¶Î4ÐÇ
24	95	731:1:1121|734:1:25	1:173945|6:4463|7:11193	7	ÌìÐ«¹¬	9¶Î5ÐÇ
24	96	731:1:1160|734:1:26	1:177954|6:4566|7:11451	7	ÌìÐ«¹¬	9¶Î6ÐÇ
24	97	731:1:1202|734:1:27	1:182001|6:4670|7:11711	7	ÌìÐ«¹¬	9¶Î7ÐÇ
24	98	731:1:1247|734:1:28	1:186086|6:4775|7:11974	7	ÌìÐ«¹¬	9¶Î8ÐÇ
24	99	731:1:1295|734:1:29	1:190209|6:4881|7:12239	7	ÌìÐ«¹¬	9¶Î9ÐÇ
24	100	731:1:1345|734:1:30	1:194370|6:4988|7:12507	8	ÌìÐ«¹¬	9¶Î10ÐÇ
23	0	-1	-1	0	Ìì³Ó¹¬	0¶Î0ÐÇ
23	1	731:1:15	1:380|6:10|7:24	0	Ìì³Ó¹¬	0¶Î1ÐÇ
23	2	731:1:16	1:779|6:20|7:50	0	Ìì³Ó¹¬	0¶Î2ÐÇ
23	3	731:1:17	1:1197|6:31|7:77	0	Ìì³Ó¹¬	0¶Î3ÐÇ
23	4	731:1:18	1:1634|6:42|7:105	0	Ìì³Ó¹¬	0¶Î4ÐÇ
23	5	731:1:20	1:2090|6:54|7:134	0	Ìì³Ó¹¬	0¶Î5ÐÇ
23	6	731:1:21	1:2565|6:66|7:165	0	Ìì³Ó¹¬	0¶Î6ÐÇ
23	7	731:1:22	1:3059|6:79|7:197	0	Ìì³Ó¹¬	0¶Î7ÐÇ
23	8	731:1:24	1:3572|6:92|7:230	0	Ìì³Ó¹¬	0¶Î8ÐÇ
23	9	731:1:25	1:4104|6:106|7:264	0	Ìì³Ó¹¬	0¶Î9ÐÇ
23	10	731:1:27	1:4655|6:120|7:299	0	Ìì³Ó¹¬	0¶Î10ÐÇ
23	11	731:1:29	1:5225|6:135|7:336	0	Ìì³Ó¹¬	1¶Î1ÐÇ
23	12	731:1:30	1:5814|6:150|7:374	0	Ìì³Ó¹¬	1¶Î2ÐÇ
23	13	731:1:32	1:6422|6:166|7:413	0	Ìì³Ó¹¬	1¶Î3ÐÇ
23	14	731:1:34	1:7049|6:182|7:453	0	Ìì³Ó¹¬	1¶Î4ÐÇ
23	15	731:1:36	1:7695|6:199|7:495	0	Ìì³Ó¹¬	1¶Î5ÐÇ
23	16	731:1:38	1:8360|6:216|7:538	0	Ìì³Ó¹¬	1¶Î6ÐÇ
23	17	731:1:41	1:9044|6:234|7:582	0	Ìì³Ó¹¬	1¶Î7ÐÇ
23	18	731:1:43	1:9747|6:252|7:627	0	Ìì³Ó¹¬	1¶Î8ÐÇ
23	19	731:1:45	1:10469|6:271|7:673	0	Ìì³Ó¹¬	1¶Î9ÐÇ
23	20	731:1:48	1:11210|6:290|7:721	0	Ìì³Ó¹¬	1¶Î10ÐÇ
23	21	731:1:50	1:11970|6:309|7:770	0	Ìì³Ó¹¬	2¶Î1ÐÇ
23	22	731:1:53	1:12749|6:329|7:820	0	Ìì³Ó¹¬	2¶Î2ÐÇ
23	23	731:1:56	1:13547|6:349|7:871	0	Ìì³Ó¹¬	2¶Î3ÐÇ
23	24	731:1:59	1:14364|6:370|7:924	0	Ìì³Ó¹¬	2¶Î4ÐÇ
23	25	731:1:62	1:15200|6:391|7:978	0	Ìì³Ó¹¬	2¶Î5ÐÇ
23	26	731:1:65	1:16055|6:413|7:1033	0	Ìì³Ó¹¬	2¶Î6ÐÇ
23	27	731:1:68	1:16929|6:435|7:1089	0	Ìì³Ó¹¬	2¶Î7ÐÇ
23	28	731:1:71	1:17822|6:458|7:1146	0	Ìì³Ó¹¬	2¶Î8ÐÇ
23	29	731:1:75	1:18734|6:481|7:1205	0	Ìì³Ó¹¬	2¶Î9ÐÇ
23	30	731:1:79	1:19665|6:505|7:1265	0	Ìì³Ó¹¬	2¶Î10ÐÇ
23	31	731:1:82	1:20615|6:529|7:1326	1	Ìì³Ó¹¬	3¶Î1ÐÇ
23	32	731:1:86	1:21584|6:554|7:1388	1	Ìì³Ó¹¬	3¶Î2ÐÇ
23	33	731:1:90	1:22572|6:579|7:1452	1	Ìì³Ó¹¬	3¶Î3ÐÇ
23	34	731:1:95	1:23579|6:605|7:1517	1	Ìì³Ó¹¬	3¶Î4ÐÇ
23	35	731:1:99	1:24605|6:631|7:1583	1	Ìì³Ó¹¬	3¶Î5ÐÇ
23	36	731:1:104	1:25650|6:658|7:1650	1	Ìì³Ó¹¬	3¶Î6ÐÇ
23	37	731:1:109	1:26714|6:685|7:1718	1	Ìì³Ó¹¬	3¶Î7ÐÇ
23	38	731:1:114	1:27797|6:713|7:1788	1	Ìì³Ó¹¬	3¶Î8ÐÇ
23	39	731:1:119	1:28899|6:741|7:1859	1	Ìì³Ó¹¬	3¶Î9ÐÇ
23	40	731:1:124	1:30020|6:770|7:1931	1	Ìì³Ó¹¬	3¶Î10ÐÇ
23	41	731:1:130	1:31160|6:799|7:2004	2	Ìì³Ó¹¬	4¶Î1ÐÇ
23	42	731:1:135	1:32319|6:829|7:2079	2	Ìì³Ó¹¬	4¶Î2ÐÇ
23	43	731:1:141	1:33497|6:859|7:2155	2	Ìì³Ó¹¬	4¶Î3ÐÇ
23	44	731:1:148	1:34694|6:890|7:2232	2	Ìì³Ó¹¬	4¶Î4ÐÇ
23	45	731:1:154	1:35910|6:921|7:2310	2	Ìì³Ó¹¬	4¶Î5ÐÇ
23	46	731:1:161	1:37145|6:953|7:2389	2	Ìì³Ó¹¬	4¶Î6ÐÇ
23	47	731:1:168	1:38399|6:985|7:2470	2	Ìì³Ó¹¬	4¶Î7ÐÇ
23	48	731:1:175	1:39672|6:1018|7:2552	2	Ìì³Ó¹¬	4¶Î8ÐÇ
23	49	731:1:183	1:40964|6:1051|7:2635	2	Ìì³Ó¹¬	4¶Î9ÐÇ
23	50	731:1:190	1:42275|6:1085|7:2719	2	Ìì³Ó¹¬	4¶Î10ÐÇ
23	51	731:1:198	1:43605|6:1119|7:2805	3	Ìì³Ó¹¬	5¶Î1ÐÇ
23	52	731:1:207	1:44954|6:1154|7:2892	3	Ìì³Ó¹¬	5¶Î2ÐÇ
23	53	731:1:215	1:46322|6:1189|7:2980	3	Ìì³Ó¹¬	5¶Î3ÐÇ
23	54	731:1:224	1:47709|6:1225|7:3069	3	Ìì³Ó¹¬	5¶Î4ÐÇ
23	55	731:1:234	1:49115|6:1261|7:3159	3	Ìì³Ó¹¬	5¶Î5ÐÇ
23	56	731:1:243	1:50540|6:1298|7:3251	3	Ìì³Ó¹¬	5¶Î6ÐÇ
23	57	731:1:253	1:51984|6:1335|7:3344	3	Ìì³Ó¹¬	5¶Î7ÐÇ
23	58	731:1:264	1:53447|6:1373|7:3438	3	Ìì³Ó¹¬	5¶Î8ÐÇ
23	59	731:1:275	1:54929|6:1411|7:3533	3	Ìì³Ó¹¬	5¶Î9ÐÇ
23	60	731:1:303	1:57570|6:1479|7:3703	3	Ìì³Ó¹¬	5¶Î10ÐÇ
23	61	731:1:291|734:1:7	1:60249|6:1548|7:3875	4	Ìì³Ó¹¬	6¶Î1ÐÇ
23	62	731:1:313|734:1:7	1:62966|6:1618|7:4050	4	Ìì³Ó¹¬	6¶Î2ÐÇ
23	63	731:1:336|734:1:7	1:65721|6:1689|7:4227	4	Ìì³Ó¹¬	6¶Î3ÐÇ
23	64	731:1:326|734:1:8	1:68514|6:1761|7:4407	4	Ìì³Ó¹¬	6¶Î4ÐÇ
23	65	731:1:351|734:1:8	1:71345|6:1834|7:4589	4	Ìì³Ó¹¬	6¶Î5ÐÇ
23	66	731:1:376|734:1:8	1:74214|6:1908|7:4774	4	Ìì³Ó¹¬	6¶Î6ÐÇ
23	67	731:1:369|734:1:9	1:77121|6:1983|7:4961	4	Ìì³Ó¹¬	6¶Î7ÐÇ
23	68	731:1:397|734:1:9	1:80066|6:2059|7:5151	4	Ìì³Ó¹¬	6¶Î8ÐÇ
23	69	731:1:425|734:1:9	1:83049|6:2136|7:5343	4	Ìì³Ó¹¬	6¶Î9ÐÇ
23	70	731:1:421|734:1:10	1:86070|6:2213|7:5537	4	Ìì³Ó¹¬	6¶Î10ÐÇ
23	71	731:1:452|734:1:10	1:89129|6:2291|7:5734	5	Ìì³Ó¹¬	7¶Î1ÐÇ
23	72	731:1:450|734:1:11	1:92226|6:2370|7:5933	5	Ìì³Ó¹¬	7¶Î2ÐÇ
23	73	731:1:483|734:1:11	1:95361|6:2450|7:6135	5	Ìì³Ó¹¬	7¶Î3ÐÇ
23	74	731:1:517|734:1:11	1:98534|6:2531|7:6339	5	Ìì³Ó¹¬	7¶Î4ÐÇ
23	75	731:1:518|734:1:12	1:101745|6:2613|7:6546	5	Ìì³Ó¹¬	7¶Î5ÐÇ
23	76	731:1:555|734:1:12	1:104994|6:2696|7:6755	5	Ìì³Ó¹¬	7¶Î6ÐÇ
23	77	731:1:559|734:1:13	1:108281|6:2780|7:6967	5	Ìì³Ó¹¬	7¶Î7ÐÇ
23	78	731:1:598|734:1:13	1:111606|6:2865|7:7181	5	Ìì³Ó¹¬	7¶Î8ÐÇ
23	79	731:1:605|734:1:14	1:114969|6:2951|7:7397	5	Ìì³Ó¹¬	7¶Î9ÐÇ
23	80	731:1:647|734:1:14	1:118370|6:3038|7:7616	5	Ìì³Ó¹¬	7¶Î10ÐÇ
23	81	731:1:657|734:1:15	1:121809|6:3126|7:7837	6	Ìì³Ó¹¬	8¶Î1ÐÇ
23	82	731:1:669|734:1:16	1:125286|6:3215|7:8061	6	Ìì³Ó¹¬	8¶Î2ÐÇ
23	83	731:1:716|734:1:16	1:128801|6:3305|7:8287	6	Ìì³Ó¹¬	8¶Î3ÐÇ
23	84	731:1:731|734:1:17	1:132354|6:3396|7:8516	6	Ìì³Ó¹¬	8¶Î4ÐÇ
23	85	731:1:781|734:1:17	1:135945|6:3488|7:8747	6	Ìì³Ó¹¬	8¶Î5ÐÇ
23	86	731:1:799|734:1:18	1:139574|6:3581|7:8981	6	Ìì³Ó¹¬	8¶Î6ÐÇ
23	87	731:1:819|734:1:19	1:143241|6:3675|7:9217	6	Ìì³Ó¹¬	8¶Î7ÐÇ
23	88	731:1:874|734:1:19	1:146946|6:3770|7:9455	6	Ìì³Ó¹¬	8¶Î8ÐÇ
23	89	731:1:898|734:1:20	1:150689|6:3866|7:9696	6	Ìì³Ó¹¬	8¶Î9ÐÇ
23	90	731:1:925|734:1:21	1:154470|6:3963|7:9939	6	Ìì³Ó¹¬	8¶Î10ÐÇ
23	91	731:1:953|734:1:22	1:158289|6:4061|7:10185	7	Ìì³Ó¹¬	9¶Î1ÐÇ
23	92	731:1:983|734:1:23	1:162146|6:4160|7:10433	7	Ìì³Ó¹¬	9¶Î2ÐÇ
23	93	731:1:1049|734:1:23	1:166041|6:4260|7:10684	7	Ìì³Ó¹¬	9¶Î3ÐÇ
23	94	731:1:1084|734:1:24	1:169974|6:4361|7:10937	7	Ìì³Ó¹¬	9¶Î4ÐÇ
23	95	731:1:1121|734:1:25	1:173945|6:4463|7:11193	7	Ìì³Ó¹¬	9¶Î5ÐÇ
23	96	731:1:1160|734:1:26	1:177954|6:4566|7:11451	7	Ìì³Ó¹¬	9¶Î6ÐÇ
23	97	731:1:1202|734:1:27	1:182001|6:4670|7:11711	7	Ìì³Ó¹¬	9¶Î7ÐÇ
23	98	731:1:1247|734:1:28	1:186086|6:4775|7:11974	7	Ìì³Ó¹¬	9¶Î8ÐÇ
23	99	731:1:1295|734:1:29	1:190209|6:4881|7:12239	7	Ìì³Ó¹¬	9¶Î9ÐÇ
23	100	731:1:1345|734:1:30	1:194370|6:4988|7:12507	8	Ìì³Ó¹¬	9¶Î10ÐÇ
18	0	-1	-1	0	½ðÅ£¹¬	0¶Î0ÐÇ
18	1	732:1:15	1:1140|6:3|7:8	0	½ðÅ£¹¬	0¶Î1ÐÇ
18	2	732:1:16	1:2337|6:6|7:17	0	½ðÅ£¹¬	0¶Î2ÐÇ
18	3	732:1:17	1:3591|6:10|7:26	0	½ðÅ£¹¬	0¶Î3ÐÇ
18	4	732:1:18	1:4902|6:14|7:35	0	½ðÅ£¹¬	0¶Î4ÐÇ
18	5	732:1:20	1:6270|6:18|7:45	0	½ðÅ£¹¬	0¶Î5ÐÇ
18	6	732:1:21	1:7695|6:22|7:55	0	½ðÅ£¹¬	0¶Î6ÐÇ
18	7	732:1:22	1:9177|6:26|7:66	0	½ðÅ£¹¬	0¶Î7ÐÇ
18	8	732:1:24	1:10716|6:30|7:77	0	½ðÅ£¹¬	0¶Î8ÐÇ
18	9	732:1:25	1:12312|6:35|7:88	0	½ðÅ£¹¬	0¶Î9ÐÇ
18	10	732:1:27	1:13965|6:40|7:100	0	½ðÅ£¹¬	0¶Î10ÐÇ
18	11	732:1:29	1:15675|6:45|7:112	0	½ðÅ£¹¬	1¶Î1ÐÇ
18	12	732:1:30	1:17442|6:50|7:125	0	½ðÅ£¹¬	1¶Î2ÐÇ
18	13	732:1:32	1:19266|6:55|7:138	0	½ðÅ£¹¬	1¶Î3ÐÇ
18	14	732:1:34	1:21147|6:60|7:151	0	½ðÅ£¹¬	1¶Î4ÐÇ
18	15	732:1:36	1:23085|6:66|7:165	0	½ðÅ£¹¬	1¶Î5ÐÇ
18	16	732:1:38	1:25080|6:72|7:179	0	½ðÅ£¹¬	1¶Î6ÐÇ
18	17	732:1:41	1:27132|6:78|7:194	0	½ðÅ£¹¬	1¶Î7ÐÇ
18	18	732:1:43	1:29241|6:84|7:209	0	½ðÅ£¹¬	1¶Î8ÐÇ
18	19	732:1:45	1:31407|6:90|7:224	0	½ðÅ£¹¬	1¶Î9ÐÇ
18	20	732:1:48	1:33630|6:96|7:240	0	½ðÅ£¹¬	1¶Î10ÐÇ
18	21	732:1:50	1:35910|6:102|7:256	0	½ðÅ£¹¬	2¶Î1ÐÇ
18	22	732:1:53	1:38247|6:109|7:273	0	½ðÅ£¹¬	2¶Î2ÐÇ
18	23	732:1:56	1:40641|6:116|7:290	0	½ðÅ£¹¬	2¶Î3ÐÇ
18	24	732:1:59	1:43092|6:123|7:308	0	½ðÅ£¹¬	2¶Î4ÐÇ
18	25	732:1:62	1:45600|6:130|7:326	0	½ðÅ£¹¬	2¶Î5ÐÇ
18	26	732:1:65	1:48165|6:137|7:344	0	½ðÅ£¹¬	2¶Î6ÐÇ
18	27	732:1:68	1:50787|6:144|7:363	0	½ðÅ£¹¬	2¶Î7ÐÇ
18	28	732:1:71	1:53466|6:152|7:382	0	½ðÅ£¹¬	2¶Î8ÐÇ
18	29	732:1:75	1:56202|6:160|7:402	0	½ðÅ£¹¬	2¶Î9ÐÇ
18	30	732:1:79	1:58995|6:168|7:422	0	½ðÅ£¹¬	2¶Î10ÐÇ
18	31	732:1:82	1:61845|6:176|7:442	1	½ðÅ£¹¬	3¶Î1ÐÇ
18	32	732:1:86	1:64752|6:184|7:463	1	½ðÅ£¹¬	3¶Î2ÐÇ
18	33	732:1:90	1:67716|6:192|7:484	1	½ðÅ£¹¬	3¶Î3ÐÇ
18	34	732:1:95	1:70737|6:201|7:506	1	½ðÅ£¹¬	3¶Î4ÐÇ
18	35	732:1:99	1:73815|6:210|7:528	1	½ðÅ£¹¬	3¶Î5ÐÇ
18	36	732:1:104	1:76950|6:219|7:550	1	½ðÅ£¹¬	3¶Î6ÐÇ
18	37	732:1:109	1:80142|6:228|7:573	1	½ðÅ£¹¬	3¶Î7ÐÇ
18	38	732:1:114	1:83391|6:237|7:596	1	½ðÅ£¹¬	3¶Î8ÐÇ
18	39	732:1:119	1:86697|6:246|7:620	1	½ðÅ£¹¬	3¶Î9ÐÇ
18	40	732:1:124	1:90060|6:256|7:644	1	½ðÅ£¹¬	3¶Î10ÐÇ
18	41	732:1:130	1:93480|6:266|7:668	2	½ðÅ£¹¬	4¶Î1ÐÇ
18	42	732:1:135	1:96957|6:276|7:693	2	½ðÅ£¹¬	4¶Î2ÐÇ
