INT	INT	INT	STRING	STRING	INT	STRING
86	91	3000	7:2715|4:3620|5:9050|6:1086	21:1:230	0	#00ff00|淬炼成功率：30%
86	92	3000	7:2773|4:3698|5:9245|6:1109	21:1:230	0	#00ff00|淬炼成功率：30%
86	93	3000	7:2832|4:3776|5:9439|6:1133	21:1:230	0	#00ff00|淬炼成功率：30%
86	94	3000	7:2890|4:3853|5:9634|6:1156	21:1:230	0	#00ff00|淬炼成功率：30%
86	95	3000	7:2948|4:3931|5:9828|6:1179	21:1:230	0	#00ff00|淬炼成功率：30%
86	96	2500	7:3007|4:4009|5:10022|6:1203	21:1:250	0	#00ff00|淬炼成功率：25%
86	97	2500	7:3065|4:4087|5:10217|6:1226	21:1:250	0	#00ff00|淬炼成功率：25%
86	98	2500	7:3123|4:4164|5:10411|6:1249	21:1:250	0	#00ff00|淬炼成功率：25%
86	99	2500	7:3182|4:4242|5:10606|6:1273	21:1:250	0	#00ff00|淬炼成功率：25%
86	100	2500	7:3240|4:4320|5:10800|6:1296	21:1:250	0	#00ff00|淬炼成功率：25%
