INT	INT	INT	INT	INT	INT	INT	INT	INT
21103	50021	1037	116	38	0	0	0	0
21104	50021	1037	107	40	0	0	0	0
21105	50021	1037	101	42	0	0	0	0
21106	50021	1037	104	43	0	0	0	0
21107	50021	1037	109	43	0	0	0	0
21108	50021	1037	114	42	0	0	0	0
21109	50021	1037	106	46	0	0	0	0
21110	50021	1037	110	48	0	0	0	0
21111	50021	1038	54	12	0	0	0	0
21112	50021	1038	55	8	0	0	0	0
21113	50021	1038	59	4	0	0	0	0
21114	50021	1038	64	4	0	0	0	0
21115	50021	1038	69	3	0	0	0	0
21116	50021	1038	67	6	0	0	0	0
21117	50021	1038	71	6	0	0	0	0
21118	50021	1038	73	7	0	0	0	0
21119	50021	1038	76	7	0	0	0	0
21120	50021	1038	62	8	0	0	0	0
21121	50021	1038	59	10	0	0	0	0
21122	50021	1038	69	9	0	0	0	0
21123	50021	1038	65	10	0	0	0	0
21124	50021	1038	75	10	0	0	0	0
21125	50021	1038	78	11	0	0	0	0
21126	50021	1038	62	12	0	0	0	0
21127	50021	1038	66	12	0	0	0	0
21128	50021	1038	72	12	0	0	0	0
21129	50021	1038	75	14	0	0	0	0
21130	50021	1038	79	15	0	0	0	0
21131	50021	1038	60	15	0	0	0	0
21132	50021	1038	65	14	0	0	0	0
21133	50021	1038	71	15	0	0	0	0
21134	50021	1038	63	18	0	0	0	0
21135	50021	1038	68	18	0	0	0	0
21136	50021	1038	73	19	0	0	0	0
21137	50021	1038	77	19	0	0	0	0
21138	50021	1038	70	22	0	0	0	0
21139	50021	1038	68	24	0	0	0	0
21140	50021	1038	73	24	0	0	0	0
21141	50021	1039	16	3	0	0	0	0
21142	50021	1039	25	4	0	0	0	0
21143	50021	1039	21	5	0	0	0	0
21144	50021	1039	14	7	0	0	0	0
21145	50021	1039	21	7	0	0	0	0
21146	50021	1039	28	7	0	0	0	0
21147	50021	1039	18	8	0	0	0	0
21148	50021	1039	9	10	0	0	0	0
21149	50021	1039	12	10	0	0	0	0
21150	50021	1039	15	11	0	0	0	0
21151	50021	1039	21	11	0	0	0	0
21152	50021	1039	24	10	0	0	0	0
21153	50021	1039	29	11	0	0	0	0
21154	50021	1039	18	12	0	0	0	0
21155	50021	1039	4	15	0	0	0	0
21156	50021	1039	6	18	0	0	0	0
21157	50021	1039	8	15	0	0	0	0
21158	50021	1039	9	18	0	0	0	0
21159	50021	1039	10	22	0	0	0	0
21160	50021	1039	12	13	0	0	0	0
21161	50021	1039	16	15	0	0	0	0
21162	50021	1039	13	18	0	0	0	0
21163	50021	1039	20	16	0	0	0	0
21164	50021	1039	23	16	0	0	0	0
21165	50021	1039	27	16	0	0	0	0
21166	50021	1039	17	20	0	0	0	0
21167	50021	1039	22	21	0	0	0	0
21168	50021	1039	19	24	0	0	0	0
21169	50021	1039	14	23	0	0	0	0
21170	50021	1039	15	26	0	0	0	0
21171	50021	1040	15	49	0	0	0	0
21172	50021	1040	12	52	0	0	0	0
21173	50021	1040	8	54	0	0	0	0
21174	50021	1040	15	54	0	0	0	0
21175	50021	1040	19	53	0	0	0	0
21176	50021	1040	11	56	0	0	0	0
21177	50021	1040	4	60	0	0	0	0
21178	50021	1040	3	66	0	0	0	0
21179	50021	1040	7	58	0	0	0	0
21180	50021	1040	8	63	0	0	0	0
21181	50021	1040	10	61	0	0	0	0
21182	50021	1040	13	59	0	0	0	0
21183	50021	1040	17	57	0	0	0	0
21184	50021	1040	21	56	0	0	0	0
21185	50021	1040	15	60	0	0	0	0
21186	50021	1040	18	62	0	0	0	0
21187	50021	1040	21	61	0	0	0	0
21188	50021	1040	26	62	0	0	0	0
21189	50021	1040	14	64	0	0	0	0
21190	50021	1040	11	67	0	0	0	0
21191	50021	1040	7	70	0	0	0	0
21192	50021	1040	10	72	0	0	0	0
21193	50021	1040	14	72	0	0	0	0
21194	50021	1040	16	68	0	0	0	0
21195	50021	1040	20	66	0	0	0	0
21196	50021	1040	19	70	0	0	0	0
21197	50021	1040	26	68	0	0	0	0
21198	50021	1040	23	71	0	0	0	0
21199	50021	1040	18	74	0	0	0	0
21200	50021	1040	14	78	0	0	0	0
21201	50021	1041	17	105	0	0	0	0
21202	50021	1041	18	109	0	0	0	0
21203	50021	1041	23	110	0	0	0	0
21204	50021	1041	14	111	0	0	0	0
21205	50021	1041	11	111	0	0	0	0
21206	50021	1041	12	115	0	0	0	0
21207	50021	1041	15	114	0	0	0	0
21208	50021	1041	19	112	0	0	0	0
21209	50021	1041	8	118	0	0	0	0
21210	50021	1041	5	118	0	0	0	0
21211	50021	1041	8	120	0	0	0	0
21212	50021	1041	13	120	0	0	0	0
21213	50021	1041	15	117	0	0	0	0
21214	50021	1041	19	116	0	0	0	0
21215	50021	1041	22	114	0	0	0	0
21216	50021	1041	26	115	0	0	0	0
21217	50021	1041	19	119	0	0	0	0
21218	50021	1041	23	119	0	0	0	0
21219	50021	1041	12	124	0	0	0	0
21220	50021	1041	16	124	0	0	0	0
21221	50021	1041	21	124	0	0	0	0
21222	50021	1041	28	118	0	0	0	0
21223	50021	1041	31	117	0	0	0	0
21224	50021	1041	28	121	0	0	0	0
21225	50021	1041	26	122	0	0	0	0
21226	50021	1041	29	126	0	0	0	0
21227	50021	1041	24	127	0	0	0	0
21228	50021	1041	19	127	0	0	0	0
21229	50021	1041	32	123	0	0	0	0
21230	50021	1041	35	124	0	0	0	0
21231	50021	1042	55	120	0	0	0	0
21232	50021	1042	54	125	0	0	0	0
21233	50021	1042	58	121	0	0	0	0
21234	50021	1042	58	125	0	0	0	0
21235	50021	1042	62	117	0	0	0	0
21236	50021	1042	62	122	0	0	0	0
21237	50021	1042	59	129	0	0	0	0
21238	50021	1042	64	126	0	0	0	0
21239	50021	1042	66	129	0	0	0	0
21240	50021	1042	67	125	0	0	0	0
21241	50021	1042	66	122	0	0	0	0
21242	50021	1042	65	118	0	0	0	0
21243	50021	1042	67	115	0	0	0	0
21244	50021	1042	69	111	0	0	0	0
21245	50021	1042	70	114	0	0	0	0
21246	50021	1042	73	113	0	0	0	0
21247	50021	1042	76	116	0	0	0	0
21248	50021	1042	73	118	0	0	0	0
21249	50021	1042	70	118	0	0	0	0
21250	50021	1042	68	120	0	0	0	0
21251	50021	1042	70	123	0	0	0	0
21252	50021	1042	73	124	0	0	0	0
21253	50021	1042	71	127	0	0	0	0
21254	50021	1042	75	128	0	0	0	0
21255	50021	1042	78	128	0	0	0	0
21256	50021	1042	80	125	0	0	0	0
21257	50021	1042	79	120	0	0	0	0
21258	50021	1042	76	119	0	0	0	0
21259	50021	1042	73	121	0	0	0	0
21260	50021	1042	76	124	0	0	0	0
25001	50042	26	70	80	0	0	0	0
25002	50042	26	86	103	0	0	0	0
25003	50042	26	123	80	0	0	0	0
25004	50042	26	120	45	0	0	0	0
25005	50042	26	90	27	0	0	0	0
25006	50042	26	57	25	0	0	0	0
25007	50042	26	20	55	0	0	0	0
25008	50042	26	40	103	0	0	0	0
25009	50042	26	72	85	0	0	0	0
25010	50113	27	70	80	0	0	0	0
25011	50113	27	86	103	0	0	0	0
25012	50113	27	123	80	0	0	0	0
25013	50113	27	120	45	0	0	0	0
25014	50113	27	90	27	0	0	0	0
25015	50113	27	57	25	0	0	0	0
25016	50113	27	20	55	0	0	0	0
25017	50113	27	40	103	0	0	0	0
25018	50113	27	72	85	0	0	0	0
25019	50114	28	70	80	0	0	0	0
25020	50114	28	86	103	0	0	0	0
25021	50114	28	123	80	0	0	0	0
25022	50114	28	120	45	0	0	0	0
25023	50114	28	90	27	0	0	0	0
25024	50114	28	57	25	0	0	0	0
25025	50114	28	20	55	0	0	0	0
25026	50114	28	40	103	0	0	0	0
25027	50114	28	72	85	0	0	0	0
25028	50115	29	70	80	0	0	0	0
25029	50115	29	86	103	0	0	0	0
25030	50115	29	123	80	0	0	0	0
25031	50115	29	120	45	0	0	0	0
25032	50115	29	90	27	0	0	0	0
25033	50115	29	57	25	0	0	0	0
25034	50115	29	20	55	0	0	0	0
25035	50115	29	40	103	0	0	0	0
25036	50115	29	72	85	0	0	0	0
25037	50141	9001	25	98	0	0	0	0
25038	50141	9002	33	98	0	0	0	0
25039	50141	9003	23	55	0	0	0	0
25040	50141	9004	28	57	0	0	0	0
25041	50141	9001	27	27	0	0	0	0
25042	50141	9002	33	27	0	0	0	0
25043	50141	9003	58	82	0	0	0	0
25044	50141	9004	66	90	0	0	0	0
25045	50141	9001	97	101	0	0	0	0
25046	50141	9002	101	95	0	0	0	0
25047	50141	9003	102	69	0	0	0	0
25048	50141	9004	108	71	0	0	0	0
25049	50141	9001	62	52	0	0	0	0
25050	50141	9002	66	56	0	0	0	0
25051	50141	9003	88	21	0	0	0	0
25052	50141	9004	92	25	0	0	0	0
25053	50142	9001	25	98	0	0	0	0
25054	50142	9002	33	98	0	0	0	0
25055	50142	9003	23	55	0	0	0	0
25056	50142	9004	28	57	0	0	0	0
25057	50142	9001	27	27	0	0	0	0
25058	50142	9002	33	27	0	0	0	0
25059	50142	9003	58	82	0	0	0	0
25060	50142	9004	66	90	0	0	0	0
25061	50142	9001	97	101	0	0	0	0
25062	50142	9002	101	95	0	0	0	0
25063	50142	9003	102	69	0	0	0	0
25064	50142	9004	108	71	0	0	0	0
25065	50142	9001	62	52	0	0	0	0
25066	50142	9002	66	56	0	0	0	0
25067	50142	9003	88	21	0	0	0	0
25068	50142	9004	92	25	0	0	0	0
25069	50143	9001	25	98	0	0	0	0
25070	50143	9002	33	98	0	0	0	0
25071	50143	9003	23	55	0	0	0	0
25072	50143	9004	28	57	0	0	0	0
25073	50143	9001	27	27	0	0	0	0
25074	50143	9002	33	27	0	0	0	0
25075	50143	9003	58	82	0	0	0	0
25076	50143	9004	66	90	0	0	0	0
25077	50143	9001	97	101	0	0	0	0
25078	50143	9002	101	95	0	0	0	0
25079	50143	9003	102	69	0	0	0	0
25080	50143	9004	108	71	0	0	0	0
25081	50143	9001	62	52	0	0	0	0
25082	50143	9002	66	56	0	0	0	0
25083	50143	9003	88	21	0	0	0	0
25084	50143	9004	92	25	0	0	0	0
25085	50144	9001	25	98	0	0	0	0
25086	50144	9002	33	98	0	0	0	0
25087	50144	9003	23	55	0	0	0	0
25088	50144	9004	28	57	0	0	0	0
25089	50144	9001	27	27	0	0	0	0
25090	50144	9002	33	27	0	0	0	0
25091	50144	9003	58	82	0	0	0	0
25092	50144	9004	66	90	0	0	0	0
25093	50144	9001	97	101	0	0	0	0
25094	50144	9002	101	95	0	0	0	0
25095	50144	9003	102	69	0	0	0	0
25096	50144	9004	108	71	0	0	0	0
25097	50144	9001	62	52	0	0	0	0
25098	50144	9002	66	56	0	0	0	0
25099	50144	9003	88	21	0	0	0	0
25100	50144	9004	92	25	0	0	0	0
25101	50145	9001	25	98	0	0	0	0
25102	50145	9002	33	98	0	0	0	0
25103	50145	9003	23	55	0	0	0	0
25104	50145	9004	28	57	0	0	0	0
25105	50145	9001	27	27	0	0	0	0
25106	50145	9002	33	27	0	0	0	0
25107	50145	9003	58	82	0	0	0	0
25108	50145	9004	66	90	0	0	0	0
25109	50145	9001	97	101	0	0	0	0
25110	50145	9002	101	95	0	0	0	0
25111	50145	9003	102	69	0	0	0	0
25112	50145	9004	108	71	0	0	0	0
25113	50145	9001	62	52	0	0	0	0
25114	50145	9002	66	56	0	0	0	0
25115	50145	9003	88	21	0	0	0	0
25116	50145	9004	92	25	0	0	0	0
25117	50146	9001	25	98	0	0	0	0
25118	50146	9002	33	98	0	0	0	0
25119	50146	9003	23	55	0	0	0	0
25120	50146	9004	28	57	0	0	0	0
25121	50146	9001	27	27	0	0	0	0
25122	50146	9002	33	27	0	0	0	0
25123	50146	9003	58	82	0	0	0	0
25124	50146	9004	66	90	0	0	0	0
25125	50146	9001	97	101	0	0	0	0
25126	50146	9002	101	95	0	0	0	0
25127	50146	9003	102	69	0	0	0	0
25128	50146	9004	108	71	0	0	0	0
25129	50146	9001	62	52	0	0	0	0
25130	50146	9002	66	56	0	0	0	0
25131	50146	9003	88	21	0	0	0	0
25132	50146	9004	92	25	0	0	0	0
25133	50147	9001	25	98	0	0	0	0
25134	50147	9002	33	98	0	0	0	0
25135	50147	9003	23	55	0	0	0	0
25136	50147	9004	28	57	0	0	0	0
25137	50147	9001	27	27	0	0	0	0
25138	50147	9002	33	27	0	0	0	0
25139	50147	9003	58	82	0	0	0	0
25140	50147	9004	66	90	0	0	0	0
25141	50147	9001	97	101	0	0	0	0
25142	50147	9002	101	95	0	0	0	0
25143	50147	9003	102	69	0	0	0	0
25144	50147	9004	108	71	0	0	0	0
25145	50147	9001	62	52	0	0	0	0
25146	50147	9002	66	56	0	0	0	0
25147	50147	9003	88	21	0	0	0	0
25148	50147	9004	92	25	0	0	0	0
25149	50148	9001	25	98	0	0	0	0
25150	50148	9002	33	98	0	0	0	0
25151	50148	9003	23	55	0	0	0	0
25152	50148	9004	28	57	0	0	0	0
25153	50148	9001	27	27	0	0	0	0
25154	50148	9002	33	27	0	0	0	0
25155	50148	9003	58	82	0	0	0	0
25156	50148	9004	66	90	0	0	0	0
25157	50148	9001	97	101	0	0	0	0
25158	50148	9002	101	95	0	0	0	0
25159	50148	9003	102	69	0	0	0	0
25160	50148	9004	108	71	0	0	0	0
25161	50148	9001	62	52	0	0	0	0
25162	50148	9002	66	56	0	0	0	0
25163	50148	9003	88	21	0	0	0	0
25164	50148	9004	92	25	0	0	0	0
25165	50149	9001	25	98	0	0	0	0
25166	50149	9002	33	98	0	0	0	0
25167	50149	9003	23	55	0	0	0	0
25168	50149	9004	28	57	0	0	0	0
25169	50149	9001	27	27	0	0	0	0
25170	50149	9002	33	27	0	0	0	0
25171	50149	9003	58	82	0	0	0	0
25172	50149	9004	66	90	0	0	0	0
25173	50149	9001	97	101	0	0	0	0
25174	50149	9002	101	95	0	0	0	0
25175	50149	9003	102	69	0	0	0	0
25176	50149	9004	108	71	0	0	0	0
25177	50149	9001	62	52	0	0	0	0
25178	50149	9002	66	56	0	0	0	0
25179	50149	9003	88	21	0	0	0	0
25180	50149	9004	92	25	0	0	0	0
25181	50150	9001	25	98	0	0	0	0
25182	50150	9002	33	98	0	0	0	0
25183	50150	9003	23	55	0	0	0	0
25184	50150	9004	28	57	0	0	0	0
25185	50150	9001	27	27	0	0	0	0
25186	50150	9002	33	27	0	0	0	0
25187	50150	9003	58	82	0	0	0	0
25188	50150	9004	66	90	0	0	0	0
25189	50150	9001	97	101	0	0	0	0
25190	50150	9002	101	95	0	0	0	0
25191	50150	9003	102	69	0	0	0	0
25192	50150	9004	108	71	0	0	0	0
25193	50150	9001	62	52	0	0	0	0
25194	50150	9002	66	56	0	0	0	0
25195	50150	9003	88	21	0	0	0	0
25196	50150	9004	92	25	0	0	0	0
25197	50151	9031	20	20	0	0	0	0
25198	50151	9032	18	26	0	0	0	0
25199	50151	9033	26	18	0	0	0	0
25200	50151	9034	33	25	0	0	0	0
25201	50151	9035	25	33	0	0	0	0
25202	50035	30001	48	81	0	0	0	0
25203	50036	30002	48	81	0	0	0	0
25204	50037	30003	48	81	0	0	0	0
25205	50038	30004	48	81	0	0	0	0
25206	50112	30005	48	81	0	0	0	0
25301	50107	30	31	200	0	0	0	0
25302	50107	32	84	200	0	0	0	0
25303	50107	30	80	151	0	0	0	0
25304	50107	32	35	81	0	0	0	0
25305	50107	30	101	100	0	0	0	0
25306	50107	32	131	150	0	0	0	0
25307	50116	31	31	200	0	0	0	0
25308	50116	33	84	200	0	0	0	0
25309	50116	31	80	151	0	0	0	0
25310	50116	33	35	81	0	0	0	0
25311	50116	31	101	100	0	0	0	0
25312	50116	33	131	150	0	0	0	0
30001	50106	13009	236	155	0	0	0	15
30002	50106	13010	228	143	0	0	0	15
30003	50106	13011	223	122	0	0	0	15
30004	50106	13012	218	103	0	0	0	15
30005	50106	13013	212	83	0	0	0	15
30006	50106	13014	198	49	0	0	0	15
30007	50106	13015	188	21	0	0	0	15
30008	50106	13016	176	10	0	0	0	15
30009	50140	13009	179	8	0	0	0	15
30010	50140	13010	183	12	0	0	0	15
30011	50140	13011	189	18	0	0	0	15
30012	50140	13012	199	18	0	0	0	15
30013	50140	13013	208	19	0	0	0	15
30014	50140	13014	216	21	0	0	0	15
30015	50140	13015	225	30	0	0	0	15
30016	50140	13016	235	33	0	0	0	15
40001	50141	22	33	32	0	0	0	0
40002	50141	23	28	54	0	0	0	0
40003	50141	24	24	76	0	0	0	0
40004	50141	25	28	98	0	0	0	0
40005	50141	22	48	71	0	0	0	0
40006	50141	23	67	89	0	0	0	0
40007	50141	24	87	96	0	0	0	0
40008	50141	25	107	107	0	0	0	0
40009	50141	22	104	72	0	0	0	0
40010	50141	23	75	62	0	0	0	0
40011	50141	24	67	39	0	0	0	0
40012	50141	25	92	22	0	0	0	0
40013	50142	22	33	32	0	0	0	0
40014	50142	23	28	54	0	0	0	0
40015	50142	24	24	76	0	0	0	0
40016	50142	25	28	98	0	0	0	0
40017	50142	22	48	71	0	0	0	0
40018	50142	23	67	89	0	0	0	0
40019	50142	24	87	96	0	0	0	0
40020	50142	25	107	107	0	0	0	0
40021	50142	22	104	72	0	0	0	0
40022	50142	23	75	62	0	0	0	0
40023	50142	24	67	39	0	0	0	0
40024	50142	25	92	22	0	0	0	0
40025	50143	22	33	32	0	0	0	0
40026	50143	23	28	54	0	0	0	0
40027	50143	24	24	76	0	0	0	0
40028	50143	25	28	98	0	0	0	0
40029	50143	22	48	71	0	0	0	0
40030	50143	23	67	89	0	0	0	0
40031	50143	24	87	96	0	0	0	0
40032	50143	25	107	107	0	0	0	0
40033	50143	22	104	72	0	0	0	0
40034	50143	23	75	62	0	0	0	0
40035	50143	24	67	39	0	0	0	0
40036	50143	25	92	22	0	0	0	0
40037	50144	22	33	32	0	0	0	0
40038	50144	23	28	54	0	0	0	0
40039	50144	24	24	76	0	0	0	0
40040	50144	25	28	98	0	0	0	0
40041	50144	22	48	71	0	0	0	0
40042	50144	23	67	89	0	0	0	0
40043	50144	24	87	96	0	0	0	0
40044	50144	25	107	107	0	0	0	0
40045	50144	22	104	72	0	0	0	0
40046	50144	23	75	62	0	0	0	0
40047	50144	24	67	39	0	0	0	0
40048	50144	25	92	22	0	0	0	0
40049	50145	22	33	32	0	0	0	0
40050	50145	23	28	54	0	0	0	0
40051	50145	24	24	76	0	0	0	0
40052	50145	25	28	98	0	0	0	0
40053	50145	22	48	71	0	0	0	0
40054	50145	23	67	89	0	0	0	0
40055	50145	24	87	96	0	0	0	0
40056	50145	25	107	107	0	0	0	0
40057	50145	22	104	72	0	0	0	0
40058	50145	23	75	62	0	0	0	0
40059	50145	24	67	39	0	0	0	0
40060	50145	25	92	22	0	0	0	0
40061	50146	22	33	32	0	0	0	0
40062	50146	23	28	54	0	0	0	0
40063	50146	24	24	76	0	0	0	0
40064	50146	25	28	98	0	0	0	0
40065	50146	22	48	71	0	0	0	0
40066	50146	23	67	89	0	0	0	0
40067	50146	24	87	96	0	0	0	0
40068	50146	25	107	107	0	0	0	0
40069	50146	22	104	72	0	0	0	0
40070	50146	23	75	62	0	0	0	0
40071	50146	24	67	39	0	0	0	0
40072	50146	25	92	22	0	0	0	0
40073	50147	22	33	32	0	0	0	0
40074	50147	23	28	54	0	0	0	0
40075	50147	24	24	76	0	0	0	0
40076	50147	25	28	98	0	0	0	0
40077	50147	22	48	71	0	0	0	0
40078	50147	23	67	89	0	0	0	0
40079	50147	24	87	96	0	0	0	0
40080	50147	25	107	107	0	0	0	0
40081	50147	22	104	72	0	0	0	0
40082	50147	23	75	62	0	0	0	0
40083	50147	24	67	39	0	0	0	0
40084	50147	25	92	22	0	0	0	0
40085	50148	22	33	32	0	0	0	0
40086	50148	23	28	54	0	0	0	0
40087	50148	24	24	76	0	0	0	0
40088	50148	25	28	98	0	0	0	0
40089	50148	22	48	71	0	0	0	0
40090	50148	23	67	89	0	0	0	0
40091	50148	24	87	96	0	0	0	0
40092	50148	25	107	107	0	0	0	0
40093	50148	22	104	72	0	0	0	0
40094	50148	23	75	62	0	0	0	0
40095	50148	24	67	39	0	0	0	0
40096	50148	25	92	22	0	0	0	0
40097	50149	22	33	32	0	0	0	0
40098	50149	23	28	54	0	0	0	0
40099	50149	24	24	76	0	0	0	0
40100	50149	25	28	98	0	0	0	0
40101	50149	22	48	71	0	0	0	0
40102	50149	23	67	89	0	0	0	0
40103	50149	24	87	96	0	0	0	0
40104	50149	25	107	107	0	0	0	0
40105	50149	22	104	72	0	0	0	0
40106	50149	23	75	62	0	0	0	0
40107	50149	24	67	39	0	0	0	0
40108	50149	25	92	22	0	0	0	0
40109	50150	22	33	32	0	0	0	0
40110	50150	23	28	54	0	0	0	0
40111	50150	24	24	76	0	0	0	0
40112	50150	25	28	98	0	0	0	0
40113	50150	22	48	71	0	0	0	0
40114	50150	23	67	89	0	0	0	0
40115	50150	24	87	96	0	0	0	0
40116	50150	25	107	107	0	0	0	0
40117	50150	22	104	72	0	0	0	0
40118	50150	23	75	62	0	0	0	0
40119	50150	24	67	39	0	0	0	0
40120	50150	25	92	22	0	0	0	0
100000	50154	31000	40	37	0	0	0	0
100001	50157	31001	40	37	0	0	0	0
100002	50158	31002	40	37	0	0	0	0
100003	50172	31003	40	37	0	0	0	0
110000	50162	34001	31	35	0	0	0	0
110001	50163	34002	31	35	0	0	0	0
110002	50164	34003	31	35	0	0	0	0
110003	50165	34004	31	35	0	0	0	0
110004	50166	34005	31	35	0	0	0	0
110005	50167	34006	29	30	0	0	0	0
200000	50102	32000	146	31	0	0	0	0
200001	50103	32000	30	58	0	0	0	0
200002	50092	32000	17	45	0	0	0	0
200003	50094	32000	70	28	0	0	0	0
200004	50131	32001	61	55	0	0	0	0
200005	50132	32001	80	70	0	0	0	0
200006	50052	32001	16	70	0	0	0	0
200007	50093	32001	23	90	0	0	0	0
200008	50139	32002	68	60	0	0	0	0
200009	50155	32002	92	30	0	0	0	0
200010	50159	32002	111	45	0	0	0	0
200011	50160	32002	77	17	0	0	0	0
200012	50070	32003	31	42	0	0	0	0
200013	50071	32003	37	44	0	0	0	0
200014	50072	32003	15	48	0	0	0	0
200015	50073	32003	106	48	0	0	0	0
201001	51005	36011	31	35	0	0	0	0
201002	51010	36012	31	35	0	0	0	0
201003	51015	36013	31	35	0	0	0	0
201004	51020	36014	31	35	0	0	0	0
201005	51025	36015	31	35	0	0	0	0
201006	51030	36016	31	35	0	0	0	0
201007	51035	36017	31	35	0	0	0	0
201008	51040	36018	31	35	0	0	0	0
201009	51045	36019	31	35	0	0	0	0
201010	51050	36020	31	35	0	0	0	0
201011	51055	36021	31	35	0	0	0	0
201012	51060	36022	31	35	0	0	0	0
201013	51065	36023	31	35	0	0	0	0
201014	51070	36024	31	35	0	0	0	0
201015	51075	36025	31	35	0	0	0	0
201016	51080	36026	31	35	0	0	0	0
201017	51085	36027	31	35	0	0	0	0
201018	51090	36028	31	35	0	0	0	0
201019	51095	36029	31	35	0	0	0	0
201020	51100	36030	31	35	0	0	0	0
202002	80001	50001	33	106	0	0	0	0
300001	50002	60001	24	112	0	0	0	0
300002	50002	60002	31	111	0	0	0	0
300003	50002	60003	37	111	0	0	0	0
300004	50002	60004	44	114	0	0	0	0
300005	50002	60005	52	112	0	0	0	0
300006	50002	60006	58	110	0	0	0	0
300007	50002	60007	64	108	0	0	0	0
300008	50002	60008	70	102	0	0	0	0
300009	50002	60009	76	96	0	0	0	0
300010	50002	60010	70	88	0	0	0	0
300011	50002	60011	70	80	0	0	0	0
300012	50002	60012	74	72	0	0	0	0
300013	50002	60013	78	68	0	0	0	0
300014	50002	60014	83	63	0	0	0	0
300015	50002	60015	77	57	0	0	0	0
300016	50002	60016	71	51	0	0	0	0
300017	50002	60017	77	45	0	0	0	0
300018	50002	60018	77	37	0	0	0	0
300019	50002	60019	83	31	0	0	0	0
300020	50002	60020	91	30	0	0	0	0
300021	50002	60021	95	30	0	0	0	0
300022	50002	60022	99	34	0	0	0	0
300023	50002	60023	105	30	0	0	0	0
300024	50002	60024	111	26	0	0	0	0
300025	50002	60025	117	30	0	0	0	0
300026	50002	60026	114	39	0	0	0	0
300027	50002	60027	110	45	0	0	0	0
300028	50002	60028	102	47	0	0	0	0
300029	50002	60029	94	47	0	0	0	0
300030	50002	60030	94	53	0	0	0	0
300031	50002	60031	94	60	0	0	0	0
300032	50002	60032	94	66	0	0	0	0
300033	50002	60033	102	64	0	0	0	0
300034	50002	60034	107	66	0	0	0	0
300035	50002	60035	113	72	0	0	0	0
300036	50002	60036	120	75	0	0	0	0
300037	50002	60037	125	78	0	0	0	0
300038	50002	60038	130	81	0	0	0	0
300039	50002	60039	132	70	0	0	0	0
300040	50002	60040	139	67	0	0	0	0
300041	50002	60041	143	69	0	0	0	0
300042	50002	60042	140	76	0	0	0	0
300043	50002	60043	140	82	0	0	0	0
300044	50002	60044	140	87	0	0	0	0
300045	50002	60045	141	94	0	0	0	0
300046	50002	60046	141	102	0	0	0	0
300047	50002	60047	141	108	0	0	0	0
300048	50002	60048	132	113	0	0	0	0
300049	50002	60049	141	117	0	0	0	0
300050	50002	60050	149	115	0	0	0	0
300051	50002	60051	155	115	0	0	0	0
300052	50002	60052	155	121	0	0	0	0
300053	50002	60053	149	126	0	0	0	0
300054	50002	60054	152	87	0	0	0	0
300055	50002	60055	158	87	0	0	0	0
300056	50002	60056	163	89	0	0	0	0
300057	50002	60057	165	81	0	0	0	0
300058	50002	60058	173	81	0	0	0	0
300059	50002	60059	173	85	0	0	0	0
300060	50002	60060	173	90	0	0	0	0
300061	50002	60061	178	91	0	0	0	0
300062	50002	60062	178	85	0	0	0	0
300063	50002	60063	178	79	0	0	0	0
300064	50002	60064	182	79	0	0	0	0
300065	50002	60065	186	84	0	0	0	0
300066	50002	60066	117	41	0	0	0	0
300067	50002	60067	123	36	0	0	0	0
300068	50002	60068	123	28	0	0	0	0
300069	50002	60069	103	54	0	0	0	0
300070	50002	60070	105	58	0	0	0	0
300071	50002	60071	111	62	0	0	0	0
