INT	STRING	INT	INT	INT	STRING
30930	魔剑移动	30900	60	12	102:2:28:157:27:153:27:153:-1
30931	魔剑移动	30900	60	12	103:2:27:153:28:151:28:151:-1
30932	魔剑移动	30900	60	12	104:2:28:151:30:150:30:150:-1
30933	魔剑移动	30900	60	12	105:2:30:150:31:151:31:151:-1
30934	魔剑移动	30900	60	12	106:2:31:151:32:153:32:153:-1
30935	魔剑移动	30900	60	12	107:2:32:153:31:157:31:157:-1
30936	魔剑移动	30900	60	12	108:2:31:157:30:158:30:158:-1
30937	魔剑移动	30900	70	12	108:2:30:158:28:157:28:157:-1
30938	魔剑移动	30900	70	12	101:2:28:157:27:153:27:153:-1
30939	魔剑移动	30900	70	12	102:2:27:153:28:151:28:151:-1
30940	魔剑移动	30900	70	12	103:2:28:151:30:150:30:150:-1
30941	魔剑移动	30900	70	12	104:2:30:150:31:151:31:151:-1
30942	魔剑移动	30900	70	12	105:2:31:151:32:153:32:153:-1
30943	魔剑移动	30900	70	12	106:2:32:153:31:157:31:157:-1
30944	魔剑移动	30900	70	12	107:2:31:157:30:158:30:158:-1
30945	魔剑移动	30900	80	12	107:2:30:158:28:157:28:157:-1
30946	魔剑移动	30900	80	12	108:2:28:157:27:153:27:153:-1
30947	魔剑移动	30900	80	12	101:2:27:153:28:151:28:151:-1
30948	魔剑移动	30900	80	12	102:2:28:151:30:150:30:150:-1
30949	魔剑移动	30900	80	12	103:2:30:150:31:151:31:151:-1
30950	魔剑移动	30900	80	12	104:2:31:151:32:153:32:153:-1
30951	魔剑移动	30900	80	12	105:2:32:153:31:157:31:157:-1
30952	魔剑移动	30900	80	12	106:2:31:157:30:158:30:158:-1
30953	魔剑移动	30900	90	12	106:2:30:158:28:157:28:157:-1
30954	魔剑移动	30900	90	12	107:2:28:157:27:153:27:153:-1
30955	魔剑移动	30900	90	12	108:2:27:153:28:151:28:151:-1
30956	魔剑移动	30900	90	12	101:2:28:151:30:150:30:150:-1
30957	魔剑移动	30900	90	12	102:2:30:150:31:151:31:151:-1
30958	魔剑移动	30900	90	12	103:2:31:151:32:153:32:153:-1
30959	魔剑移动	30900	90	12	104:2:32:153:31:157:31:157:-1
30960	魔剑移动	30900	90	12	105:2:31:157:30:158:30:158:-1
30961	魔剑移动	30900	100	12	105:2:30:158:28:157:28:157:-1
30962	魔剑移动	30900	100	12	106:2:28:157:27:153:27:153:-1
30963	魔剑移动	30900	100	12	107:2:27:153:28:151:28:151:-1
30964	魔剑移动	30900	100	12	108:2:28:151:30:150:30:150:-1
30965	魔剑移动	30900	100	12	101:2:30:150:31:151:31:151:-1
30966	魔剑移动	30900	100	12	102:2:31:151:32:153:32:153:-1
30967	魔剑移动	30900	100	12	103:2:32:153:31:157:31:157:-1
30968	魔剑移动	30900	100	12	104:2:31:157:30:158:30:158:-1
30969	魔剑朝向	30900	110	19	101:03:00
30970	魔剑朝向	30900	110	19	102:02:00
30971	魔剑朝向	30900	110	19	103:01:00
30972	魔剑朝向	30900	110	19	104:00:00
30973	魔剑朝向	30900	110	19	105:07:00
30974	魔剑朝向	30900	110	19	106:06:00
30975	魔剑朝向	30900	110	19	107:05:00
30976	魔剑朝向	30900	110	19	108:04:00
30977	魔剑移动	30900	120	12	104:2:30:158:30:186:30:186:-1
30978	魔剑移动	30900	120	12	105:2:28:157:17:179:17:179:-1
30979	魔剑移动	30900	120	12	106:2:27:153:17:153:17:153:-1
30980	魔剑移动	30900	120	12	107:2:28:151:20:134:20:134:-1
30981	魔剑移动	30900	120	12	108:2:30:150:29:111:29:111:-1
30982	魔剑移动	30900	120	12	101:2:31:151:48:117:48:117:-1
30983	魔剑移动	30900	120	12	102:2:32:153:48:153:48:153:-1
30984	魔剑移动	30900	120	12	103:2:31:157:40:175:40:175:-1
30985	魔剑朝向	30900	121	19	101:03:00
30986	魔剑朝向	30900	121	19	102:02:00
30987	魔剑朝向	30900	121	19	103:01:00
30988	魔剑朝向	30900	121	19	104:00:00
30989	魔剑朝向	30900	121	19	105:07:00
30990	魔剑朝向	30900	121	19	106:06:00
30991	魔剑朝向	30900	121	19	107:05:00
30992	魔剑朝向	30900	121	19	108:04:00
30993	移除	30900	149	15	101:02:00
30994	移除	30900	149	15	102:02:00
30995	移除	30900	149	15	103:02:00
30996	移除	30900	149	15	104:02:00
30997	移除	30900	149	15	105:02:00
30998	移除	30900	149	15	106:02:00
30999	移除	30900	149	15	107:02:00
31000	移除	30900	149	15	108:02:00
31001	移除	30900	149	15	100:02:00
31002	结束	30900	150	3	30900
31100	开始	31100	0	1	0
31101	建立张良	31100	1	11	1:50:50004:20:101:100:100:60
31102	张良转向	31100	2	19	50:07:00
31103	张良攻击	31100	30	13	50
31104	张良站立	31100	36	18	50
31105	朱雀出现！	31100	40	11	1:56:50007:19:95:100:100:60
31106	出现特效	31100	41	17	3096:56:2:0:0:0:1:56:2:999:0:0:0
31107	张良说话	31100	30	16	50:2:出来吧我的IP5s！
31108	移除张良	31100	89	15	50:02:00
31109	移除ip5	31100	89	15	56:02:00
31110	朱雀转向	31100	41	19	56:07:00
31111	建立魏兵	31100	1	11	1:51:50001:14:106:100:100:60
31112	建立魏兵	31100	1	11	1:52:50001:13:111:100:100:60
31113	建立魏兵	31100	1	11	1:53:50003:14:114:100:100:60
31114	建立魏兵	31100	1	11	1:54:50001:16:116:100:100:60
31115	建立魏兵	31100	1	11	1:55:50001:17:116:100:100:60
31116	魏兵移动	31100	30	12	51:2:14:106:17:99:17:99:-1
31117	魏兵移动	31100	30	12	52:2:13:111:17:103:17:103:-1
31118	魏兵移动	31100	30	12	53:2:14:114:18:105:18:105:-1
31119	魏兵移动	31100	30	12	54:2:16:116:20:106:20:106:-1
31120	魏兵移动	31100	30	12	55:2:17:116:21:107:21:107:-1
31121	朱雀攻击	31100	50	13	56
31122	朱雀站立	31100	58	18	56
31123	朱雀之炎	31100	58	17	1001:51:2:0:0:0:1:51:2:999:0:0:0
31124	朱雀之炎	31100	59	17	1001:52:2:0:0:0:1:52:2:999:0:0:0
31125	朱雀之炎	31100	60	17	1001:53:2:0:0:0:1:53:2:999:0:0:0
31126	朱雀之炎	31100	61	17	1001:54:2:0:0:0:1:54:2:999:0:0:0
31127	朱雀之炎	31100	62	17	1001:55:2:0:0:0:1:55:2:999:0:0:0
31128	魏兵死亡	31100	59	14	51
31129	魏兵死亡	31100	60	14	52
31130	魏兵死亡	31100	61	14	53
31131	魏兵死亡	31100	62	14	54
31132	魏兵死亡	31100	63	14	55
31133	移除	31100	79	15	51:02:00
31134	移除	31100	80	15	52:02:00
31135	移除	31100	81	15	53:02:00
31136	移除	31100	82	15	54:02:00
31137	移除	31100	83	15	55:02:00
31138	结束	31100	90	2	-1
31200	副本开始	31200	0	1	0
31201	刷出弟子	31200	1	11	1:1:50009:13:35:100:100:60
31202	出现特效	31200	2	17	3099:1:2:0:0:0:1:1:2:999:0:0:0
31203	弟子转向	31200	2	19	1:00
31204	移除弟子	31200	9	15	1:02
31205	结束	31200	10	2	-1
31210	山路小兵	31210	0	1	0
31211	刷出弟子	31210	1	11	1:2:50009:14:38:100:100:60
31212	弟子转向	31210	2	19	2:07
31213	刷出魏兵	31210	1	11	1:3:50001:12:41:100:100:60
31214	魏兵转向	31210	2	19	3:03
31215	弟子攻击	31210	5	13	2
31216	弟子站立	31210	11	18	2
31217	魏兵攻击	31210	10	13	3
31218	魏兵站立	31210	16	18	3
31219	弟子死亡	31210	15	14	2
31220	移除弟子	31210	29	15	2:02
31221	移除魏兵	31210	29	15	3:02
31222	结束	31210	30	2	-1
31230	副本开始	31230	0	1	0
31231	刷出弟子	31230	1	11	1:5:50009:11:55:100:100:60
31232	出现特效	31230	2	17	3099:5:2:0:0:0:1:5:2:999:0:0:0
31233	弟子转向	31230	2	19	5:02
31234	移除弟子	31230	9	15	5:02
31235	结束	31230	10	2	-1
31300	开始	31300	0	1	0
31302	建立魏军	31300	2	11	1:66:50025:7:51:100:100:100
31303	建立魏军	31300	3	11	1:67:50025:8:49:100:100:100
31304	建立魏军	31300	4	11	1:68:50025:9:47:100:100:100
31305	建立魏军	31300	5	11	1:69:50025:10:45:100:100:100
31306	建立魏军	31300	6	11	1:60:50025:11:43:100:100:100
31309	出现特效	31300	3	17	3099:66:2:0:0:0:1:66:2:0:0:0:0
31310	出现特效	31300	4	17	3099:67:2:0:0:0:1:67:2:0:0:0:0
31311	出现特效	31300	5	17	3099:68:2:0:0:0:1:68:2:0:0:0:0
31312	出现特效	31300	6	17	3099:69:2:0:0:0:1:69:2:0:0:0:0
31313	出现特效	31300	7	17	3099:60:2:0:0:0:1:60:2:0:0:0:0
31316	魏军朝向	31300	3	19	66:01:00
31317	魏军朝向	31300	4	19	67:01:00
31318	魏军朝向	31300	5	19	68:01:00
31319	魏军朝向	31300	6	19	69:01:00
31320	魏军朝向	31300	7	19	60:01:00
31323	删除怪物	31300	19	15	66:02:00
31324	删除怪物	31300	19	15	67:02:00
31325	删除怪物	31300	19	15	68:02:00
31326	删除怪物	31300	19	15	69:02:00
31327	删除怪物	31300	19	15	60:02:00
31329	结束	31300	20	2	-1
32000	守护学院	32000	0	1	1
32001	移动镜头	32000	70	33	20080:21:77:2000
32002	建立诸葛亮	32000	1	11	1:1:50005:20:79:100:100:100
32003	诸葛亮朝向	32000	2	19	1:05
32004	出现特效	32000	2	17	3099:1:2:0:0:0:1:1:2:0:0:0:0
32005	诸葛亮移动	32000	10	12	1:2:20:79:18:75:18:75:-1
32006	删除诸葛亮	32000	30	15	1:02
32007	诸葛亮变大	32000	30	11	1:2:50016:18:75:100:100:100
32008	移动镜头	32000	30	33	20080:13:52:3000
32009	建立魏军X21	32000	60	11	1:21:50010:8:61:100:100:100
32010	建立魏军	32000	61	11	1:22:50010:9:59:100:100:100
32011	建立魏军	32000	62	11	1:23:50010:10:57:100:100:100
32012	建立魏军	32000	63	11	1:24:50010:11:55:100:100:100
32013	建立魏军	32000	64	11	1:25:50010:12:53:100:100:100
32014	建立魏军	32000	65	11	1:26:50010:13:51:100:100:100
32015	建立魏军	32000	66	11	1:27:50010:14:49:100:100:100
32016	建立魏军	32000	68	11	1:28:50011:8:58:100:100:100
32017	建立魏军	32000	67	11	1:29:50011:9:56:100:100:100
32018	建立魏军	32000	66	11	1:30:50011:10:54:100:100:100
32019	建立魏军	32000	65	11	1:31:50011:11:52:100:100:100
32020	建立魏军	32000	64	11	1:32:50011:12:50:100:100:100
32021	建立魏军	32000	63	11	1:33:50011:13:48:100:100:100
32022	建立魏军	32000	62	11	1:34:50011:14:46:100:100:100
32023	建立魏军	32000	64	11	1:35:50025:6:53:100:100:100
32025	建立魏军	32000	66	11	1:37:50025:8:49:100:100:100
32027	建立魏军	32000	68	11	1:39:50025:10:45:100:100:100
32029	建立魏军	32000	70	11	1:41:50025:12:41:100:100:100
32030	出现特效x21	32000	61	17	3099:21:2:0:0:0:1:21:2:0:0:0:0
32031	出现特效	32000	62	17	3099:22:2:0:0:0:1:22:2:0:0:0:0
32032	出现特效	32000	63	17	3099:23:2:0:0:0:1:23:2:0:0:0:0
32033	出现特效	32000	64	17	3099:24:2:0:0:0:1:24:2:0:0:0:0
32034	出现特效	32000	65	17	3099:25:2:0:0:0:1:25:2:0:0:0:0
32035	出现特效	32000	66	17	3099:26:2:0:0:0:1:26:2:0:0:0:0
32036	出现特效	32000	67	17	3099:27:2:0:0:0:1:27:2:0:0:0:0
32037	出现特效	32000	69	17	3099:28:2:0:0:0:1:28:2:0:0:0:0
32038	出现特效	32000	68	17	3099:29:2:0:0:0:1:29:2:0:0:0:0
32039	出现特效	32000	67	17	3099:30:2:0:0:0:1:30:2:0:0:0:0
32040	出现特效	32000	66	17	3099:31:2:0:0:0:1:31:2:0:0:0:0
32041	出现特效	32000	65	17	3099:32:2:0:0:0:1:32:2:0:0:0:0
32042	出现特效	32000	64	17	3099:33:2:0:0:0:1:33:2:0:0:0:0
32043	出现特效	32000	63	17	3099:34:2:0:0:0:1:34:2:0:0:0:0
32044	出现特效	32000	65	17	3099:35:2:0:0:0:1:35:2:0:0:0:0
32046	出现特效	32000	67	17	3099:37:2:0:0:0:1:37:2:0:0:0:0
32048	出现特效	32000	69	17	3099:39:2:0:0:0:1:39:2:0:0:0:0
32050	出现特效	32000	71	17	3099:41:2:0:0:0:1:41:2:0:0:0:0
32051	魏军朝向x21	32000	61	19	21:01
32052	魏军朝向	32000	62	19	22:01
32053	魏军朝向	32000	63	19	23:01
32054	魏军朝向	32000	64	19	24:01:00
32055	魏军朝向	32000	65	19	25:01:00
32056	魏军朝向	32000	66	19	26:01:00
32057	魏军朝向	32000	67	19	27:01:00
32058	魏军朝向	32000	69	19	28:01:00
32059	魏军朝向	32000	68	19	29:01:00
32060	魏军朝向	32000	67	19	30:01:00
32061	魏军朝向	32000	66	19	31:01:00
32062	魏军朝向	32000	65	19	32:01:00
32063	魏军朝向	32000	64	19	33:01:00
32064	魏军朝向	32000	63	19	34:01:00
32065	魏军朝向	32000	65	19	35:01:00
32067	魏军朝向	32000	67	19	37:01:00
32069	魏军朝向	32000	69	19	39:01:00
32071	魏军朝向	32000	71	19	41:01:00
32073	建立弟子	32000	70	11	1:52:50009:13:73:100:100:100
32074	建立弟子	32000	70	11	1:53:50009:14:71:100:100:100
32075	建立弟子	32000	70	11	1:54:50009:15:69:100:100:100
32076	建立弟子	32000	70	11	1:55:50009:16:67:100:100:100
32077	建立弟子	32000	70	11	1:56:50009:17:65:100:100:100
32078	建立弟子	32000	70	11	1:57:50009:18:63:100:100:100
32079	诸葛亮说话	32000	35	16	2:2:突破魏军防线！
32081	出现特效	32000	71	17	3096:52:2:0:0:0:1:52:2:0:0:0:0
32082	出现特效	32000	71	17	3096:53:2:0:0:0:1:53:2:0:0:0:0
32083	出现特效	32000	71	17	3096:54:2:0:0:0:1:54:2:0:0:0:0
32084	出现特效	32000	71	17	3096:55:2:0:0:0:1:55:2:0:0:0:0
32085	出现特效	32000	71	17	3096:56:2:0:0:0:1:56:2:0:0:0:0
32086	出现特效	32000	71	17	3096:57:2:0:0:0:1:57:2:0:0:0:0
32089	弟子朝向	32000	71	19	52:05:00
32090	弟子朝向	32000	71	19	53:05:00
32091	弟子朝向	32000	71	19	54:05:00
32092	弟子朝向	32000	71	19	55:05:00
32093	弟子朝向	32000	71	19	56:05:00
32094	弟子朝向	32000	71	19	57:05:00
32096	删除怪物x29	32000	109	15	21:02
32097	删除怪物	32000	109	15	22:02
32098	删除怪物	32000	109	15	23:02
32099	删除怪物	32000	109	15	24:02:00
32100	删除怪物	32000	109	15	25:02:00
32101	删除怪物	32000	109	15	26:02:00
32102	删除怪物	32000	109	15	27:02:00
32103	删除怪物	32000	109	15	28:02:00
32104	删除怪物	32000	109	15	29:02:00
32105	删除怪物	32000	109	15	30:02:00
32106	删除怪物	32000	109	15	31:02:00
32107	删除怪物	32000	109	15	32:02:00
32108	删除怪物	32000	109	15	33:02:00
32109	删除怪物	32000	109	15	34:02:00
32110	删除怪物	32000	109	15	35:02:00
32112	删除怪物	32000	109	15	37:02:00
32114	删除怪物	32000	109	15	39:02:00
32116	删除怪物	32000	109	15	41:02:00
32117	删除怪物	32000	109	15	51:02:00
32118	删除怪物	32000	109	15	52:02:00
32119	删除怪物	32000	109	15	53:02:00
32120	删除怪物	32000	109	15	54:02:00
32121	删除怪物	32000	109	15	55:02:00
32122	删除怪物	32000	109	15	56:02:00
32123	删除怪物	32000	109	15	57:02:00
32124	删除怪物	32000	109	15	58:02:00
32125	删除怪物	32000	109	15	2:02
32126	结束	32000	110	2	-1
32130	开始	32130	0	1	0
32131	建立	32130	1	11	1:101:52001:17:86:100:100:100
32132	特效	32130	2	17	3099:101:2:0:0:0:1:101:2:0:0:0:0
32133	转向	32130	2	19	101:02:00
32134	移除	32130	9	15	101:02:00
32135	结束	32130	10	2	-1
32140	开始	32140	0	1	0
32141	建立	32140	1	11	1:102:50025:23:65:100:100:100
32142	特效	32140	2	17	3099:102:2:0:0:0:1:102:2:0:0:0:0
32143	转向	32140	2	19	102:07:00
32144	移除	32140	9	15	102:02:00
32145	结束	32140	10	2	-1
32150	轰杀魏兵	32150	0	1	0
32151	建立魏军	32150	1	11	1:125:50010:12:53:100:100:60
32152	建立魏军	32150	1	11	1:126:50010:13:51:100:100:60
32153	建立魏军	32150	1	11	1:127:50010:14:49:100:100:60
32154	建立魏军	32150	1	11	1:128:50011:8:58:100:100:60
32155	建立魏军	32150	1	11	1:129:50011:9:56:100:100:60
32156	建立魏军	32150	1	11	1:130:50011:10:54:100:100:60
32157	建立魏军	32150	1	11	1:131:50010:11:55:100:100:60
32158	建立魏军	32150	1	11	1:132:50011:11:52:100:100:60
32159	移动	32150	2	12	125:2:12:53:16:60:16:60:-1
32160	移动	32150	2	12	126:2:13:51:17:58:17:58:-1
32161	移动	32150	2	12	127:2:14:49:18:56:18:56:-1
32162	移动	32150	2	12	128:2:8:58:12:67:12:67:-1
32163	移动	32150	2	12	129:2:9:56:13:65:13:65:-1
32164	移动	32150	2	12	130:2:10:54:14:63:14:63:-1
32165	移动	32150	2	12	131:2:11:55:15:62:15:62:-1
32166	移动	32150	2	12	132:2:11:52:15:61:15:61:-1
32167	出现特效	32150	10	17	203:125:2:0:0:0:1:125:2:0:0:0:0
32168	出现特效	32150	12	17	203:126:2:0:0:0:1:126:2:0:0:0:0
32169	出现特效	32150	14	17	203:127:2:0:0:0:1:127:2:0:0:0:0
32170	出现特效	32150	20	17	203:130:2:0:0:0:1:130:2:0:0:0:0
32171	出现特效	32150	22	17	203:129:2:0:0:0:1:129:2:0:0:0:0
32172	出现特效	32150	24	17	203:128:2:0:0:0:1:128:2:0:0:0:0
32173	出现特效	32150	8	17	203:131:2:0:0:0:1:131:2:0:0:0:0
32174	出现特效	32150	18	17	203:132:2:0:0:0:1:132:2:0:0:0:0
32175	死亡	32150	15	14	125
32176	死亡	32150	17	14	126
32177	死亡	32150	19	14	127
32178	死亡	32150	25	14	130
32179	死亡	32150	27	14	129
32180	死亡	32150	29	14	128
32181	死亡	32150	13	14	131
32182	死亡	32150	23	14	132
32183	移除	32150	30	15	125:02:00
32184	移除	32150	32	15	126:02:00
32185	移除	32150	34	15	127:02:00
32186	移除	32150	40	15	130:02:00
32187	移除	32150	42	15	129:02:00
32188	移除	32150	44	15	128:02:00
32189	移除	32150	28	15	131:02:00
32190	移除	32150	38	15	132:02:00
32191	结束	32150	50	2	-1
32200	后续刷兵	32200	0	1	0
32201	刷出敌兵	32200	1	11	1:151:50011:11:47:100:100:60
32202	刷出敌兵	32200	2	11	1:152:50011:13:43:100:100:60
32203	刷出敌兵	32200	3	11	1:153:50012:13:48:100:100:60
32204	刷出特效	32200	2	17	3099:151:2:0:0:0:1:151:2:999:0:0:0
32205	刷出特效	32200	3	17	3099:152:2:0:0:0:1:152:2:999:0:0:0
32206	刷出特效	32200	4	17	3099:153:2:0:0:0:1:153:2:999:0:0:0
32207	敌兵转向	32200	2	19	151:01:00
32208	敌兵转向	32200	3	19	152:01:00
32209	敌兵转向	32200	4	19	153:01:00
32210	火龙	32200	10	17	203:151:2:0:0:0:1:151:2:999:0:0:0
32211	火龙	32200	10	17	203:152:2:0:0:0:1:152:2:999:0:0:0
32212	个屁	32200	15	14	151
32213	个屁	32200	15	14	152
32214	移除	32200	30	15	151:02:00
32215	移除	32200	30	15	152:02:00
32216	移除	32200	9	15	153:02:00
32217	刷出弟子	32200	21	11	1:141:50009:21:68:100:100:60
32218	刷出特效	32200	22	17	3096:141:2:0:0:0:1:141:2:999:0:0:0
32219	弟子转向	32200	22	19	141:05:00
32220	移除	32200	29	15	141:02:00
32221	刷出敌兵	32200	31	11	1:154:50011:8:56:100:100:60
32222	刷出敌兵	32200	32	11	1:155:50011:10:51:100:100:60
32223	刷出敌兵	32200	33	11	1:156:50012:10:58:100:100:60
32224	刷出特效	32200	32	17	3099:154:2:0:0:0:1:154:2:999:0:0:0
32225	刷出特效	32200	33	17	3099:155:2:0:0:0:1:155:2:999:0:0:0
32226	刷出特效	32200	34	17	3099:156:2:0:0:0:1:156:2:999:0:0:0
32227	敌兵转向	32200	32	19	154:01:00
32228	敌兵转向	32200	33	19	155:01:00
32229	敌兵转向	32200	34	19	156:01:00
32230	移除	32200	39	15	154:02:00
32231	移除	32200	39	15	155:02:00
32232	火龙	32200	40	17	203:156:2:0:0:0:1:156:2:999:0:0:0
32233	个屁	32200	45	14	156
32234	移除	32200	59	15	156:02:00
32235	结束	32200	60	2	-1
32250	电影弟子	32250	0	1	0
32251	建立弟子	32250	1	11	1:201:50009:13:73:100:100:60
32252	建立弟子	32250	1	11	1:202:50009:15:69:100:100:60
32253	建立弟子	32250	1	11	1:203:50009:18:63:100:100:60
32254	弟子朝向	32250	2	19	201:05:00
32255	弟子朝向	32250	2	19	202:05:00
32256	弟子朝向	32250	2	19	203:05:00
32258	弟子攻击	32250	3	13	201
32260	弟子死亡	32250	15	14	201
32261	弟子死亡	32250	5	14	202
32262	弟子移动	32250	3	12	203:2:18:63:16:59:16:59:-1
32264	弟子死亡	32250	20	14	203
32265	移除	32250	30	15	201:02:00
32266	移除	32250	20	15	202:02:00
32267	移除	32250	35	15	203:02:00
32268	结束	32250	40	2	-1
32300	山顶魏兵出现	32300	0	1	0
32301	建立魏军	32300	1	11	1:1:50020:28:62:100:100:100
32302	出现特效	32300	2	17	3099:1:2:0:0:0:1:1:2:0:0:0:0
32303	魏军朝向	32300	2	19	1:05
32304	移除	32300	9	15	1:02
32305	建立魏军	32300	2	11	1:2:50020:31:59:100:100:100
32306	出现特效	32300	3	17	3099:2:2:0:0:0:1:2:2:0:0:0:0
32307	魏军朝向	32300	3	19	2:05
32308	移除	32300	9	15	2:02
32309	建立魏军	32300	3	11	1:3:50014:31:66:100:100:100
32310	出现特效	32300	4	17	3099:3:2:0:0:0:1:3:2:0:0:0:0
32311	魏军朝向	32300	4	19	3:05
32312	移除	32300	9	15	3:02
32315	结束	32300	10	2	-1
32320	开始	32320	0	1	0
32321	刷出小马	32320	1	11	1:22:50026:26:63:100:100:150
32322	小马移动	32320	2	12	22:2:26:63:22:60:22:60:-1
32323	小马移动	32320	26	12	22:2:22:60:19:69:19:69:-1
32324	移除曲正平	32320	49	15	22:02
32325	结束	32320	50	2	-1
32400	鬼谷援军抵达	32400	0	1	0
32401	建立魏军	32400	11	11	1:111:52001:62:218:100:100:100
32402	出现特效	32400	12	17	3097:111:2:0:0:0:1:111:2:0:0:0:0
32403	魏军朝向	32400	12	19	111:05:00
32404	建立魏军	32400	12	11	1:112:50009:60:224:100:100:100
32405	出现特效	32400	13	17	3096:112:2:0:0:0:1:112:2:0:0:0:0
32406	魏军朝向	32400	13	19	112:05:00
32407	建立魏军	32400	13	11	1:113:50009:63:225:100:100:100
32408	出现特效	32400	14	17	3096:113:2:0:0:0:1:113:2:0:0:0:0
32409	魏军朝向	32400	14	19	113:05:00
32410	学妹说话	32400	20	16	111:2:我们来增援了！
32411	结束	32400	50	2	-1
32500	进入山洞	32500	0	1	1
32501	建立弟子	32500	1	11	1:1:50004:30:69:100:100:90
32502	出现特效	32500	2	17	3096:1:2:0:0:0:1:1:2:999:0:0:0
32503	弟子朝向	32500	2	19	1:06
32504	弟子说话	32500	5	16	1:2:不
32505	弟子说话	32500	6	16	1:2:不好！
32506	弟子说话	32500	7	16	1:2:不好！结
32507	弟子说话	32500	8	16	1:2:不好！结界
32508	弟子说话	32500	9	16	1:2:不好！结界很
32509	弟子说话	32500	10	16	1:2:不好！结界很不
32510	弟子说话	32500	11	16	1:2:不好！结界很不稳
32511	弟子说话	32500	12	16	1:2:不好！结界很不稳定！
32512	移动镜头	32500	15	33	20079:18:50:3000
32513	建立结界	32500	1	11	1:2:4005:17:61:100:100:90
32514	结界待机	32500	2	19	2:00
32515	结界暴走	32500	45	19	2:01
32516	群鬼乱舞	32500	47	17	1403:2:2:0:0:0:1:2:2:999:0:0:0
32517	建立魔物	32500	55	11	1:3:52007:20:62:100:100:90
32518	出现特效	32500	56	17	3099:3:2:0:0:0:1:3:2:999:0:0:0
32519	魔物朝向	32500	56	19	3:02
32520	魔物咆哮	32500	61	16	3:2:吼！
32521	魔物咆哮	32500	63	16	3:2:吼吼！
32522	魔物咆哮	32500	65	16	3:2:吼吼吼！
32523	移动镜头	32500	70	33	20079:29:62:3000
32524	弟子说话	32500	90	16	1:2:魔
32525	弟子说话	32500	91	16	1:2:魔物
32526	弟子说话	32500	92	16	1:2:魔物从
32527	弟子说话	32500	93	16	1:2:魔物从结
32528	弟子说话	32500	94	16	1:2:魔物从结界
32529	弟子说话	32500	95	16	1:2:魔物从结界中
32530	弟子说话	32500	96	16	1:2:魔物从结界中逃
32531	弟子说话	32500	97	16	1:2:魔物从结界中逃出
32532	弟子说话	32500	98	16	1:2:魔物从结界中逃出来
32533	弟子说话	32500	99	16	1:2:魔物从结界中逃出来了！
32534	玩家说话	32500	109	16	0:1:交
32535	玩家说话	32500	110	16	0:1:交给
32536	玩家说话	32500	111	16	0:1:交给我
32537	玩家说话	32500	112	16	0:1:交给我吧！
32538	移除	32500	119	15	1:02
32539	移除	32500	119	15	2:02
32540	移除	32500	119	15	3:02
32541	结束	32500	120	2	-1
32600	开始	32600	0	1	0
32601	建立魔物	32600	1	11	1:3:52007:16:53:100:100:90
32602	出现特效	32600	2	17	3099:3:2:0:0:0:1:3:2:999:0:0:0
32603	魔物朝向	32600	2	19	3:02
32604	移除	32600	9	15	3:02
32605	建立魔物	32600	11	11	1:3:52007:19:55:100:100:90
32606	出现特效	32600	12	17	3099:3:2:0:0:0:1:3:2:999:0:0:0
32607	魔物朝向	32600	12	19	3:02
32608	移除	32600	19	15	3:02
32609	建立魔物	32600	21	11	1:3:52007:16:62:100:100:90
32610	出现特效	32600	22	17	3099:3:2:0:0:0:1:3:2:999:0:0:0
32611	魔物朝向	32600	22	19	3:02
32612	移除	32600	29	15	3:02
32613	结束	32600	30	2	-1
32700	魔神复活	32700	0	1	1
32701	建立结界	32700	1	11	1:2:4005:17:61:100:100:90
32702	结界暴走	32700	2	19	2:01
32703	建立张良	32700	1	11	1:1:50004:27:69:100:100:90
32704	张良移动	32700	2	12	1:2:27:69:25:68:25:68:-1
32705	张良说话	32700	3	16	1:2:糟
32706	张良说话	32700	4	16	1:2:糟了
32707	张良说话	32700	5	16	1:2:糟了……
32708	张良说话	32700	6	16	1:2:糟了……太
32709	张良说话	32700	7	16	1:2:糟了……太迟
32710	张良说话	32700	8	16	1:2:糟了……太迟了
32711	张良说话	32700	9	16	1:2:糟了……太迟了……
32712	移动镜头	32700	10	33	20079:18:50:2000
32713	闪屏	32700	30	23	0xff0000:0
32714	清屏	32700	31	25	-1
32715	移除结界	32700	30	15	2:02
32716	建立黑魔神	32700	30	11	1:3:52006:17:61:100:100:90
32717	出现特效	32700	31	17	3096:3:2:0:0:0:1:3:2:999:0:0:0
32718	黑魔神朝向	32700	31	19	3:07
32719	黑魔神说话	32700	35	16	3:2:被
32720	黑魔神说话	32700	36	16	3:2:被整
32721	黑魔神说话	32700	37	16	3:2:被整整
32722	黑魔神说话	32700	38	16	3:2:被整整封
32723	黑魔神说话	32700	39	16	3:2:被整整封印
32724	黑魔神说话	32700	40	16	3:2:被整整封印了
32725	黑魔神说话	32700	41	16	3:2:被整整封印了一
32726	黑魔神说话	32700	42	16	3:2:被整整封印了一千
32727	黑魔神说话	32700	43	16	3:2:被整整封印了一千年
32728	黑魔神说话	32700	44	16	3:2:被整整封印了一千年……
32729	黑魔神说话	32700	54	16	3:2:终
32730	黑魔神说话	32700	55	16	3:2:终于
32731	黑魔神说话	32700	56	16	3:2:终于解
32732	黑魔神说话	32700	57	16	3:2:终于解放
32733	黑魔神说话	32700	58	16	3:2:终于解放了！
