INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
16005	招财使者★★☆	0	1500	1	5000	0	0	15000	15000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	2013	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xe60012	1	100:180	0	1	-1	-1	1	0	5000	0	16005	0	0	0	0	0	0	0	0	0	0	952:1:20:1	1
16006	招财使者★★★	0	2000	1	5000	0	0	15000	15000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	2013	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xe60012	1	100:180	0	1	-1	-1	1	0	5000	0	16006	0	0	0	0	0	0	0	0	0	0	952:1:20:1	1
20001	天都妖尸[精英]	0	50	1	1000000	0	0	5000	5000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2044	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	1000000	1	20001	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20002	红魔卫士[领主]	0	100	1	2000000	0	0	6500	6500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2048	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	2000000	1	20002	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20003	魔风巨兽[霸主]	0	150	1	3000000	0	0	8000	8000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	110	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:120	0	1	-1	-1	1	0	3000000	1	20003	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20004	地狱咆哮[界主]	0	200	1	4000000	0	0	9500	9500	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	125	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0x00ff00	1	100:100	0	1	-1	-1	1	0	4000000	1	20004	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20005	蛮荒巨人[妖级BOSS]	0	300	1	6000000	0	0	15000	15000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	121	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	2	1	-1	-1	1	0	2500000	1	20005	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20006	金刚僵尸[魔级BOSS]	0	400	1	8000000	0	0	30000	30000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	114	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	3	1	-1	-1	1	0	5000000	1	20006	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20007	阴阳祖师[王级BOSS]	0	500	1	10000000	0	0	45000	45000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2059	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	5	1	-1	-1	1	0	8000000	1	20007	0	0	0	0	0	0	0	1		0	952:1:1:1	1
20008	蚀天魔尊[帝级BOSS]	0	600	1	12000000	0	0	50000	50000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2058	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	8	1	-1	-1	1	0	20000000	1	20008	0	0	0	0	0	0	0	1		0	952:1:2:1	1
20009	巨刹傀儡[仙级BOSS]	0	700	2	15000000	0	0	65000	65000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2015	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	10	1	-1	-1	1	0	50000000	1	20009	0	0	0	0	0	0	0	1		0	952:1:2:1	1
20010	鬼刃傀儡[神级BOSS]	0	800	2	20000000	0	0	85000	85000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2034	zjg21	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	20	1	-1	-1	1	0	120000000	1	20010	0	0	0	0	0	0	0	1		0	952:1:3:1	1
20011	血咒阴风神[鸿蒙BOSS]	0	1000	2	40000000	0	0	115000	115000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2070	zjg22	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	40	1	-1	-1	1	0	400000000	1	20011	0	0	0	0	0	0	0	1		0	952:1:4:1	1
20012	血焰分魂神[盘古BOSS]	0	1100	2	60000000	0	0	165000	165000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2055	zjg23	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	60	1	-1	-1	1	0	700000000	1	20012	0	0	0	0	0	0	0	1		0	952:1:4:1	1
20013	浮屠魔渊神[上古BOSS]	0	1200	2	80000000	0	0	225000	225000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	102	zjq11	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	80	1	-1	-1	1	0	900000000	1	20013	0	0	0	0	0	0	0	1		0	952:1:5:1	1
20014	血魂不灭神[远古BOSS]	0	1300	3	100000000	0	0	285000	285000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2053	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	100	1	-1	-1	1	0	1300000000	1	20014	0	0	0	0	0	0	0	1		0	952:1:5:1	1
20015	神创浮屠神[太古BOSS]	0	1500	3	120000000	0	0	345000	345000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	108	zjq12	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	220	1	-1	-1	1	0	1600000000	1	20015	0	0	0	0	0	0	0	1		0	952:1:6:1	1
20016	毁灭亡魂神[创世BOSS]	0	1700	3	140000000	0	0	405000	405000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	112	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	140	1	-1	-1	1	0	2000000000	1	20016	0	0	0	0	0	0	0	1		0	952:1:8:1	1
20017	冥界长歌神[灭世BOSS]	0	1900	3	160000000	0	0	465000	465000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	126	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	160	1	-1	-1	1	0	2200000000	1	20017	0	0	0	0	0	0	0	1		0	952:1:10:1	1
20018	神刀灭魔天君★☆☆☆	0	2000	3	200000000	0	0	615000	615000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	113	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	2500000000	1	20018	0	0	0	0	0	0	0	1		0	952:1:20:1	1
20019	幽冥世界天君★★☆☆	0	2000	3	250000000	0	0	765000	765000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	124	fj020	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	2500000000	1	20019	0	0	0	0	0	0	0	1		0	952:1:20:1	1
20020	诛仙修罗天君★★★☆	0	2000	3	300000000	0	0	915000	915000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	123	fj021	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	3000000000	1	20020	0	0	0	0	0	0	0	1		0	952:1:20:1	1
20021	九劫圣战天君★★★★	0	2000	3	400000000	0	0	1065000	1065000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	119	fj019	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	3000000000	1	20021	0	0	0	0	0	0	0	1		0	952:1:20:1	1
20022	圣妖福利使者[全爆]	0	999	1	20000	0	0	1	1	1	1	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	107	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xff0dda	1	1:1	1	1	-1	-1	1	0	20000	0	20022	0	0	0	0	0	0	0	0		0	952:1:3:1	0
20023	圣妖福利吊炸天[全爆]	0	999	1	20000	0	0	1	1	1	1	1000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	107	fj022	0	0	-1	0	0	0	100	0	1	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	100	0xff0dda	1	1:1	1	1	-1	-1	1	0	20000	0	20023	0	0	0	0	0	0	0	0		0	952:1:3:1	0
30001	守护·暗夜咆哮	0	2050	2	500000000	0	0	80000	80000	40000	40000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	608	zjq11	0	0	-1	0	0	0	100	0	40	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	80:150	200	1	-1	-1	1	0	2600000000	1	30001	0	0	0	0	0	0	0	1		0	952:1:25:1	1
30002	守护·暗夜咆哮【妖】	0	2550	2	700000000	0	0	160000	160000	80000	80000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	608	zjq11	0	0	-1	0	0	0	100	0	41	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	80:151	280	1	-1	-1	1	0	5000000000	1	30002	0	0	0	0	0	0	0	1		0	952:1:25:1	1
30003	守护·暗夜咆哮【魔】	0	3050	2	1000000000	0	0	320000	320000	160000	160000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	608	zjq11	0	0	-1	0	0	0	100	0	42	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	80:152	400	1	-1	-1	1	0	9000000000	1	30003	0	0	0	0	0	0	0	1		0	952:1:30:1	1
30004	守护·暗夜咆哮【仙】	0	3550	2	1500000000	0	0	600000	600000	300000	300000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	608	zjq11	0	0	-1	0	0	0	100	0	43	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	80:153	700	1	-1	-1	1	0	16000000000	1	30004	0	0	0	0	0	0	0	1		0	952:1:30:1	1
30005	守护·暗夜咆哮【神】	0	4050	2	2000000000	0	0	1500000	1500000	500000	500000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	21600000	2502	0	0	0	201	0	0	gw147	608	zjq11	0	0	-1	0	0	0	100	0	44	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	80:154	1000	1	-1	-1	1	0	24000000000	1	30005	0	0	0	0	0	0	0	1		0	952:1:30:1	1
31000	魔界黑鸦长老[武魂BOSS]	0	2500	2	1	10000	0	96000	96000	49000	49000	100000	0	0	0	180	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1:2:3:4	0	0	7200000	2514	70:50:2408	100:0:3210	10	204	0	0	gw147	138	zjq11	0	0	8:9:10:11	0	0	0	100	0	20	0	1	63	188	无	0	1	0	2	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:230	200	1	-1	-1	1	0	3000000000	1	31000	0	0	0	0	0	0	0	0	1000	0	952:1:25:1	1
31001	魔界鬼蝎长老[武魂BOSS]	0	3000	2	1	0	0	200000	200000	140000	140000	100000	0	0	0	180	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1:2:3:4	0	0	12600000	2516	70:50:2408	100:0:2507	20	204	0	0	gw147	139	zjq11	0	0	8:9:10:12	0	0	0	100	0	21	0	1	63	188	无	0	1	0	3	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:230	420	1	-1	-1	1	0	7500000000	1	31001	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
31002	魔界囚牛长老[武魂BOSS]	0	3500	2	1	0	0	320000	320000	350000	350000	100000	0	0	0	180	20	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1:2:3:4	0	0	21600000	2403	70:50:2408	100:0:2407	30	204	0	0	gw147	135	zjq11	0	0	8:9:10:13	0	0	0	100	0	22	0	1	63	188	无	0	1	0	4	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:230	700	1	-1	-1	1	0	15000000000	1	31002	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
31003	魔界灵犀长老[武魂BOSS]	0	4000	2	1	0	0	3800000	4800000	500000	600000	100000	0	500000	0	200	150	100	0	200	350	0	0	0	0	10	0	13	0	80	0	0	0	1:2:3:4	0	0	28800000	2403	70:50:2408	100:0:2407	40	204	0	0	gw147	611	zjq11	0	0	8:9:10:17	0	0	0	100	0	23	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:230	1000	1	-1	-1	1	0	36000000000	1	31003	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
32000	魂兽·二	0	2000	2	200000000	0	0	80000	80000	40000	40000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	601	fj022	0	0	-1	0	0	0	100	0	30	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	100:180	80	1	-1	-1	1	0	1500000000	1	32000	0	0	0	0	0	0	0	1		0	952:1:20:1	1
32001	魂兽·三	0	2500	2	400000000	0	0	160000	160000	80000	80000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	602	fj022	0	0	-1	0	0	0	100	0	31	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	100:180	160	1	-1	-1	1	0	3600000000	1	32001	0	0	0	0	0	0	0	1		0	952:1:25:1	1
32002	魂兽·四	0	3000	2	600000000	0	0	320000	320000	160000	160000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	603	fj022	0	0	-1	0	0	0	100	0	32	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	100:180	250	1	-1	-1	1	0	7000000000	1	32002	0	0	0	0	0	0	0	1		0	952:1:30:1	1
32003	魂兽·五	0	3500	2	1500000000	0	0	1000000	1000000	320000	320000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	18000000	2502	0	0	0	201	0	0	gw147	604	fj022	0	0	-1	0	0	0	100	0	33	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	100:180	350	1	-1	-1	1	0	20000000000	1	32003	0	0	0	0	0	0	0	1		0	952:1:30:1	1
33000	银翅夜叉★	0	3000	3	100000000	0	0	20000	20000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	2061	fj020	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	40	0	MonsterTitle_1	58	1	0	600000000	1	33000	0	0	0	0	0	0	0	0		0	952:1:30:1	1
33001	银翅夜叉★★	0	3000	3	200000000	0	0	30000	30000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	2061	fj020	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	90	0	MonsterTitle_1	58	1	0	1200000000	1	33001	0	0	0	0	0	0	0	0		0	952:1:30:1	1
33002	银翅夜叉★★★	0	3000	3	300000000	0	0	35000	35000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	2061	fj020	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	130	0	MonsterTitle_1	58	1	0	1800000000	1	33002	0	0	0	0	0	0	0	0		0	952:1:30:1	1
33003	银翅夜叉★★★★	0	3000	3	400000000	0	0	50000	50000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	2061	fj020	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	170	0	MonsterTitle_1	58	1	0	2400000000	1	33003	0	0	0	0	0	0	0	0		0	952:1:30:1	1
33004	银翅夜叉★★★★★	0	3000	3	500000000	0	0	60000	60000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	2061	fj020	0	0	-1	0	0	1	100	0	1	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	220	0	MonsterTitle_1	58	1	0	3000000000	1	33004	0	0	0	0	0	0	0	0		0	952:1:30:1	1
34001	一层守卫者	0	800	2	50000000	0	0	70000	70000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	510	zjg21	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	20	1	-1	-1	1	0	250000000	1	34001	0	0	0	0	0	0	0	0	1000	0	952:1:3:1	1
34002	二层守卫者	0	1200	2	100000000	0	0	130000	130000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	126	zjq11	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	0	120:160	40	1	-1	-1	1	0	700000000	1	34002	0	0	0	0	0	0	0	0	1000	0	952:1:5:1	1
34003	三层守卫者	0	1500	2	200000000	0	0	200000	200000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	124	zjg21	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	120:160	80	1	-1	-1	1	0	1800000000	1	34003	0	0	0	0	0	0	0	0	1000	0	952:1:6:1	1
34004	四层守卫者	0	2000	3	300000000	0	0	300000	300000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	119	fj019	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	120:160	120	1	-1	-1	1	0	3200000000	1	34004	0	0	0	0	0	0	0	0	1000	0	952:1:20:1	1
34005	五层守卫者	0	2500	3	500000000	0	0	450000	450000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	18000000	2502	0	0	0	201	0	0	gw147	129	fj019	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	200	1	-1	-1	1	0	6000000000	1	34005	0	0	0	0	0	0	0	0	1000	0	952:1:25:1	1
34006	典狱长	0	3000	3	1000000000	0	0	880000	880000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	18000000	2519	0	100:0:3210	0	201	0	0	gw147	132	zjq12	0	0	-1	0	0	0	100	0	12	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	440	1	-1	-1	1	0	13000000000	1	34006	0	0	0	0	0	0	0	0	1000	0	952:1:30:1	1
35001	鸿蒙圣妖	0	1000	3	240000000	0	0	180000	180000	30000	30000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	115	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_2	58	1	0	720000000	1	35001	0	0	0	0	0	0	0	0		0	952:1:4:1	1
