INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT
3070	弱点打击Lv10	11003	3061	21	0	12	1	0	0	1	0	0	-1	1000	-1	-1	1	5000	0	0	0	0	4	34000	0	30	7110	400	0	-1	-1	-1	-1	-1	0	1	6213	6009	6200	0	1	2	-1	2	12	2	7:0	1	1	0	0	0	0	0	0
3101	雷霆射击后续伤害和范围	-1	3101	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3102	雷霆射击后续伤害和范围	-1	3102	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3103	雷霆射击后续伤害和范围	-1	3103	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3104	雷霆射击后续伤害和范围	-1	3104	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3105	雷霆射击后续伤害和范围	-1	3105	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3106	雷霆射击后续伤害和范围	-1	3106	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3107	雷霆射击后续伤害和范围	-1	3107	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3108	雷霆射击后续伤害和范围	-1	3108	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3109	雷霆射击后续伤害和范围	-1	3109	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3110	雷霆射击后续伤害和范围	-1	3110	21	0	12	3	4	0	10	0	22	-1	6000	1000	500	5	5000	0	0	0	0	4	25000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	0	5040	0	0	-1	-1	2	12	2	5:0	0	0	0	0	0	0	0	0
3201	雷霆肆虐Lv1	12001	3201	0	0	10	3	10	3	10	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	28125	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3202	雷霆肆虐Lv2	12001	3201	0	0	10	3	10	3	11	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	33000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3203	雷霆肆虐Lv3	12001	3201	0	0	10	3	10	3	12	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	37875	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3204	雷霆肆虐Lv4	12001	3201	0	0	10	3	10	3	13	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	42750	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3205	雷霆肆虐Lv5	12001	3201	0	0	10	3	10	3	14	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	47625	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3206	雷霆肆虐Lv6	12001	3201	0	0	10	3	10	3	15	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	52500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3207	雷霆肆虐Lv7	12001	3201	0	0	10	3	10	3	16	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	57375	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3208	雷霆肆虐Lv8	12001	3201	0	0	10	3	10	3	17	0	4	-1	1000	-1	-1	1	56250	0	0	0	0	5	62250	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	2	10	2	-1	0	1	0	0	0	0	0	0
3209	雷霆肆虐Lv9	12001	3201	21	0	10	3	10	3	18	0	22	-1	1000	-1	-1	1	15000	0	0	0	0	1	10000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	1	10	2	5:0	0	0	0	0	0	0	0	0
3210	雷霆肆虐Lv10	12001	3201	21	0	10	3	10	3	19	0	22	-1	1000	-1	-1	1	15000	0	0	0	0	1	18000	0	0	0	1000	0	-1	-1	-1	-1	-1	0	2	0	500	6201	0	1	3	-1	1	10	2	5:0	0	0	0	0	0	0	0	0
3301	先祖之魂2件Lv1	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5501	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3302	先祖之魂2件Lv2	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5502	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3303	先祖之魂2件Lv3	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5503	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3304	先祖之魂2件Lv4	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5504	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3305	先祖之魂2件Lv5	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5505	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3306	先祖之魂2件Lv6	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5506	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3307	先祖之魂2件Lv7	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5507	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3308	先祖之魂2件Lv8	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5508	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3309	先祖之魂2件Lv9	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5509	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3310	先祖之魂2件Lv10	24001	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5510	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	xianzuzhihun	2	3	2	-1	0	0	0	0	0	0	0	0
3321	御法者2件Lv1	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5601	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3322	御法者2件Lv2	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5602	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3323	御法者2件Lv3	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5603	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3324	御法者2件Lv4	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5604	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3325	御法者2件Lv5	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5605	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3326	御法者2件Lv6	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5606	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3327	御法者2件Lv7	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5607	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3328	御法者2件Lv8	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5608	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3329	御法者2件Lv9	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5609	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3330	御法者2件Lv10	24011	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5610	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	yufazhe	2	3	2	-1	0	0	0	0	0	0	0	0
3341	暗影猎杀2件Lv1	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5701	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3342	暗影猎杀2件Lv2	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5702	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3343	暗影猎杀2件Lv3	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5703	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3344	暗影猎杀2件Lv4	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5704	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3345	暗影猎杀2件Lv5	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5705	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3346	暗影猎杀2件Lv6	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5706	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3347	暗影猎杀2件Lv7	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5707	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3348	暗影猎杀2件Lv8	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5708	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3349	暗影猎杀2件Lv9	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5709	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3350	暗影猎杀2件Lv10	24021	3301	1	2	3	0	0	0	1	1	0	-1	1000	-1	-1	1	1000	0	0	0	0	0	0	0	100	5710	400	0	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	anyingliesha	2	3	2	-1	0	0	0	0	0	0	0	0
3401	火炮	13001	3401	0	0	9	3	4	0	10	0	22	0	0	-1	-1	1	2000	0	0	0	0	3	19200	1000000	0	0	400	0	0	-1	-1	-1	-1	0	2	0	540	6201	0	0	4	-1	2	6	3	5:0	0	0	0	0	0	0	0	0
3421	疾驰	13002	3421	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	100	7001	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
3441	装甲	13003	3441	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	100	7002	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
3461	下车	13004	3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3501	基本剑术Lv1	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3502	基本剑术Lv2	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3503	基本剑术Lv3	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	9000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3504	基本剑术Lv4	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	9500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3505	基本剑术Lv5	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3506	基本剑术Lv6	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3507	基本剑术Lv7	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	11000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3508	基本剑术Lv8	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	11500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3509	基本剑术Lv9	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	12000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3510	基本剑术Lv10	3501	3501	1	0	1	1	0	2	1	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	12500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	0	6203	0	1	1	PuGong	1	1	2	5:6504	0	1	400	0	0	1	1	1
3521	隔月斩Lv1	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3522	隔月斩Lv2	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10100	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3523	隔月斩Lv3	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10200	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3524	隔月斩Lv4	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3525	隔月斩Lv5	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3526	隔月斩Lv6	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	10700	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3527	隔月斩Lv7	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	11000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3528	隔月斩Lv8	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	11300	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3529	隔月斩Lv9	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	11600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3530	隔月斩Lv10	3521	3521	1	0	2	2	1	2	2	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	12000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6503	6203	0	1	1	PuGong	1	2	1	5:0	1	1	400	0	0	1	1	1
3541	旋风剑法Lv1	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3542	旋风剑法Lv2	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8080	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3543	旋风剑法Lv3	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8160	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3544	旋风剑法Lv4	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8400	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3545	旋风剑法Lv5	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8480	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3546	旋风剑法Lv6	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8560	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3547	旋风剑法Lv7	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	8800	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3548	旋风剑法Lv8	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	9040	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3549	旋风剑法Lv9	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	9280	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3550	旋风剑法Lv10	3541	3541	1	0	1	4	1	2	3	0	0	-1	1000	-1	-1	1	400	400	0	0	0	1	9600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6502	6203	0	1	2	ShengGuangZhan	1	1	2	6:0	0	1	400	0	0	1	1	1
3561	炼狱剑法Lv1	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	30000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3562	炼狱剑法Lv2	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	30300	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3563	炼狱剑法Lv3	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	30600	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3564	炼狱剑法Lv4	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	31500	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3565	炼狱剑法Lv5	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	31800	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3566	炼狱剑法Lv6	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	32100	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3567	炼狱剑法Lv7	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	33000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3568	炼狱剑法Lv8	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	33900	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3569	炼狱剑法Lv9	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	34800	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3570	炼狱剑法Lv10	3561	3561	1	0	1	2	1	2	1	0	0	-1	1000	-1	-1	1	12000	400	0	0	0	1	36000	0	0	0	400	0	-1	-1	-1	-1	-1	0	2	0	6500	6203	0	1	4	ShengGuangZhan	1	1	2	5:0	0	1	400	0	0	1	1	1
3581	鬼影爪Lv1	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	320	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
3582	鬼影爪Lv2	3581	3581	1	0	15	1	0	0	1	0	22	-1	1000	-1	-1	1	2000	400	0	0	0	0	0	0	100	321	400	0	-1	-1	-1	-1	-1	0	2	0	6508	6205	0	0	3	GuiYingZhua	1	8	2	5:0	0	0	400	0	0	1	0	0
