INT	STRING	STRING	STRING	STRING
347	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
348	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
349	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
350	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
351	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
352	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
353	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
354	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
355	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
356	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
357	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
358	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
359	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
360	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
361	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
362	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
363	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
364	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
365	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
366	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
367	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
368	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
369	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
370	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
371	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
372	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
373	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
374	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
375	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
376	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
377	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
378	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
379	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
380	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
381	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
382	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
383	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
384	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
385	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
386	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
387	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
388	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
389	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
390	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
391	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
392	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
393	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
394	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
395	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
396	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
397	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
398	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
399	302:1:1	2004|2005|2006|2007	极寒之地1层:(300级)|极寒之地2层:(330级)|落日峡谷1层:(350级)|落日峡谷2层:(380级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
400	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
401	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
402	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
403	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
404	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
405	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
406	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
407	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
408	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
409	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
410	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
411	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
412	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
413	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
414	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
415	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
416	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
417	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
418	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
419	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
420	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
421	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
422	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
423	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
424	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
425	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
426	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
427	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
428	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
429	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
430	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
431	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
432	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
433	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
434	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
435	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
436	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
437	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
438	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
439	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
440	303:1:1	2008|2009|2010|2011	沙漠圣地1层:(400级)|沙漠圣地2层:(430级)|万毒鬼窟1层:(450级)|万毒鬼窟2层:(480级)	#debc6a|升级只能通过|#00ff00|等级丹|#debc6a|升级|n高等级地图更高概率产出高级等级丹|n高等级地图更高概率产出高等级装备
