INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT
2250	2241	0	10	警戒Lv10	警戒防御，增加格挡率和格挡值，持续5秒	1	106	5000	0	24:0:75|25:0:406	160	13	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2261	2261	0	1	不屈Lv1	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:495	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2262	2261	0	2	不屈Lv2	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:730	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2263	2261	0	3	不屈Lv3	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:964	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2264	2261	0	4	不屈Lv4	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:1199	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2265	2261	0	5	不屈Lv5	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:1434	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2266	2261	0	6	不屈Lv6	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:1903	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2267	2261	0	7	不屈Lv7	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:2138	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2268	2261	0	8	不屈Lv8	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:2372	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2269	2261	0	9	不屈Lv9	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:2607	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2270	2261	0	10	不屈Lv10	不屈的意志！大幅增加防御力，持续10秒	1	106	10000	0	6:0:3076	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2401	2401	6	1	救赎Lv1	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	151	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2402	2401	6	2	救赎Lv2	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	223	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2403	2401	6	3	救赎Lv3	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	294	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2404	2401	6	4	救赎Lv4	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	366	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2405	2401	6	5	救赎Lv5	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	438	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2406	2401	6	6	救赎Lv6	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	581	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2407	2401	6	7	救赎Lv7	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	653	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2408	2401	6	8	救赎Lv8	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	724	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2409	2401	6	9	救赎Lv9	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	796	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2410	2401	6	10	救赎Lv10	逐渐恢复生命，持续5秒	1	0	5000	1000	0	50	1	0	1	939	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2421	2421	6	1	圣焰Lv1	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2422	2421	6	2	圣焰Lv2	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1136	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2423	2421	6	3	圣焰Lv3	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1232	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2424	2421	6	4	圣焰Lv4	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1328	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2425	2421	6	5	圣焰Lv5	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1424	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2426	2421	6	6	圣焰Lv6	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1600	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2427	2421	6	7	圣焰Lv7	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1696	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2428	2421	6	8	圣焰Lv8	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1792	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2429	2421	6	9	圣焰Lv9	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	1872	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2430	2421	6	10	圣焰Lv10	受到圣光灼伤，持续5秒	0	113	5000	1000	0	50	1	0	1	2064	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2441	2441	0	1	祝福Lv1	神圣加成提升，持续5秒	1	0	5000	0	18:0:119	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2442	2441	0	2	祝福Lv2	神圣加成提升，持续5秒	1	0	5000	0	18:0:175	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2443	2441	0	3	祝福Lv3	神圣加成提升，持续5秒	1	0	5000	0	18:0:231	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2444	2441	0	4	祝福Lv4	神圣加成提升，持续5秒	1	0	5000	0	18:0:287	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2445	2441	0	5	祝福Lv5	神圣加成提升，持续5秒	1	0	5000	0	18:0:343	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2446	2441	0	6	祝福Lv6	神圣加成提升，持续5秒	1	0	5000	0	18:0:455	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2447	2441	0	7	祝福Lv7	神圣加成提升，持续5秒	1	0	5000	0	18:0:511	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2448	2441	0	8	祝福Lv8	神圣加成提升，持续5秒	1	0	5000	0	18:0:567	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2449	2441	0	9	祝福Lv9	神圣加成提升，持续5秒	1	0	5000	0	18:0:624	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2450	2441	0	10	祝福Lv10	神圣加成提升，持续5秒	1	0	5000	0	18:0:736	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2461	2461	6	1	护盾Lv1	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	2	0	0	1	0	-1	-1	-1	-1	0
2462	2461	6	2	护盾Lv2	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	3	0	0	1	0	-1	-1	-1	-1	0
2463	2461	6	3	护盾Lv3	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	4	0	0	1	0	-1	-1	-1	-1	0
2464	2461	6	4	护盾Lv4	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	5	0	0	1	0	-1	-1	-1	-1	0
2465	2461	6	5	护盾Lv5	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	6	0	0	1	0	-1	-1	-1	-1	0
2466	2461	6	6	护盾Lv6	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	7	0	0	1	0	-1	-1	-1	-1	0
2467	2461	6	7	护盾Lv7	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	8	0	0	1	0	-1	-1	-1	-1	0
2468	2461	6	8	护盾Lv8	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	9	0	0	1	0	-1	-1	-1	-1	0
2469	2461	6	9	护盾Lv9	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	10	0	0	1	0	-1	-1	-1	-1	0
2470	2461	6	10	护盾Lv10	吸收伤害	1	109	5000	0	0	50	1	0	1	0	0	0	0	0	11	0	0	1	0	-1	-1	-1	-1	0
2481	2481	2	1	神圣闪电Lv1	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2482	2481	2	2	神圣闪电Lv2	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1136	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2483	2481	2	3	神圣闪电Lv3	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1232	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2484	2481	2	4	神圣闪电Lv4	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1328	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2485	2481	2	5	神圣闪电Lv5	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1424	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2486	2481	2	6	神圣闪电Lv6	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1600	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2487	2481	2	7	神圣闪电Lv7	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1696	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2488	2481	2	8	神圣闪电Lv8	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1792	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2489	2481	2	9	神圣闪电Lv9	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1872	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2490	2481	2	10	神圣闪电Lv10	被神圣的闪电缠绕，受到伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	2064	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2601	2601	4	1	寒冰破片Lv1	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	3960	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2602	2601	4	2	寒冰破片Lv2	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	4320	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2603	2601	4	3	寒冰破片Lv3	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	4680	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2604	2601	4	4	寒冰破片Lv4	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	5040	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2605	2601	4	5	寒冰破片Lv5	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	5400	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2606	2601	4	6	寒冰破片Lv6	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	6180	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2607	2601	4	7	寒冰破片Lv7	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	6540	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2608	2601	4	8	寒冰破片Lv8	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	6900	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2609	2601	4	9	寒冰破片Lv9	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	7260	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2610	2601	4	10	寒冰破片Lv10	寒冰破片即将爆炸	0	0	3100	3000	0	50	1	0	1	7980	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2621	2621	0	1	冰寒刺骨Lv1	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-79	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2622	2621	0	2	冰寒刺骨Lv2	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-117	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2623	2621	0	3	冰寒刺骨Lv3	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-154	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2624	2621	0	4	冰寒刺骨Lv4	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-192	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2625	2621	0	5	冰寒刺骨Lv5	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-229	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2626	2621	0	6	冰寒刺骨Lv6	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-305	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2627	2621	0	7	冰寒刺骨Lv7	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-342	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2628	2621	0	8	冰寒刺骨Lv8	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-380	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2629	2621	0	9	冰寒刺骨Lv9	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-417	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2630	2621	0	10	冰寒刺骨Lv10	寒冷抗性降低，持续10秒	0	0	10000	0	10:0:-492	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2641	2641	0	1	减速Lv1	移动速度降低2%，持续5秒	0	100	5000	0	33:-200:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2642	2641	0	2	减速Lv2	移动速度降低4%，持续5秒	0	100	5000	0	33:-400:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2643	2641	0	3	减速Lv3	移动速度降低5%，持续5秒	0	100	5000	0	33:-500:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2644	2641	0	4	减速Lv4	移动速度降低6%，持续5秒	0	100	5000	0	33:-600:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2645	2641	0	5	减速Lv5	移动速度降低7%，持续5秒	0	100	5000	0	33:-700:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2646	2641	0	6	减速Lv6	移动速度降低9%，持续5秒	0	100	5000	0	33:-900:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2647	2641	0	7	减速Lv7	移动速度降低10%，持续5秒	0	100	5000	0	33:-1000:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2648	2641	0	8	减速Lv8	移动速度降低12%，持续5秒	0	100	5000	0	33:-1200:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2649	2641	0	9	减速Lv9	移动速度降低13%，持续5秒	0	100	5000	0	33:-1300:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2650	2641	0	10	减速Lv10	移动速度降低15%，持续5秒	0	100	5000	0	33:-1500:0	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2661	2661	0	1	冰霜秘能Lv1	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:119	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2662	2661	0	2	冰霜秘能Lv2	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:175	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2663	2661	0	3	冰霜秘能Lv3	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:231	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2664	2661	0	4	冰霜秘能Lv4	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:287	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2665	2661	0	5	冰霜秘能Lv5	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:343	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2666	2661	0	6	冰霜秘能Lv6	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:455	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2667	2661	0	7	冰霜秘能Lv7	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:511	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2668	2661	0	8	冰霜秘能Lv8	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:567	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2669	2661	0	9	冰霜秘能Lv9	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:624	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2670	2661	0	10	冰霜秘能Lv10	10秒内的下一次技能将得到加强，冰霜加成大幅提升	1	0	10000	0	16:0:736	50	1	0	1	0	0	0	0	0	0	1	1	1	0	-1	-1	-1	-1	0
2681	2681	0	1	冷却Lv1	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:238	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2682	2681	0	2	冷却Lv2	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:350	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2683	2681	0	3	冷却Lv3	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:463	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2684	2681	0	4	冷却Lv4	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:576	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2685	2681	0	5	冷却Lv5	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:688	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2686	2681	0	6	冷却Lv6	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:914	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2687	2681	0	7	冷却Lv7	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:1026	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2688	2681	0	8	冷却Lv8	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:1139	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2689	2681	0	9	冷却Lv9	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:1251	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2690	2681	0	10	冷却Lv10	火焰抵抗提升，持续10秒	1	0	10000	0	9:0:1477	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2801	2801	0	1	猛火Lv1	火焰加成提升，持续10秒	1	104	10000	0	15:0:119	38	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2802	2801	0	2	猛火Lv2	火焰加成提升，持续10秒	1	104	10000	0	15:0:175	51	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2803	2801	0	3	猛火Lv3	火焰加成提升，持续10秒	1	104	10000	0	15:0:231	76	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2804	2801	0	4	猛火Lv4	火焰加成提升，持续10秒	1	104	10000	0	15:0:287	89	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2805	2801	0	5	猛火Lv5	火焰加成提升，持续10秒	1	104	10000	0	15:0:343	102	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2806	2801	0	6	猛火Lv6	火焰加成提升，持续10秒	1	104	10000	0	15:0:455	127	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2807	2801	0	7	猛火Lv7	火焰加成提升，持续10秒	1	104	10000	0	15:0:511	140	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2808	2801	0	8	猛火Lv8	火焰加成提升，持续10秒	1	104	10000	0	15:0:567	152	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2809	2801	0	9	猛火Lv9	火焰加成提升，持续10秒	1	104	10000	0	15:0:624	178	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2810	2801	0	10	猛火Lv10	火焰加成提升，持续10秒	1	104	10000	0	15:0:736	190	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2821	2821	3	1	爆燃Lv1	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1056	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2822	2821	3	2	爆燃Lv2	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1136	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2823	2821	3	3	爆燃Lv3	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1232	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2824	2821	3	4	爆燃Lv4	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1328	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2825	2821	3	5	爆燃Lv5	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1424	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2826	2821	3	6	爆燃Lv6	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1600	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2827	2821	3	7	爆燃Lv7	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1696	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2828	2821	3	8	爆燃Lv8	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1792	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2829	2821	3	9	爆燃Lv9	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	1872	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2830	2821	3	10	爆燃Lv10	持续燃烧，受到火焰伤害，持续5秒	0	0	5000	1000	0	50	1	0	1	2064	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2841	2841	3	1	温暖小火Lv1	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:238	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2842	2841	3	2	温暖小火Lv2	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:350	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2843	2841	3	3	温暖小火Lv3	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:463	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2844	2841	3	4	温暖小火Lv4	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:576	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2845	2841	3	5	温暖小火Lv5	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:688	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2846	2841	3	6	温暖小火Lv6	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:914	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2847	2841	3	7	温暖小火Lv7	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:1026	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2848	2841	3	8	温暖小火Lv8	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:1139	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2849	2841	3	9	温暖小火Lv9	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:1251	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2850	2841	3	10	温暖小火Lv10	被温暖包围，冰霜抵抗提升，持续10秒	0	0	10000	0	10:0:1477	50	1	0	1	0	0	0	0	0	0	0	0	1	1	-1	-1	-1	-1	0
2861	2861	0	1	火凤转生Lv1	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:261|9:0:238	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2862	2861	0	2	火凤转生Lv2	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:385|9:0:350	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2863	2861	0	3	火凤转生Lv3	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:509|9:0:463	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2864	2861	0	4	火凤转生Lv4	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:633|9:0:576	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2865	2861	0	5	火凤转生Lv5	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:757|9:0:688	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
2866	2861	0	6	火凤转生Lv6	生命恢复速度和火焰抵抗增加，持续10秒	1	0	10000	0	3:0:1004|9:0:914	50	1	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	0
