INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT
866	55006:2:3|798:1:20	56006:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
867	56001:2:3|798:1:100	57001:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
868	56002:2:3|798:1:100	57002:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
869	56003:2:3|798:1:100	57003:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
870	56004:2:3|798:1:100	57004:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
871	56005:2:3|798:1:100	57005:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
872	56006:2:3|798:1:100	57006:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
873	57001:2:3|798:1:200	58001:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
874	57002:2:3|798:1:200	58002:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
875	57003:2:3|798:1:200	58003:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
876	57004:2:3|798:1:200	58004:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
877	57005:2:3|798:1:200	58005:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
878	57006:2:3|798:1:200	58006:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
879	52012:2:3	52013:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
880	52112:2:3	52113:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
881	52212:2:3	52213:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
882	52312:2:3	52313:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
883	52412:2:3	52413:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
884	52512:2:3	52513:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
885	52612:2:3	52613:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
886	52712:2:3	52713:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
887	52812:2:3	52813:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
888	40040:2:3|759:1:500	40046:2:1	4800000	100	100	121	-1	-1	0	0	99	-1	-1	0	-1	0
889	759:1:500|40041:2:3	40047:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
890	759:1:500|40042:2:3	40048:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
891	759:1:500|40043:2:3	40049:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
892	759:1:500|40044:2:3	40050:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
893	759:1:500|40045:2:3	40051:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
894	759:1:800|40046:2:3	40052:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
895	759:1:800|40047:2:3	40053:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
896	759:1:800|40048:2:3	40054:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
897	759:1:800|40049:2:3	40055:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
898	759:1:800|40050:2:3	40056:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
899	759:1:800|40051:2:3	40057:2:1	10000	100	100	121	-1	-1	0	0	999	-1	-1	0	-1	0
