INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
50180	天下无敌·修神	1	0	8976	5678	20001	0	0	0	0	1	600	9999	0	0	1	1	475	333	1002	50074	50074	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	50074	2	0	0	93	80	1002	10000	0	-1	21	0	1	-1	1	1	0	-1	50180	0	1	0	-1	-1	1	93:80|33:36|155:38|160:123|42:123
50181	心魔村	1	24	4176	2380	20001	1	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50181	50181	3	0	2	0	230	3	-1	1	1	1	0	1:1	-1	0	0	1	1	50181	2	4096	4096	34	32	1002	10000	0	-1	0	0	0	-1	1	1	0	-1	50181	0	1	1	-1	0	1	-1
50182	心魔·困惑	1	25	7200	5100	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50182	50182	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50182	2	1024	1024	73	80	1002	10000	0	-1	0	0	1	23:75|127:116|67:125|75:38|37:115|24:28|125:25|120:118	1	1	0	-1	50182	0	1	0	-1	0	1	-1
50183	怒心魔·疾风	1	25	8064	5984	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50183	50183	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50183	2	1024	1024	126	130	1002	10000	0	-1	0	0	1	125:129|148:60|109:122|87:104|78:156|117:148|147:29	1	1	0	-1	50183	0	1	0	-1	2	1	-1
50184	思心魔·落日	1	25	6000	4488	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50184	50184	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50184	2	1024	1024	40	97	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50184	0	1	0	-1	4	1	-1
50185	恐心魔·万毒	1	25	6000	4488	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50185	50185	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50185	2	1024	1024	78	68	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50185	0	1	0	-1	6	1	-1
50186	喜心魔·困惑	1	25	7200	5100	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50182	50182	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50182	2	1024	1024	73	80	1002	10000	0	-1	0	0	1	23:75|127:116|67:125|75:38|37:115|24:28|125:25|120:118	1	1	0	-1	50186	0	1	0	-1	1	1	-1
50187	忧心魔·疾风	1	25	8064	5984	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50183	50183	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50183	2	1024	1024	126	130	1002	10000	0	-1	0	0	1	125:129|148:60|109:122|87:104|78:156|117:148|147:29	1	1	0	-1	50187	0	1	0	-1	3	1	-1
50188	悲心魔·落日	1	25	6000	4488	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50184	50184	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50184	2	1024	1024	40	97	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50188	0	1	0	-1	5	1	-1
50189	惊心魔·万毒	1	25	6000	4488	20003	0	0	0	0	1	500	9999	0	0	1	1	475	333	1002	50185	50185	3	0	2	0	230	1	-1	1	1	0	0	1:1	-1	0	0	1	1	50185	2	1024	1024	78	68	1002	10000	0	-1	0	0	1	-1	1	1	0	-1	50189	0	1	0	-1	7	1	-1
51000	轮回塔	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	1003	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51001	轮回塔1层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51002	轮回塔2层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51003	轮回塔3层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51004	轮回塔4层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51005	轮回塔5层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51006	轮回塔6层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51007	轮回塔7层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51008	轮回塔8层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51009	轮回塔9层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51010	轮回塔10层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51011	轮回塔11层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51012	轮回塔12层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51013	轮回塔13层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51014	轮回塔14层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51015	轮回塔15层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51016	轮回塔16层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51017	轮回塔17层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51018	轮回塔18层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51019	轮回塔19层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51020	轮回塔20层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51021	轮回塔21层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51022	轮回塔22层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51023	轮回塔23层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51024	轮回塔24层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51025	轮回塔25层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51026	轮回塔26层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51027	轮回塔27层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51028	轮回塔28层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51029	轮回塔29层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51030	轮回塔30层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51031	轮回塔31层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51032	轮回塔32层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51033	轮回塔33层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51034	轮回塔34层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51035	轮回塔35层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51036	轮回塔36层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51037	轮回塔37层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51038	轮回塔38层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51039	轮回塔39层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51040	轮回塔40层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51041	轮回塔41层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51042	轮回塔42层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51043	轮回塔43层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51044	轮回塔44层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51045	轮回塔45层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51046	轮回塔46层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51047	轮回塔47层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51048	轮回塔48层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51049	轮回塔49层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51050	轮回塔50层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51051	轮回塔51层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51052	轮回塔52层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51053	轮回塔53层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51054	轮回塔54层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51055	轮回塔55层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51056	轮回塔56层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51057	轮回塔57层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51058	轮回塔58层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51059	轮回塔59层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51060	轮回塔60层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51061	轮回塔61层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51062	轮回塔62层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51063	轮回塔63层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51064	轮回塔64层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51065	轮回塔65层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51066	轮回塔66层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51067	轮回塔67层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51068	轮回塔68层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51069	轮回塔69层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51070	轮回塔70层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51071	轮回塔71层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51072	轮回塔72层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
51073	轮回塔73层	1	16	2976	2400	20001	0	0	0	0	1	305	9999	0	0	1	1	475	333	1002	51000	51000	3	0	2	0	230	1	-1	1	1	1	0	1:1	-1	0	1	1	1	51000	2	0	0	24	39	1002	10000	0	-1	0	0	1	24:39	1	1	0	-1	51000	0	1	0	-1	-1	1	-1
