INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT
11179	镯和指	2	4:12600|5:31500|10:20000|45:2200	10179|11179|12179	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.2 倍|#f5e8bf|\n攻击：12600-31500|#00afec|\n暴伤：20000	-1:-1:11388:-1:-1:-1:11389:-1	2件套:获得先祖之魂技能	-1	0	0	0
11180	镯和指	2	4:14000|5:35000|10:22000|45:2300	10180|11180|12180	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.3 倍|#f5e8bf|\n攻击：14000-35000|#00afec|\n暴伤：22000	-1:-1:11398:-1:-1:-1:11399:-1	2件套:获得先祖之魂技能	-1	0	0	0
11181	镯和指	2	4:16333|5:40833|10:24000|45:2400	10181|11181|12181	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.4 倍|#f5e8bf|\n攻击：16333-40833|#00afec|\n暴伤：24000	-1:-1:11408:-1:-1:-1:11409:-1	2件套:获得先祖之魂技能	-1	0	0	0
11182	镯和指	2	4:18666|5:46666|10:26000|45:2500	10182|11182|12182	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.5 倍|#f5e8bf|\n攻击：18666-46666|#00afec|\n暴伤：26000	-1:-1:11418:-1:-1:-1:11419:-1	2件套:获得先祖之魂技能	-1	0	0	0
12123	手和戒	2	4:5600|5:14000|10:12800|3:80000|45:1600	10123|11123|12123	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.6 倍|#f5e8bf|\n攻击：5600-14000|#00afec|\n暴伤：12800\n生命恢复：80000	-1:-1:12323:-1:-1:-1:12324:-1	2件套:获得先祖之魂技能	-1	0	0	0
12124	手和戒	2	4:6300|5:15750|10:16000|3:100000|45:1700	10124|11124|12124	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.7 倍|#f5e8bf|\n攻击：6300-15750|#00afec|\n暴伤：16000\n生命恢复：100000	-1:-1:12333:-1:-1:-1:12334:-1	2件套:获得先祖之魂技能	-1	0	0	0
12125	手和戒	2	4:7000|5:17500|10:19200|3:120000|45:1800	10125|11125|12125	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.8 倍|#f5e8bf|\n攻击：7000-17500|#00afec|\n暴伤：19200\n生命恢复：120000	-1:-1:12343:-1:-1:-1:12344:-1	2件套:获得先祖之魂技能	-1	0	0	0
12126	手和戒	2	4:8400|5:21000|10:22400|3:140000|45:1900	10126|11126|12126	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.9 倍|#f5e8bf|\n攻击：8400-21000|#00afec|\n暴伤：22400\n生命恢复：140000	-1:-1:12353:-1:-1:-1:12354:-1	2件套:获得先祖之魂技能	-1	0	0	0
12127	手和戒	2	4:9800|5:24500|10:25600|3:160000|45:2000	10127|11127|12127	#ff66ff|神力倍攻：对怪物伤害倍率提高 2 倍|#f5e8bf|\n攻击：9800-24500|#00afec|\n暴伤：25600\n生命恢复：160000	-1:-1:12363:-1:-1:-1:12364:-1	2件套:获得先祖之魂技能	-1	0	0	0
12128	手和戒	2	4:11200|5:28000|10:28800|3:180000|45:2100	10128|11128|12128	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.1 倍|#f5e8bf|\n攻击：11200-28000|#00afec|\n暴伤：28800\n生命恢复：180000	-1:-1:12373:-1:-1:-1:12374:-1	2件套:获得先祖之魂技能	-1	0	0	0
12129	手和戒	2	4:12600|5:31500|10:32000|3:200000|45:2200	10129|11129|12129	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.2 倍|#f5e8bf|\n攻击：12600-31500|#00afec|\n暴伤：32000\n生命恢复：200000	-1:-1:12383:-1:-1:-1:12384:-1	2件套:获得先祖之魂技能	-1	0	0	0
12130	手和戒	2	4:14000|5:35000|10:35200|3:220000|45:2300	10130|11130|12130	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.3 倍|#f5e8bf|\n攻击：14000-35000|#00afec|\n暴伤：35200\n生命恢复：220000	-1:-1:12393:-1:-1:-1:12394:-1	2件套:获得先祖之魂技能	-1	0	0	0
12131	手和戒	2	4:16333|5:40833|10:38400|3:240000|45:2400	10131|11131|12131	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.4 倍|#f5e8bf|\n攻击：16333-40833|#00afec|\n暴伤：38400\n生命恢复：240000	-1:-1:12403:-1:-1:-1:12404:-1	2件套:获得先祖之魂技能	-1	0	0	0
12132	手和戒	2	4:18666|5:46666|10:41600|3:260000|45:2500	10132|11132|12132	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.5 倍|#f5e8bf|\n攻击：18666-46666|#00afec|\n暴伤：41600\n生命恢复：260000	-1:-1:12413:-1:-1:-1:12414:-1	2件套:获得先祖之魂技能	-1	0	0	0
12173	镯和指	2	4:5600|5:14000|10:12800|3:80000|45:1600	10173|11173|12173	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.6 倍|#f5e8bf|\n攻击：5600-14000|#00afec|\n暴伤：12800\n生命恢复：80000	-1:-1:12328:-1:-1:-1:12329:-1	2件套:获得先祖之魂技能	-1	0	0	0
12174	镯和指	2	4:6300|5:15750|10:16000|3:100000|45:1700	10174|11174|12174	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.7 倍|#f5e8bf|\n攻击：6300-15750|#00afec|\n暴伤：16000\n生命恢复：100000	-1:-1:12338:-1:-1:-1:12339:-1	2件套:获得先祖之魂技能	-1	0	0	0
12175	镯和指	2	4:7000|5:17500|10:19200|3:120000|45:1800	10175|11175|12175	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.8 倍|#f5e8bf|\n攻击：7000-17500|#00afec|\n暴伤：19200\n生命恢复：120000	-1:-1:12348:-1:-1:-1:12349:-1	2件套:获得先祖之魂技能	-1	0	0	0
12176	镯和指	2	4:8400|5:21000|10:22400|3:140000|45:1900	10176|11176|12176	#ff66ff|神力倍攻：对怪物伤害倍率提高 1.9 倍|#f5e8bf|\n攻击：8400-21000|#00afec|\n暴伤：22400\n生命恢复：140000	-1:-1:12358:-1:-1:-1:12359:-1	2件套:获得先祖之魂技能	-1	0	0	0
12177	镯和指	2	4:9800|5:24500|10:25600|3:160000|45:2000	10177|11177|12177	#ff66ff|神力倍攻：对怪物伤害倍率提高 2 倍|#f5e8bf|\n攻击：9800-24500|#00afec|\n暴伤：25600\n生命恢复：160000	-1:-1:12368:-1:-1:-1:12369:-1	2件套:获得先祖之魂技能	-1	0	0	0
12178	镯和指	2	4:11200|5:28000|10:28800|3:180000|45:2100	10178|11178|12178	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.1 倍|#f5e8bf|\n攻击：11200-28000|#00afec|\n暴伤：28800\n生命恢复：180000	-1:-1:12378:-1:-1:-1:12379:-1	2件套:获得先祖之魂技能	-1	0	0	0
12179	镯和指	2	4:12600|5:31500|10:32000|3:200000|45:2200	10179|11179|12179	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.2 倍|#f5e8bf|\n攻击：12600-31500|#00afec|\n暴伤：32000\n生命恢复：200000	-1:-1:12388:-1:-1:-1:12389:-1	2件套:获得先祖之魂技能	-1	0	0	0
12180	镯和指	2	4:14000|5:35000|10:35200|3:220000|45:2300	10180|11180|12180	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.3 倍|#f5e8bf|\n攻击：14000-35000|#00afec|\n暴伤：35200\n生命恢复：220000	-1:-1:12398:-1:-1:-1:12399:-1	2件套:获得先祖之魂技能	-1	0	0	0
12181	镯和指	2	4:16333|5:40833|10:38400|3:240000|45:2400	10181|11181|12181	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.4 倍|#f5e8bf|\n攻击：16333-40833|#00afec|\n暴伤：38400\n生命恢复：240000	-1:-1:12408:-1:-1:-1:12409:-1	2件套:获得先祖之魂技能	-1	0	0	0
12182	镯和指	2	4:18666|5:46666|10:41600|3:260000|45:2500	10182|11182|12182	#ff66ff|神力倍攻：对怪物伤害倍率提高 2.5 倍|#f5e8bf|\n攻击：18666-46666|#00afec|\n暴伤：41600\n生命恢复：260000	-1:-1:12418:-1:-1:-1:12419:-1	2件套:获得先祖之魂技能	-1	0	0	0
200	圣妖一阶	10	1:432000|4:3880|5:9680|15:30|21:30|14:90	-1	#f5e8bf|生命:432000\n攻击:3880-9680\n伤害加成:3%\n防御加成:3%\n防爆几率:9%	20001:20002:20003:20003:20004:20005:20006:20007:20007:20008	10件套:获得战神祝福	-1	1	1	0
201	圣妖二阶	10	1:626400|4:5626|5:14036|15:44|21:44|14:131	-1	#f5e8bf|生命:626400\n攻击:5626-14036\n伤害加成:4.4%\n防御加成:4.4%\n防爆几率:13.1%	20009:20010:20011:20011:20012:20013:20014:20015:20015:20016	10件套:获得战神祝福	-1	2	1	0
202	圣妖三阶	10	1:867407|4:7791|5:19436|15:61|21:61|14:181	-1	#f5e8bf|生命:867407\n攻击:7791-19436\n伤害加成:6.1%\n防御加成:6.1%\n防爆几率:18.1%	20017:20018:20019:20019:20020:20021:20022:20023:20023:20024	10件套:获得战神祝福	-1	3	1	0
203	圣妖四阶	10	1:1147090|4:10303|5:25703|15:81|21:81|14:239	-1	#f5e8bf|生命:1147090\n攻击:10303-25703\n伤害加成:8.1%\n防御加成:8.1%\n防爆几率:23.9%	20025:20026:20027:20027:20028:20029:20030:20031:20031:20032	10件套:获得战神祝福	-1	4	1	0
204	圣妖五阶	10	1:1448690|4:13012|5:32461|15:102|21:102|14:302	-1	#f5e8bf|生命:1448690\n攻击:13012-32461\n伤害加成:10.2%\n防御加成:10.2%\n防爆几率:30.2%	20033:20034:20035:20035:20036:20037:20038:20039:20039:20040	10件套:获得战神祝福	-1	5	1	0
205	圣妖六阶	10	1:1080000|4:9680|5:24200|15:100|21:100|14:300	-1	#f5e8bf|生命：1080000\n攻击：9680-24200|#00afec|\n伤害加成：10%\n防御加成：10%\n防爆几率：30%	20041:20042:20043:20043:20044:20045:20046:20047:20047:20048	10件套:获得战神祝福	-1	6	1	0
206	圣妖七阶	10	1:1080000|4:9680|5:24200|15:100|21:100|14:300	-1	#f5e8bf|生命：1080000\n攻击：9680-24200|#00afec|\n伤害加成：10%\n防御加成：10%\n防爆几率：30%	20049:20050:20051:20051:20052:20053:20054:20055:20055:20056	10件套:获得战神祝福	-1	7	1	0
207	圣妖八阶	10	1:1080000|4:9680|5:24200|15:100|21:100|14:300	-1	#f5e8bf|生命：1080000\n攻击：9680-24200|#00afec|\n伤害加成：10%\n防御加成：10%\n防爆几率：30%	20057:20058:20059:20059:20060:20061:20062:20063:20063:20064	10件套:获得战神祝福	-1	8	1	0
208	圣妖九阶	10	1:1080000|4:9680|5:24200|15:100|21:100|14:300	-1	#f5e8bf|生命：1080000\n攻击：9680-24200|#00afec|\n伤害加成：10%\n防御加成：10%\n防爆几率：30%	20065:20066:20067:20067:20068:20069:20070:20071:20071:20072	10件套:获得战神祝福	-1	9	1	0
209	圣妖十阶	10	1:1080000|4:9680|5:24200|15:100|21:100|14:300	-1	#f5e8bf|生命：1080000\n攻击：9680-24200|#00afec|\n伤害加成：10%\n防御加成：10%\n防爆几率：30%	20073:20074:20075:20075:20076:20077:20078:20079:20079:20080	10件套:获得战神祝福	-1	10	1	0
300	守护-6件套装	6	1:45000|4:266|5:666	-1	#f5e8bf|生命：45000\n攻击：266-666	30001:30002:30003:30004:30005:30006:30007:30008:30009:30010:30011:30012	6件套：强无敌	-1	1	2	0
301	守护-12件套装	12	1:105000|4:532|5:1332|24:10	-1	#f5e8bf|生命：105000\n攻击：532-1332|#00afec|\n防止麻痹：1%	30001:30002:30003:30004:30005:30006:30007:30008:30009:30010:30011:30012	12件套：强无敌	-1	1	2	0
302	守护【妖】-6件套装	6	1:90000|4:534|5:1334	-1	#f5e8bf|生命：90000\n攻击：534-1334	30013:30014:30015:30016:30017:30018:30019:30020:30021:30022:30023:30024	6件套：强无敌	-1	2	2	0
303	守护【妖】-12件套装	12	1:210000|4:1068|5:2668|24:20	-1	#f5e8bf|生命：210000\n攻击：1068-2668|#00afec|\n防止麻痹：2%	30013:30014:30015:30016:30017:30018:30019:30020:30021:30022:30023:30024	12件套：强无敌	-1	2	2	0
304	守护【魔】-6件套装	6	1:180000|4:1066|5:2666	-1	#f5e8bf|生命：180000\n攻击：1066-2666	30025:30026:30027:30028:30029:30030:30031:30032:30033:30034:30035:30036	6件套：强无敌	-1	3	2	0
305	守护【魔】-12件套装	12	1:420000|4:2132|5:5332|24:40	-1	#f5e8bf|生命：420000\n攻击：2132-5332|#00afec|\n防止麻痹：4%	30025:30026:30027:30028:30029:30030:30031:30032:30033:30034:30035:30036	12件套：强无敌	-1	3	2	0
306	守护【仙】-6件套装	6	1:360000|4:2134|5:5334	-1	#f5e8bf|生命：360000\n攻击：2134-5334	30037:30038:30039:30040:30041:30042:30043:30044:30045:30046:30047:30048	6件套：强无敌	-1	4	2	0
307	守护【仙】-12件套装	12	1:840000|4:4268|5:10668|24:60	-1	#f5e8bf|生命：840000\n攻击：4268-10668|#00afec|\n防止麻痹：6%	30037:30038:30039:30040:30041:30042:30043:30044:30045:30046:30047:30048	12件套：强无敌	-1	4	2	0
308	守护【神】-6件套装	6	1:540000|4:3200|5:8000	-1	#f5e8bf|生命：540000\n攻击：3200-8000	30049:30050:30051:30052:30053:30054:30055:30056:30057:30058:30059:30060	6件套：强无敌	-1	5	2	0
309	守护【神】-12件套装	12	1:1260000|4:6400|5:16000|24:80	-1	#f5e8bf|生命：1260000\n攻击：6400-16000|#00afec|\n防止麻痹：8%	30049:30050:30051:30052:30053:30054:30055:30056:30057:30058:30059:30060	12件套：强无敌	-1	5	2	0
400	翅膀装备-3件套装	3	1:33000|4:283|5:707	-1	#f5e8bf|生命：33000\n攻击：283-707	40010:40011:40012:40013:40014:40015	3件套：强无敌	-1	1	3	0
401	翅膀装备-6件套装	6	1:74200|4:636|5:1590|35:10	-1	#f5e8bf|生命：74200\n攻击：636-1590|#00afec|\npk减免：1%	40010:40011:40012:40013:40014:40015	6件套：强无敌	-1	1	3	0
402	翅膀装备-3件套装	3	1:66000|4:566|5:1413	-1	#f5e8bf|生命：66000\n攻击：566-1413	40016:40017:40018:40019:40020:40021	3件套：强无敌	-1	2	3	0
403	翅膀装备-6件套装	6	1:148400|4:1272|5:3180|35:25	-1	#f5e8bf|生命：148400\n攻击：1272-3180|#00afec|\npk减免：2.5%	40016:40017:40018:40019:40020:40021	6件套：强无敌	-1	2	3	0
404	翅膀装备-3件套装	3	1:131900|4:1132|5:2826	-1	#f5e8bf|生命：131900\n攻击：1132-2826	40022:40023:40024:40025:40026:40027	3件套：强无敌	-1	3	3	0
405	翅膀装备-6件套装	6	1:296800|4:2544|5:6361|35:40	-1	#f5e8bf|生命：296800\n攻击：2544-6361|#00afec|\npk减免：4%	40022:40023:40024:40025:40026:40027	6件套：强无敌	-1	3	3	0
406	翅膀装备-3件套装	3	1:237400|4:2037|5:5087	-1	#f5e8bf|生命：237400\n攻击：2037-5087	40028:40029:40030:40031:40032:40033	3件套：强无敌	-1	4	3	0
407	翅膀装备-6件套装	6	1:534300|4:4579|5:11449|35:60	-1	#f5e8bf|生命：534300\n攻击：4579-11449|#00afec|\npk减免：6%	40028:40029:40030:40031:40032:40033	6件套：强无敌	-1	4	3	0
408	翅膀装备-3件套装	3	1:396800|4:3405|5:8502	-1	#f5e8bf|生命：396800\n攻击：3405-8502	40034:40035:40036:40037:40038:40039	3件套：强无敌	-1	5	3	0
409	翅膀装备-6件套装	6	1:892900|4:7653|5:19135|35:80	-1	#f5e8bf|生命：892900\n攻击：7653-19135|#00afec|\npk减免：8%	40034:40035:40036:40037:40038:40039	6件套：强无敌	-1	5	3	0
410	翅膀装备-3件套装	3	1:663200|4:5690|5:14210	-1	#f5e8bf|生命：663200\n攻击：5690-14210	40040:40041:40042:40043:40044:40045	3件套：强无敌	-1	6	3	0
411	翅膀装备-6件套装	6	1:1492300|4:12790|5:31980|35:100	-1	#f5e8bf|生命：1492300\n攻击：12790-31980|#00afec|\npk减免：10%	40040:40041:40042:40043:40044:40045	6件套：强无敌	-1	6	3	0
501	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv1 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|2.5%生命、防御、伤害追加|#f5e8bf|	53001:53002:53003:53004:53005:53006	6件套：强无敌	-1	1	0	12001
502	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv2 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|4%生命、防御、伤害追加|#f5e8bf|	54001:54002:54003:54004:54005:54006	6件套：强无敌	-1	2	0	12002
503	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv3 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|6%生命、防御、伤害追加|#f5e8bf|	55001:55002:55003:55004:55005:55006	6件套：强无敌	-1	3	0	12003
504	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv4 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|8.5%生命、防御、伤害追加|#f5e8bf|\n生命低于|#00ff00|20%|#f5e8bf|可触发攻击造成的最终伤害增幅|#00ff00|10%	56001:56002:56003:56004:56005:56006	6件套：强无敌	-1	4	0	12004
505	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv5 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|11.5%生命、防御、伤害追加|#f5e8bf|\n生命低于|#00ff00|20%|#f5e8bf|可触发攻击造成的最终伤害增幅|#00ff00|20%	57001:57002:57003:57004:57005:57006	6件套：强无敌	-1	5	0	12005
506	共鸣装备-6件套装	6	-1	-1	#f5e8bf|宠物合体Lv6 ：激活宠物合体功能，合体后玩家可从宠物身上获得|#00ff00|15%生命、防御、伤害追加|#f5e8bf|\n生命低于|#00ff00|20%|#f5e8bf|可触发攻击造成的最终伤害增幅|#00ff00|30%	58001:58002:58003:58004:58005:58006	6件套：强无敌	-1	6	0	12006
12200	灭·老尼-10件套	10	1:5555|3:6666|4:7777|5:8888|6:7777|7:8888|11:33|14:100|24:100|45:100	12518|12519|12520|12521|12522|12523|12524|12525|12526|12527	#f5e8bf|生命：5555\n生命恢复：6666\n攻击：7777-8888\n防御：7777-8888\n攻击速度：33\n防止麻痹：10%\n防爆几率：10%\n怪物倍攻：1%	12518:12519:12520:12521:12522:12523:12524:12525:12526:12527	10件套：强无敌	-1	10	0	0
12201	妖·老衲-10件套	10	1:4444|8:500|3:5555|4:6666|5:7777|6:6666|7:7777	-1	#f5e8bf|生命：4444\n准确：500\n生命恢复：5555\n攻击：6666-7777\n防御：6666-7777	12508:12509:12510:12511:12512:12513:12514:12515:12516:12517	10件套：强无敌	-1	10	0	0
12202	魔·扫荡-10件套	10	1:3333|8:400|3:4444|4:5555|5:6666|6:5555|7:6666	-1	#f5e8bf|生命：3333\n准确：400\n生命恢复：4444\n攻击：5555-6666\n防御：5555-6666	11371:11376:12500:12501:12502:12503:12504:12505:12506:12507	10件套：强无敌	-1	10	0	0
