STRING	INT	INT	INT	INT	INT
1_18_2_11	2	3	4	1	0
1_18_2_12	2	3	4	1	0
1_18_2_13	2	3	4	1	0
1_18_2_14	2	3	4	1	0
1_18_2_15	2	3	4	1	0
1_18_2_16	2	3	4	1	0
1_18_2_17	2	3	4	1	0
1_18_2_18	2	3	4	1	0
1_18_2_19	2	3	4	1	0
1_18_2_20	2	3	4	1	0
1_18_3_1	1	3	4	2	0
1_18_3_2	1	3	4	2	0
1_18_3_3	1	3	4	2	0
1_18_3_4	1	3	4	2	0
1_18_3_5	1	3	4	2	0
1_18_3_6	1	3	4	2	0
1_18_3_7	1	3	4	2	0
1_18_3_8	1	3	4	2	0
1_18_3_9	1	3	4	2	0
1_18_3_10	1	3	4	2	0
1_18_3_11	1	3	4	2	0
1_18_3_12	1	3	4	2	0
1_18_3_13	1	3	4	2	0
1_18_3_14	1	3	4	2	0
1_18_3_15	1	3	4	2	0
1_18_3_16	1	3	4	2	0
1_18_3_17	1	3	4	2	0
1_18_3_18	1	3	4	2	0
1_18_3_19	1	3	4	2	0
1_18_3_20	1	3	4	2	0
1_18_4_1	2	3	1	4	0
1_18_4_2	2	3	1	4	0
1_18_4_3	2	3	1	4	0
1_18_4_4	2	3	1	4	0
1_18_4_5	2	3	1	4	0
1_18_4_6	2	3	1	4	0
1_18_4_7	2	3	1	4	0
1_18_4_8	2	3	1	4	0
1_18_4_9	2	3	1	4	0
1_18_4_10	2	3	1	4	0
1_18_4_11	2	3	1	4	0
1_18_4_12	2	3	1	4	0
1_18_4_13	2	3	1	4	0
1_18_4_14	2	3	1	4	0
1_18_4_15	2	3	1	4	0
1_18_4_16	2	3	1	4	0
1_18_4_17	2	3	1	4	0
1_18_4_18	2	3	1	4	0
1_18_4_19	2	3	1	4	0
1_18_4_20	2	3	1	4	0
1_18_5_1	3	2	1	4	0
1_18_5_2	3	2	1	4	0
1_18_5_3	3	2	1	4	0
1_18_5_4	3	2	1	4	0
1_18_5_5	3	2	1	4	0
1_18_5_6	3	2	1	4	0
1_18_5_7	3	2	1	4	0
1_18_5_8	3	2	1	4	0
1_18_5_9	3	2	1	4	0
1_18_5_10	3	2	1	4	0
1_18_5_11	3	2	1	4	0
1_18_5_12	3	2	1	4	0
1_18_5_13	3	2	1	4	0
1_18_5_14	3	2	1	4	0
1_18_5_15	3	2	1	4	0
1_18_5_16	3	2	1	4	0
1_18_5_17	3	2	1	4	0
1_18_5_18	3	2	1	4	0
1_18_5_19	3	2	1	4	0
1_18_5_20	3	2	1	4	0
1_18_6_1	3	2	1	4	0
1_18_6_2	3	2	1	4	0
1_18_6_3	3	2	1	4	0
1_18_6_4	3	2	1	4	0
1_18_6_5	3	2	1	4	0
1_18_6_6	3	2	1	4	0
1_18_6_7	3	2	1	4	0
1_18_6_8	3	2	1	4	0
1_18_6_9	3	2	1	4	0
1_18_6_10	3	2	1	4	0
1_18_6_11	3	2	1	4	0
1_18_6_12	3	2	1	4	0
1_18_6_13	3	2	1	4	0
1_18_6_14	3	2	1	4	0
1_18_6_15	3	2	1	4	0
1_18_6_16	3	2	1	4	0
1_18_6_17	3	2	1	4	0
1_18_6_18	3	2	1	4	0
1_18_6_19	3	2	1	4	0
1_18_6_20	3	2	1	4	0
1_18_7_1	2	1	1	3	0
1_18_7_2	2	1	1	3	0
1_18_7_3	2	1	1	3	0
1_18_7_4	2	1	1	3	0
1_18_7_5	2	1	1	3	0
1_18_7_6	2	1	1	3	0
1_18_7_7	2	1	1	3	0
1_18_7_8	2	1	1	3	0
1_18_7_9	2	1	1	3	0
1_18_7_10	2	1	1	3	0
1_18_7_11	2	1	1	3	0
1_18_7_12	2	1	1	3	0
1_18_7_13	2	1	1	3	0
1_18_7_14	2	1	1	3	0
1_18_7_15	2	1	1	3	0
1_18_7_16	2	1	1	3	0
1_18_7_17	2	1	1	3	0
1_18_7_18	2	1	1	3	0
1_18_7_19	2	1	1	3	0
1_18_7_20	2	1	1	3	0
1_18_8_1	3	1	1	2	0
1_18_8_2	3	1	1	2	0
1_18_8_3	3	1	1	2	0
1_18_8_4	3	1	1	2	0
1_18_8_5	3	1	1	2	0
1_18_8_6	3	1	1	2	0
1_18_8_7	3	1	1	2	0
1_18_8_8	3	1	1	2	0
1_18_8_9	3	1	1	2	0
1_18_8_10	3	1	1	2	0
1_18_8_11	3	1	1	2	0
1_18_8_12	3	1	1	2	0
1_18_8_13	3	1	1	2	0
1_18_8_14	3	1	1	2	0
1_18_8_15	3	1	1	2	0
1_18_8_16	3	1	1	2	0
1_18_8_17	3	1	1	2	0
1_18_8_18	3	1	1	2	0
1_18_8_19	3	1	1	2	0
1_18_8_20	3	1	1	2	0
1_51_1_1	2	2	4	1	0
1_51_1_2	2	2	4	1	0
1_51_1_3	2	2	4	1	0
1_51_1_4	2	2	4	1	0
1_51_1_5	2	2	4	1	0
1_51_1_6	2	2	4	1	0
1_51_1_7	2	2	4	1	0
1_51_1_8	2	2	4	1	0
1_51_1_9	2	2	4	1	0
1_51_1_10	2	2	4	1	0
1_51_1_11	2	2	4	1	0
1_51_1_12	2	2	4	1	0
1_51_1_13	2	2	4	1	0
1_51_1_14	2	2	4	1	0
1_51_1_15	2	2	4	1	0
1_51_1_16	2	2	4	1	0
1_51_1_17	2	2	4	1	0
1_51_1_18	2	2	4	1	0
1_51_1_19	3	2	4	1	0
1_51_1_20	3	2	4	1	0
1_51_2_1	3	2	4	1	0
1_51_2_2	3	2	4	1	0
1_51_2_3	3	2	4	1	0
1_51_2_4	3	2	4	1	0
1_51_2_5	3	2	4	1	0
1_51_2_6	3	2	4	1	0
1_51_2_7	3	2	4	1	0
1_51_2_8	3	2	4	1	0
1_51_2_9	3	2	4	1	0
1_51_2_10	3	2	4	1	0
1_51_2_11	3	2	4	1	0
1_51_2_12	3	2	4	1	0
1_51_2_13	3	2	4	1	0
1_51_2_14	3	2	4	1	0
1_51_2_15	3	2	4	1	0
1_51_2_16	3	2	4	1	0
1_51_2_17	3	2	4	1	0
1_51_2_18	3	2	4	1	0
1_51_2_19	3	2	4	1	0
1_51_2_20	3	2	4	1	0
1_51_3_1	3	2	1	4	0
1_51_3_2	3	2	1	4	0
1_51_3_3	3	2	1	4	0
1_51_3_4	3	2	1	4	0
1_51_3_5	3	2	1	4	0
1_51_3_6	3	2	1	4	0
1_51_3_7	3	2	1	4	0
1_51_3_8	3	2	1	4	0
1_51_3_9	3	2	1	4	0
1_51_3_10	3	2	1	4	0
1_51_3_11	3	2	1	4	0
1_51_3_12	3	2	1	4	0
1_51_3_13	3	2	1	4	0
1_51_3_14	3	2	1	4	0
1_51_3_15	3	2	1	4	0
1_51_3_16	3	2	1	4	0
1_51_3_17	3	2	1	4	0
1_51_3_18	3	2	1	4	0
1_51_3_19	3	2	1	4	0
1_51_3_20	3	2	1	4	0
1_51_4_1	3	2	1	4	0
1_51_4_2	3	2	1	4	0
1_51_4_3	3	2	1	4	0
1_51_4_4	3	2	1	4	0
1_51_4_5	3	2	1	4	0
1_51_4_6	3	2	1	4	0
1_51_4_7	3	2	1	4	0
1_51_4_8	3	2	1	4	0
1_51_4_9	3	2	1	4	0
1_51_4_10	3	2	1	4	0
1_51_4_11	3	2	1	4	0
1_51_4_12	3	2	1	4	0
1_51_4_13	3	2	1	4	0
1_51_4_14	3	2	1	4	0
1_51_4_15	3	2	1	4	0
1_51_4_16	3	2	1	4	0
1_51_4_17	3	2	1	4	0
1_51_4_18	3	2	1	4	0
1_51_4_19	3	2	1	4	0
1_51_4_20	3	2	1	4	0
1_51_5_1	3	2	1	4	0
1_51_5_2	3	2	1	4	0
1_51_5_3	3	2	1	4	0
1_51_5_4	3	2	1	4	0
1_51_5_5	3	2	1	4	0
1_51_5_6	3	2	1	4	0
1_51_5_7	3	2	1	4	0
1_51_5_8	3	2	1	4	0
1_51_5_9	3	2	1	4	0
1_51_5_10	3	2	1	4	0
1_51_5_11	3	2	1	4	0
1_51_5_12	3	2	1	4	0
1_51_5_13	3	2	1	4	0
1_51_5_14	3	2	1	4	0
1_51_5_15	3	2	1	4	0
1_51_5_16	3	2	1	4	0
1_51_5_17	3	2	1	4	0
1_51_5_18	3	2	1	4	0
1_51_5_19	3	2	1	4	0
1_51_5_20	3	3	1	4	0
1_52_1_1	3	3	4	1	0
1_52_1_2	3	3	4	1	0
1_52_1_3	3	3	4	1	0
1_52_1_4	3	3	4	1	0
1_52_1_5	3	3	4	1	0
1_52_1_6	3	3	4	1	0
1_52_1_7	3	3	4	1	0
1_52_1_8	3	3	4	1	0
1_52_1_9	3	3	4	1	0
1_52_1_10	3	3	4	1	0
1_52_1_11	3	3	4	1	0
1_52_1_12	3	3	4	1	0
1_52_1_13	3	3	4	1	0
1_52_1_14	3	3	4	1	0
1_52_1_15	3	3	4	1	0
1_52_1_16	3	3	4	1	0
1_52_1_17	3	3	4	1	0
1_52_1_18	3	3	4	1	0
1_52_1_19	2	3	4	1	0
1_52_1_20	2	3	4	1	0
1_52_2_1	2	3	4	1	0
1_52_2_2	2	3	4	1	0
1_52_2_3	2	3	4	1	0
1_52_2_4	2	3	4	1	0
1_52_2_5	2	3	4	1	0
1_52_2_6	2	3	4	1	0
1_52_2_7	2	3	4	1	0
1_52_2_8	2	3	4	1	0
1_52_2_9	2	3	4	1	0
1_52_2_10	2	3	4	1	0
1_52_2_11	2	3	4	1	0
1_52_2_12	2	3	4	1	0
1_52_2_13	2	3	4	1	0
1_52_2_14	2	3	4	1	0
1_52_2_15	2	3	4	1	0
1_52_2_16	2	3	4	1	0
1_52_2_17	2	3	4	1	0
1_52_2_18	2	3	4	1	0
1_52_2_19	2	3	4	1	0
1_52_2_20	2	3	4	1	0
1_52_3_1	2	3	1	4	0
1_52_3_2	2	3	1	4	0
1_52_3_3	2	3	1	4	0
1_52_3_4	2	3	1	4	0
1_52_3_5	2	3	1	4	0
1_52_3_6	2	3	1	4	0
1_52_3_7	2	3	1	4	0
1_52_3_8	2	3	1	4	0
1_52_3_9	2	3	1	4	0
1_52_3_10	2	3	1	4	0
1_52_3_11	2	3	1	4	0
1_52_3_12	2	3	1	4	0
1_52_3_13	2	3	1	4	0
1_52_3_14	2	3	1	4	0
1_52_3_15	2	3	1	4	0
1_52_3_16	2	3	1	4	0
1_52_3_17	2	3	1	4	0
1_52_3_18	2	3	1	4	0
1_52_3_19	2	3	1	4	0
1_52_3_20	2	3	1	4	0
1_52_4_1	2	3	1	4	0
1_52_4_2	2	3	1	4	0
1_52_4_3	2	3	1	4	0
1_52_4_4	2	3	1	4	0
1_52_4_5	2	3	1	4	0
1_52_4_6	2	3	1	4	0
1_52_4_7	2	3	1	4	0
1_52_4_8	2	3	1	4	0
1_52_4_9	2	3	1	4	0
1_52_4_10	2	3	1	4	0
1_52_4_11	2	3	1	4	0
1_52_4_12	2	3	1	4	0
1_52_4_13	2	3	1	4	0
1_52_4_14	2	3	1	4	0
1_52_4_15	2	3	1	4	0
1_52_4_16	2	3	1	4	0
1_52_4_17	2	3	1	4	0
1_52_4_18	2	3	1	4	0
1_52_4_19	2	3	1	4	0
1_52_4_20	2	3	1	4	0
1_52_5_1	2	3	1	4	0
1_52_5_2	2	3	1	4	0
1_52_5_3	2	3	1	4	0
1_52_5_4	2	3	1	4	0
1_52_5_5	2	3	1	4	0
1_52_5_6	2	3	1	4	0
1_52_5_7	2	3	1	4	0
1_52_5_8	2	3	1	4	0
1_52_5_9	2	3	1	4	0
1_52_5_10	2	3	1	4	0
1_52_5_11	2	3	1	4	0
1_52_5_12	2	3	1	4	0
1_52_5_13	2	3	1	4	0
1_52_5_14	2	3	1	4	0
1_52_5_15	2	3	1	4	0
1_52_5_16	2	3	1	4	0
1_52_5_17	2	3	1	4	0
1_52_5_18	2	3	1	4	0
1_52_5_19	2	3	1	4	0
1_52_5_20	2	3	1	4	0
1_54_1_1	2	3	4	1	0
1_54_1_2	2	3	4	1	0
1_54_1_3	2	3	4	1	0
1_54_1_4	2	3	4	1	0
1_54_1_5	2	3	4	1	0
1_54_1_6	2	3	4	1	0
1_54_1_7	2	3	4	1	0
1_54_1_8	2	3	1	4	0
1_54_1_9	2	3	1	4	0
1_54_1_10	2	3	1	4	0
1_54_1_11	2	3	1	4	0
1_54_1_12	2	3	1	4	0
1_54_1_13	2	3	1	4	0
1_54_1_14	2	3	1	4	0
1_54_1_15	2	3	1	4	0
1_54_1_16	2	3	1	4	0
1_54_1_17	2	3	1	4	0
1_54_1_18	2	3	1	4	0
1_54_1_19	2	3	1	4	0
1_54_1_20	2	3	1	4	0
1_54_2_1	2	3	4	1	0
1_54_2_2	2	3	4	1	0
1_54_2_3	2	3	4	1	0
1_54_2_4	2	3	4	1	0
1_54_2_5	2	3	4	1	0
1_54_2_6	2	3	4	1	0
1_54_2_7	2	3	4	1	0
1_54_2_8	2	3	1	4	0
1_54_2_9	2	3	1	4	0
1_54_2_10	2	3	1	4	0
1_54_2_11	2	3	1	4	0
1_54_2_12	2	3	1	4	0
1_54_2_13	2	3	1	4	0
1_54_2_14	2	3	1	4	0
1_54_2_15	2	3	1	4	0
1_54_2_16	2	3	1	4	0
1_54_2_17	2	3	1	4	0
1_54_2_18	2	3	1	4	0
1_54_2_19	2	3	1	4	0
1_54_2_20	2	3	1	4	0
1_54_3_1	2	3	4	1	0
1_54_3_2	2	3	4	1	0
1_54_3_3	2	3	4	1	0
1_54_3_4	2	3	4	1	0
1_54_3_5	2	3	4	1	0
1_54_3_6	2	3	4	1	0
1_54_3_7	2	3	1	4	0
1_54_3_8	2	3	1	4	0
1_54_3_9	2	3	1	4	0
1_54_3_10	2	3	1	4	0
1_54_3_11	2	3	1	4	0
1_54_3_12	2	3	1	4	0
1_54_3_13	2	3	1	4	0
1_54_3_14	2	3	1	4	0
1_54_3_15	2	3	1	4	0
1_54_3_16	2	3	1	4	0
1_54_3_17	2	3	1	4	0
1_54_3_18	2	3	1	4	0
1_54_3_19	2	3	1	4	0
1_54_3_20	2	2	1	4	0
1_54_4_1	2	2	1	4	0
1_54_4_2	2	2	1	4	0
1_54_4_3	2	2	1	4	0
1_54_4_4	2	2	1	4	0
1_54_4_5	2	2	1	4	0
1_54_4_6	2	2	1	4	0
1_54_4_7	2	2	1	4	0
1_54_4_8	2	2	1	4	0
1_54_4_9	2	2	1	4	0
1_54_4_10	2	2	1	4	0
1_54_4_11	2	2	1	4	0
1_54_4_12	2	2	1	4	0
1_54_4_13	2	2	1	4	0
1_54_4_14	2	2	1	4	0
1_54_4_15	2	2	1	4	0
1_54_4_16	2	2	1	4	0
1_54_4_17	2	2	1	4	0
1_54_4_18	2	2	1	4	0
1_54_4_19	3	2	1	4	0
1_54_4_20	3	2	1	4	0
1_54_5_1	3	2	1	4	0
1_54_5_2	3	2	1	4	0
1_54_5_3	3	2	1	4	0
1_54_5_4	3	2	1	4	0
1_54_5_5	3	2	1	4	0
1_54_5_6	3	2	1	4	0
1_54_5_7	3	2	1	4	0
1_54_5_8	3	2	1	4	0
1_54_5_9	3	2	1	4	0
1_54_5_10	3	2	1	4	0
1_54_5_11	3	2	1	4	0
1_54_5_12	3	2	1	4	0
1_54_5_13	3	2	1	4	0
1_54_5_14	3	2	1	4	0
1_54_5_15	3	2	1	4	0
1_54_5_16	3	2	1	4	0
1_54_5_17	3	2	1	4	0
1_54_5_18	3	2	1	4	0
1_54_5_19	3	2	1	4	0
1_54_5_20	3	2	1	4	0
