INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING
40041	两仪肩翼【圣】	41	6	10	1	7	410	411	0	4:2050|5:5130|6:2050|7:5130	-1	大师的杰作	4051	4051	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	20	#F5E8BF|蓝色	0	0	0	0	1	dropEffect_lv	0	0	1	-1	-1	6000	4:2050|5:5130|6:2050|7:5130	60		0	9999	0	30	0	0	0	-1	-1
40042	三才纤羽【圣】	42	6	10	1	7	410	411	0	4:2050|5:5130|6:2050|7:5130	-1	大师的杰作	4052	4052	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	20	#F5E8BF|蓝色	0	0	0	0	1	dropEffect_lv	0	0	1	-1	-1	6000	4:2050|5:5130|6:2050|7:5130	60		0	9999	0	30	0	0	0	-1	-1
40043	四象尾翼【圣】	43	6	10	1	7	410	411	0	4:2050|5:5130|6:2050|7:5130	-1	大师的杰作	4055	4055	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	20	#F5E8BF|蓝色	0	0	0	0	1	dropEffect_lv	0	0	1	-1	-1	6000	4:2050|5:5130|6:2050|7:5130	60		0	9999	0	30	0	0	0	-1	-1
40044	五行翎羽【圣】	44	6	10	1	7	410	411	0	4:2050|5:5130|6:2050|7:5130	-1	大师的杰作	4056	4056	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	20	#F5E8BF|蓝色	0	0	0	0	1	dropEffect_lv	0	0	1	-1	-1	15000	4:2050|5:5130|6:2050|7:5130	60		0	9999	0	30	0	0	0	-1	-1
40045	六合甲翼【圣】	45	6	10	1	7	410	411	0	4:2050|5:5130|6:2050|7:5130	-1	大师的杰作	4054	4054	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	20	#F5E8BF|蓝色	0	0	0	0	1	dropEffect_lv	0	0	1	-1	-1	15000	4:2050|5:5130|6:2050|7:5130	60		0	9999	0	30	0	0	0	-1	-1
50000	石化·寒月冰封	29	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11001	11001	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50001	石化·血色夕阳	29	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11002	11002	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
50002	石化·碧谭映月	29	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11003	11003	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50003	石化·绝灭弑神	29	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11004	11004	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50004	石化·傲啸苍穹	29	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11005	11005	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50005	石化·龙魂帝煞	29	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11006	11006	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50006	石化·赤练紫仙	29	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11007	11007	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50007	石化·噩梦亡魂	29	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11008	11008	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2201	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50008	石化·斩天灭神	29	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11009	11009	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2202	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50009	石化·逆天改命	29	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11010	11010	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2203	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50010	赤焰·狂乱辰光	30	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11011	11011	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50011	赤焰·残血封桥	30	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11012	11012	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
50012	赤焰·流萤逐月	30	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11013	11013	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50013	赤焰·斋藤泉樱	30	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11014	11014	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50014	赤焰·朱凰噬焰	30	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11015	11015	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50015	赤焰·万象尽灭	30	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11016	11016	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50016	赤焰·三界帝王	30	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11017	11017	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50017	赤焰·大地统治	30	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11018	11018	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2204	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50018	赤焰·至尊灭世	30	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11019	11019	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2205	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50019	赤焰·璀璨魔渊	30	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11020	11020	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2206	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50020	紫电·灵光隐匿	31	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11021	11021	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50021	紫电·暴泣惊雷	31	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11022	11022	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
50022	紫电·破碎虚空	31	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11023	11023	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50023	紫电·魔影重重	31	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11024	11024	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50024	紫电·雷霆怒火	31	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11025	11025	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50025	紫电·摄魂之力	31	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11026	11026	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50026	紫电·劫难冥火	31	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11027	11027	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50027	紫电·鬼魅异象	31	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11028	11028	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2207	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50028	紫电·绝世纵横	31	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11029	11029	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2208	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50029	紫电·不灭惊鸿	31	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11030	11030	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2209	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50030	重生·龙心火盾	32	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11051	11051	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50031	重生·英雄之屈	32	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11052	11052	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
50032	重生·虚无之盾	32	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11053	11053	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50033	重生·黑暗屏障	32	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11054	11054	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50034	重生·无尽寒冬	32	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11055	11055	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50035	重生·磨难碎片	32	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11056	11056	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50036	重生·磐石壁垒	32	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11057	11057	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50037	重生·光明庇护	32	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11058	11058	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2210	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50038	重生·太阳纹章	32	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11059	11059	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2211	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50039	重生·万物苏醒	32	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11060	11060	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2212	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50040	九霄·原罪披风	33	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11031	11031	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50041	九霄·远行卫士	33	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11032	11032	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
