INT	INT	STRING
364	2	1:1000000|4:10000|5:20000|3:10000|33:200
365	2	1:1000000|4:10000|5:20000|3:10000|33:200
366	2	1:1000000|4:10000|5:20000|3:10000|33:200
367	2	1:1000000|4:10000|5:20000|3:10000|33:200
368	2	1:1000000|4:10000|5:20000|3:10000|33:200
369	2	1:1000000|4:10000|5:20000|3:10000|33:200
370	2	1:1000000|4:10000|5:20000|3:10000|33:200
371	2	1:1000000|4:10000|5:20000|3:10000|33:200
372	2	1:1000000|4:10000|5:20000|3:10000|33:200
373	2	1:1000000|4:10000|5:20000|3:10000|33:200
374	2	1:1000000|4:10000|5:20000|3:10000|33:200
375	2	1:1000000|4:10000|5:20000|3:10000|33:200
376	2	1:1000000|4:10000|5:20000|3:10000|33:200
377	2	1:1000000|4:10000|5:20000|3:10000|33:200
378	2	1:1000000|4:10000|5:20000|3:10000|33:200
379	2	1:1000000|4:10000|5:20000|3:10000|33:200
380	2	1:1000000|4:10000|5:20000|3:10000|33:200
381	2	1:1000000|4:10000|5:20000|3:10000|33:200
382	2	1:1000000|4:10000|5:20000|3:10000|33:200
383	2	1:1000000|4:10000|5:20000|3:10000|33:200
384	2	1:1000000|4:10000|5:20000|3:10000|33:200
385	2	1:1000000|4:10000|5:20000|3:10000|33:200
386	2	1:1000000|4:10000|5:20000|3:10000|33:200
387	2	1:1000000|4:10000|5:20000|3:10000|33:200
388	2	1:1000000|4:10000|5:20000|3:10000|33:200
389	2	1:1000000|4:10000|5:20000|3:10000|33:200
390	2	1:1000000|4:10000|5:20000|3:10000|33:200
391	2	1:1000000|4:10000|5:20000|3:10000|33:200
392	2	1:1000000|4:10000|5:20000|3:10000|33:200
393	2	1:1000000|4:10000|5:20000|3:10000|33:200
394	2	1:1000000|4:10000|5:20000|3:10000|33:200
395	2	1:1000000|4:10000|5:20000|3:10000|33:200
396	2	1:1000000|4:10000|5:20000|3:10000|33:200
397	2	1:1000000|4:10000|5:20000|3:10000|33:200
398	2	1:1000000|4:10000|5:20000|3:10000|33:200
399	2	1:1000000|4:10000|5:20000|3:10000|33:200
400	2	1:1000000|4:10000|5:20000|3:10000|33:200
401	2	1:1000000|4:10000|5:20000|3:10000|33:200
402	2	1:1000000|4:10000|5:20000|3:10000|33:200
403	2	1:1000000|4:10000|5:20000|3:10000|33:200
404	2	1:1000000|4:10000|5:20000|3:10000|33:200
405	2	1:1000000|4:10000|5:20000|3:10000|33:200
406	2	1:1000000|4:10000|5:20000|3:10000|33:200
407	2	1:1000000|4:10000|5:20000|3:10000|33:200
408	2	1:1000000|4:10000|5:20000|3:10000|33:200
409	2	1:1000000|4:10000|5:20000|3:10000|33:200
410	2	1:1000000|4:10000|5:20000|3:10000|33:200
411	2	1:1000000|4:10000|5:20000|3:10000|33:200
412	2	1:1000000|4:10000|5:20000|3:10000|33:200
413	2	1:1000000|4:10000|5:20000|3:10000|33:200
414	2	1:1000000|4:10000|5:20000|3:10000|33:200
415	2	1:1000000|4:10000|5:20000|3:10000|33:200
416	2	1:1000000|4:10000|5:20000|3:10000|33:200
417	2	1:1000000|4:10000|5:20000|3:10000|33:200
418	2	1:1000000|4:10000|5:20000|3:10000|33:200
419	2	1:1000000|4:10000|5:20000|3:10000|33:200
420	2	1:1000000|4:10000|5:20000|3:10000|33:200
421	2	1:1000000|4:10000|5:20000|3:10000|33:200
422	2	1:1000000|4:10000|5:20000|3:10000|33:200
423	2	1:1000000|4:10000|5:20000|3:10000|33:200
424	2	1:1000000|4:10000|5:20000|3:10000|33:200
425	2	1:1000000|4:10000|5:20000|3:10000|33:200
426	2	1:1000000|4:10000|5:20000|3:10000|33:200
427	2	1:1000000|4:10000|5:20000|3:10000|33:200
428	2	1:1000000|4:10000|5:20000|3:10000|33:200
429	2	1:1000000|4:10000|5:20000|3:10000|33:200
430	2	1:1000000|4:10000|5:20000|3:10000|33:200
431	2	1:1000000|4:10000|5:20000|3:10000|33:200
432	2	1:1000000|4:10000|5:20000|3:10000|33:200
433	2	1:1000000|4:10000|5:20000|3:10000|33:200
434	2	1:1000000|4:10000|5:20000|3:10000|33:200
435	2	1:1000000|4:10000|5:20000|3:10000|33:200
436	2	1:1000000|4:10000|5:20000|3:10000|33:200
437	2	1:1000000|4:10000|5:20000|3:10000|33:200
438	2	1:1000000|4:10000|5:20000|3:10000|33:200
439	2	1:1000000|4:10000|5:20000|3:10000|33:200
440	2	1:1000000|4:10000|5:20000|3:10000|33:200
441	2	1:1000000|4:10000|5:20000|3:10000|33:200
442	2	1:1000000|4:10000|5:20000|3:10000|33:200
443	2	1:1000000|4:10000|5:20000|3:10000|33:200
444	2	1:1000000|4:10000|5:20000|3:10000|33:200
445	2	1:1000000|4:10000|5:20000|3:10000|33:200
446	2	1:1000000|4:10000|5:20000|3:10000|33:200
447	2	1:1000000|4:10000|5:20000|3:10000|33:200
448	2	1:1000000|4:10000|5:20000|3:10000|33:200
449	2	1:1000000|4:10000|5:20000|3:10000|33:200
450	2	1:1000000|4:10000|5:20000|3:10000|33:200
451	2	1:1000000|4:10000|5:20000|3:10000|33:200
452	2	1:1000000|4:10000|5:20000|3:10000|33:200
453	2	1:1000000|4:10000|5:20000|3:10000|33:200
454	2	1:1000000|4:10000|5:20000|3:10000|33:200
455	2	1:1000000|4:10000|5:20000|3:10000|33:200
456	2	1:1000000|4:10000|5:20000|3:10000|33:200
457	2	1:1000000|4:10000|5:20000|3:10000|33:200
458	2	1:1000000|4:10000|5:20000|3:10000|33:200
459	2	1:1000000|4:10000|5:20000|3:10000|33:200
460	2	1:1000000|4:10000|5:20000|3:10000|33:200
461	2	1:1000000|4:10000|5:20000|3:10000|33:200
462	2	1:1000000|4:10000|5:20000|3:10000|33:200
463	2	1:1000000|4:10000|5:20000|3:10000|33:200
464	2	1:1000000|4:10000|5:20000|3:10000|33:200
465	2	1:1000000|4:10000|5:20000|3:10000|33:200
466	2	1:1000000|4:10000|5:20000|3:10000|33:200
467	2	1:1000000|4:10000|5:20000|3:10000|33:200
468	2	1:1000000|4:10000|5:20000|3:10000|33:200
469	2	1:1000000|4:10000|5:20000|3:10000|33:200
470	2	1:1000000|4:10000|5:20000|3:10000|33:200
471	2	1:1000000|4:10000|5:20000|3:10000|33:200
472	2	1:1000000|4:10000|5:20000|3:10000|33:200
473	2	1:1000000|4:10000|5:20000|3:10000|33:200
474	2	1:1000000|4:10000|5:20000|3:10000|33:200
475	2	1:1000000|4:10000|5:20000|3:10000|33:200
476	2	1:1000000|4:10000|5:20000|3:10000|33:200
477	2	1:1000000|4:10000|5:20000|3:10000|33:200
478	2	1:1000000|4:10000|5:20000|3:10000|33:200
479	2	1:1000000|4:10000|5:20000|3:10000|33:200
480	2	1:1000000|4:10000|5:20000|3:10000|33:200
481	2	1:1000000|4:10000|5:20000|3:10000|33:200
482	2	1:1000000|4:10000|5:20000|3:10000|33:200
483	2	1:1000000|4:10000|5:20000|3:10000|33:200
484	2	1:1000000|4:10000|5:20000|3:10000|33:200
485	2	1:1000000|4:10000|5:20000|3:10000|33:200
486	2	1:1000000|4:10000|5:20000|3:10000|33:200
487	2	1:1000000|4:10000|5:20000|3:10000|33:200
488	2	1:1000000|4:10000|5:20000|3:10000|33:200
489	2	1:1000000|4:10000|5:20000|3:10000|33:200
490	2	1:1000000|4:10000|5:20000|3:10000|33:200
491	2	1:1000000|4:10000|5:20000|3:10000|33:200
492	2	1:1000000|4:10000|5:20000|3:10000|33:200
493	2	1:1000000|4:10000|5:20000|3:10000|33:200
494	2	1:1000000|4:10000|5:20000|3:10000|33:200
495	2	1:1000000|4:10000|5:20000|3:10000|33:200
496	2	1:1000000|4:10000|5:20000|3:10000|33:200
497	2	1:1000000|4:10000|5:20000|3:10000|33:200
498	2	1:1000000|4:10000|5:20000|3:10000|33:200
499	2	1:1000000|4:10000|5:20000|3:10000|33:200
500	2	1:1000000|4:10000|5:20000|3:10000|33:200
501	2	1:1000000|4:10000|5:20000|3:10000|33:200
502	2	1:1000000|4:10000|5:20000|3:10000|33:200
503	2	1:1000000|4:10000|5:20000|3:10000|33:200
504	2	1:1000000|4:10000|5:20000|3:10000|33:200
505	2	1:1000000|4:10000|5:20000|3:10000|33:200
506	2	1:1000000|4:10000|5:20000|3:10000|33:200
507	2	1:1000000|4:10000|5:20000|3:10000|33:200
508	2	1:1000000|4:10000|5:20000|3:10000|33:200
509	2	1:1000000|4:10000|5:20000|3:10000|33:200
510	2	1:1000000|4:10000|5:20000|3:10000|33:200
511	2	1:1000000|4:10000|5:20000|3:10000|33:200
512	2	1:1000000|4:10000|5:20000|3:10000|33:200
513	2	1:1000000|4:10000|5:20000|3:10000|33:200
514	2	1:1000000|4:10000|5:20000|3:10000|33:200
515	2	1:1000000|4:10000|5:20000|3:10000|33:200
516	2	1:1000000|4:10000|5:20000|3:10000|33:200
517	2	1:1000000|4:10000|5:20000|3:10000|33:200
518	2	1:1000000|4:10000|5:20000|3:10000|33:200
519	2	1:1000000|4:10000|5:20000|3:10000|33:200
520	2	1:1000000|4:10000|5:20000|3:10000|33:200
521	2	1:1000000|4:10000|5:20000|3:10000|33:200
522	2	1:1000000|4:10000|5:20000|3:10000|33:200
523	2	1:1000000|4:10000|5:20000|3:10000|33:200
524	2	1:1000000|4:10000|5:20000|3:10000|33:200
525	2	1:1000000|4:10000|5:20000|3:10000|33:200
526	2	1:1000000|4:10000|5:20000|3:10000|33:200
527	2	1:1000000|4:10000|5:20000|3:10000|33:200
528	2	1:1000000|4:10000|5:20000|3:10000|33:200
529	2	1:1000000|4:10000|5:20000|3:10000|33:200
530	2	1:1000000|4:10000|5:20000|3:10000|33:200
531	2	1:1000000|4:10000|5:20000|3:10000|33:200
532	2	1:1000000|4:10000|5:20000|3:10000|33:200
533	2	1:1000000|4:10000|5:20000|3:10000|33:200
534	2	1:1000000|4:10000|5:20000|3:10000|33:200
535	2	1:1000000|4:10000|5:20000|3:10000|33:200
536	2	1:1000000|4:10000|5:20000|3:10000|33:200
537	2	1:1000000|4:10000|5:20000|3:10000|33:200
538	2	1:1000000|4:10000|5:20000|3:10000|33:200
539	2	1:1000000|4:10000|5:20000|3:10000|33:200
540	2	1:1000000|4:10000|5:20000|3:10000|33:200
541	2	1:1000000|4:10000|5:20000|3:10000|33:200
542	2	1:1000000|4:10000|5:20000|3:10000|33:200
543	2	1:1000000|4:10000|5:20000|3:10000|33:200
544	2	1:1000000|4:10000|5:20000|3:10000|33:200
545	2	1:1000000|4:10000|5:20000|3:10000|33:200
546	2	1:1000000|4:10000|5:20000|3:10000|33:200
547	2	1:1000000|4:10000|5:20000|3:10000|33:200
548	2	1:1000000|4:10000|5:20000|3:10000|33:200
549	2	1:1000000|4:10000|5:20000|3:10000|33:200
550	2	1:1000000|4:10000|5:20000|3:10000|33:200
551	2	1:1000000|4:10000|5:20000|3:10000|33:200
552	2	1:1000000|4:10000|5:20000|3:10000|33:200
553	2	1:1000000|4:10000|5:20000|3:10000|33:200
554	2	1:1000000|4:10000|5:20000|3:10000|33:200
555	2	1:1000000|4:10000|5:20000|3:10000|33:200
556	2	1:1000000|4:10000|5:20000|3:10000|33:200
557	2	1:1000000|4:10000|5:20000|3:10000|33:200
558	2	1:1000000|4:10000|5:20000|3:10000|33:200
559	2	1:1000000|4:10000|5:20000|3:10000|33:200
560	2	1:1000000|4:10000|5:20000|3:10000|33:200
561	2	1:1000000|4:10000|5:20000|3:10000|33:200
562	2	1:1000000|4:10000|5:20000|3:10000|33:200
563	2	1:1000000|4:10000|5:20000|3:10000|33:200
564	2	1:1000000|4:10000|5:20000|3:10000|33:200
565	2	1:1000000|4:10000|5:20000|3:10000|33:200
566	2	1:1000000|4:10000|5:20000|3:10000|33:200
567	2	1:1000000|4:10000|5:20000|3:10000|33:200
568	2	1:1000000|4:10000|5:20000|3:10000|33:200
569	2	1:1000000|4:10000|5:20000|3:10000|33:200
570	2	1:1000000|4:10000|5:20000|3:10000|33:200
571	2	1:1000000|4:10000|5:20000|3:10000|33:200
572	2	1:1000000|4:10000|5:20000|3:10000|33:200
573	2	1:1000000|4:10000|5:20000|3:10000|33:200
574	2	1:1000000|4:10000|5:20000|3:10000|33:200
575	2	1:1000000|4:10000|5:20000|3:10000|33:200
576	2	1:1000000|4:10000|5:20000|3:10000|33:200
577	2	1:1000000|4:10000|5:20000|3:10000|33:200
578	2	1:1000000|4:10000|5:20000|3:10000|33:200
579	2	1:1000000|4:10000|5:20000|3:10000|33:200
580	2	1:1000000|4:10000|5:20000|3:10000|33:200
581	2	1:1000000|4:10000|5:20000|3:10000|33:200
582	2	1:1000000|4:10000|5:20000|3:10000|33:200
583	2	1:1000000|4:10000|5:20000|3:10000|33:200
584	2	1:1000000|4:10000|5:20000|3:10000|33:200
585	2	1:1000000|4:10000|5:20000|3:10000|33:200
586	2	1:1000000|4:10000|5:20000|3:10000|33:200
587	2	1:1000000|4:10000|5:20000|3:10000|33:200
588	2	1:1000000|4:10000|5:20000|3:10000|33:200
589	2	1:1000000|4:10000|5:20000|3:10000|33:200
590	2	1:1000000|4:10000|5:20000|3:10000|33:200
591	2	1:1000000|4:10000|5:20000|3:10000|33:200
592	2	1:1000000|4:10000|5:20000|3:10000|33:200
593	2	1:1000000|4:10000|5:20000|3:10000|33:200
594	2	1:1000000|4:10000|5:20000|3:10000|33:200
595	2	1:1000000|4:10000|5:20000|3:10000|33:200
596	2	1:1000000|4:10000|5:20000|3:10000|33:200
597	2	1:1000000|4:10000|5:20000|3:10000|33:200
598	2	1:1000000|4:10000|5:20000|3:10000|33:200
599	2	1:1000000|4:10000|5:20000|3:10000|33:200
600	2	1:1000000|4:10000|5:20000|3:10000|33:200
